,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
1612,Inglaterra > Londres,10 Comunicação > 10.1 Documento,Não identificado ,16/02/1948,,1977.16.072,"Fotografia||Villa-Lobos e o embaixador J. J. Moniz de Aragão, de pé, em recepção na Embaixada do Brasil em Londres em homenagem a Villa-Lobos"
1613,,10 Comunicação > 10.1 Documento,Não identificado ,16/02/1948,"Datilografado no verso em inglês: “Villa-Lobos, the Brazilian composer and conductor, recently arrived in this country to give a series of concerts. A reception was held in his honour by the Brazilian Ambassador at th Embassy at 54 Mount Street. Cecil Haven of the Foreign Office (on left) with his daughter, Pamela, chatting to Villa-Lobos, the composer (on right) at the reception (Barratt’s. 16th February 1948. LA. 1089)”. (“Recepção em honra ao compositor brasileiro. Villa-Lobos, compositor e maestro brasileiro, recentemente chegado a este a este país para apresentar uma série de concertos. A recepção foi dada em sua honra pelo embaixador brasileiro na rua 54 Mount Street. A foto mostra Cecil Haven, do Escritório de Relações Estrangeiras, à esq. com sua filha, Pamela, conversando com Heitor Villa-Lobos, o compositor (à esquerda), durante a recepção. (Barratt’s. 16 de fevereiro de 1948. LA. 1089)”.",1977.16.048,Fotografia||Villa-Lobos com Cecil Haven e sua filha Pamela
1614,,10 Comunicação > 10.1 Documento,Não identificado ,18/09/1947,"Com a dedicatória “Nós descendo e sorrindo para nosso caro amigo MIECIO. Rio, 18/9/47.",1995.16.003,Fotografia||Villa-Lobos e Arminda descendo escada de avião
1615,,10 Comunicação > 10.1 Documento,Não identificado ,11/09/1947,,1984.16.068,"Fotografia||Villa-Lobos entre Arminda e outros não identificados, no Conservatório Nacional de Canto Orfeônico - CNCO, por ocasião de homenagem oferecida ao compositor"
1616,,10 Comunicação > 10.1 Documento,Não identificado ,11/09/1947,,1984.16.067,"Fotografia||Villa-Lobos entre Julieta Strutt, Arminda e outros não identificados, no Conservatório Nacional de Canto Orfeônico - CNCO, por ocasião de homenagem oferecida ao compositor"
1617,,10 Comunicação > 10.1 Documento,Não identificado ,05/08/1947,"Com a dedicatória que não foi escrita pelo próprio, pois ele faleceu em março de 1947 e a data da dedicatória é de 5-9-1947 Roma “Avec La vibrante admiration et attencion...ilegível...pour Ettor Villa-Lobos. 5 Août 47 Roma. En souvenir èmu...assinatura ilegível”.",2002.16.111,"Fotografia||Alfredo Casella, compositor e maestro italiano"
1618,,10 Comunicação > 10.1 Documento,Não identificado ,Agosto de 1947,,1983.16.013,Fotografia||Villa-Lobos e Arminda com uma jornalista italiana no Grande Hotel
1619,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,07/04/1947,"Com a dedicatória “Aos queridos Maestro e Mindinha beijinhos carinhosos como lembrança de meu 4º aniversário. Sônia Maria 7-4-47”. Na foto: Lya de Almeida e Castro, Maria Teresa Mancini, Julieta Strutt, Sonia Maria Strutt, Roberto Strutt, Vera Maria Mancini, Eduardo Henrique Almeida e Castro, Lais Motta, Maria Regina Neves de Almeida e Castro, Tais Motta.",2002.16.039,"Fotografia||Aniversário de Sonia Maria Strutt, sobrinha de Arminda"
1620,,10 Comunicação > 10.1 Documento,Não identificado ,23/03/1947,"No verso, manuscrito “Foto sacada en La cumbre de Cordoba - Berta - Gaston Maria y Alberto Toscano. Marzo 23/947”",2002.16.165,"Fotografia||Berta, Gaston, Maria e Alberto Toscano"
1621,,10 Comunicação > 10.1 Documento,Não identificado ,Setembro de 1946,,1980.16.058,Fotografia||Lorenzo Fernandez - à esq. - não identificada e Villa-Lobos com um grupo de crianças no Conservatório Brasileiro de Música
1622,,10 Comunicação > 10.1 Documento,Não identificado ,27/08/1946,,2004.16.004,"Fotografia||Da dir. para esq.: Villa-Lobos, Jean Morel, Bidu Sayão, Claude Champagne e Lorenzo Fernandez, na residência deste último"
1623,,10 Comunicação > 10.1 Documento,Não identificado ,27/08/1946,,2004.16.003,"Fotografia||Villa-Lobos com Bidu Sayão e Lorenzo Fernandez, na residência deste último"
1624,,10 Comunicação > 10.1 Documento,Não identificado ,27/08/1946,,2002.16.059,"Fotografia||Arminda e Bidu Sayão entre não identificados, na residência do casal Lorenzo Fernandez"
1625,,10 Comunicação > 10.1 Documento,Não identificado ,27/08/1946,,2002.16.058,"Fotografia||Arminda, Bidu Sayão e Helena Lorenzo Fernandez entre senhoras não identificadas, na residência do casal Lorenzo Fernandez"
1626,,10 Comunicação > 10.1 Documento,Não identificado ,27/08/1946,,1983.16.003,"Fotografia||Villa-Lobos com Bidu Sayão e Lorenzo Fernandez, na residência deste último"
1627,,10 Comunicação > 10.1 Documento,Não identificado ,27/08/1946,Manuscrito no verso: “Recordação da grata noite de 27-8-46 na residência do casal Lorenzo Fernandez”,1977.16.040,Fotografia||Villa-Lobos e Claude Champagne
1628,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,27/08/1946,,1977.16.034,"Fotografia||Da dir. para esq.: Lorenzo Fernandez, em sua residência, Claude Champagne, Bidu Sayão, Jean Morel, Villa-Lobos"
1629,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,03/07/1946,"Com a dedicatória: “A Monsieur e Madame Heitor Villa-Lobos avec tout mon admiration et sincère amitié. Rio 3, juillet, 1946.. A. Brailowsky “ - “Ao Senhor e Senhora Heitor Villa-Lobos com toda minha admiração e sincera amizade. Rio, 3 de julho de 1946. A. Brailowsky”.",1977.16.041,"Fotografia||Alexandre Brailowsky, pianista russo"
1630,,10 Comunicação > 10.1 Documento,Não identificado ,25/12/1945," De pé ao seu lado o sobrinho Paulo Emílio. Sentadas da esquerda para direita a irmã mais velha Bertha (Lulucha), a esposa Arminda (com o rosto raspado), a mãe Noêmia, a sobrinha Ahygara e a 3ª irmã Carmen.",2000.16.003,Fotografia||Villa-Lobos e sua família
1631,,10 Comunicação > 10.1 Documento,Não identificado ,25/12/1945,,1991.16.003,"Fotografia||Villa-Lobos e sua família. De pé ao seu lado o sobrinho Paulo Emílio. Sentadas da esquerda para direita sua irmã mais velha Bertha (Lulucha), sua mãe Noêmia, sua sobrinha Ahygara e sua 3ª irmã Carmen"
1632,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,14/07/1945,"Da dir. para esq. - foto superior: José Candido de Andrade Muricy, João Itiberê da Cunha, representante não identificado do gabinete militar da Presidência da República, Villa-Lobos, dois não identificados, Oscar Lorenzo Fernandez e Luiz Heitor Corrêa do Azevedo.foto inferior - 1ª fila: José Siqueira, Antônio Sá Pereira, Arthur Iberê de Lemos, Brasílio Itiberê da Cunha e Garcia de Miranda Neto. 2ª fila: Fructuoso Viana, Eurico Nogueira França e 2 não identificados. 3ª fila: frei Pedro Sinzig, e Francisco Curt Lange. Fonte: Acervo da ABM.",1977.16.097,Fotografia||Villa-Lobos na sessão inaugural da Academia Brasileira de Música.
1633,,10 Comunicação > 10.1 Documento,Não identificado ,13/05/1945,"Com a dedicatória no verso “À vovó Hermenegilda, oferece a Suely como lembrança de seu batizado. Rio 13-5-45”.",2002.16.038,Fotografia||Arminda e família em batizado
1634,,10 Comunicação > 10.1 Documento,Não identificado ,30/04/1945,Com a dedicatória “Aos meus queridos titios com o meu carinho. Maria Regina. 30-4-45”.,2008.16.029,"Fotografia||Maria Regina, sobrinha de Arminda"
1635,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,24/04/1945,,1977.16.079,Fotografia||Jantar no Clube Ginástico Português em que Villa-Lobos recebe título de sócio honorário
1636,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,23/04/1945,,1977.16.268,Fotografia||Jantar no Clube Ginástico Português em que Villa-Lobos recebe título de sócio honorário
1637,,10 Comunicação > 10.1 Documento,Não identificado ,24/02/1945,,2002.16.004,Fotografia||Villa-Lobos regendo a Orquestra Sinfônica de Boston (Boston Symphony Orchestra)
1638,,10 Comunicação > 10.1 Documento,Não identificado ,22/02/1945,Com a dedicatória “With all my admiration. Arthur Fiedler. Boston feb.22”,1980.16.031,Fotografia||Villa-Lobos e o maestro Arthur Fiedler
1639,,10 Comunicação > 10.1 Documento,Não identificado ,Fevereiro de 1945,,1983.16.069,Fotografia||Villa-Lobos entre o empresário Henri Leiser - à esq. - e músico da Orquestra de Boston
1640,,10 Comunicação > 10.1 Documento,Não identificado ,Fevereiro de 1945,,1980.16.062,"Fotografia||Arminda, Olga Namnoff Koussevitzky, esposa do compositor Serge Koussevitzky, e Villa-Lobos após reger concerto com a Orquestra Sinfônica de Boston (Boston Symphony Orchestra)"
1641,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado ,Janeiro de 1945,,1977.16.089,"Fotografia||Villa-Lobos ao piano, Arminda e Olga Praguer Coelho no Hotel Waldorf Astoria"
1642,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado ,Janeiro de 1945,,1977.16.047,Fotografia||Villa-Lobos e Arminda no Hotel Waldorf Astoria
1643,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado ,12/12/1944,Com a dedicatória: “À nossa mãezinha querida uma lembrança de nossa chegada em New York. 12/12/44. Arminda e Villa-Lobos”.,1977.16.081,Fotografia||Villa-Lobos e Arminda
1644,,10 Comunicação > 10.1 Documento,Não identificado ,21/11/1944,,1980.16.052,Fotografia||Villa-Lobos de beca e capelo no Occitental College
1645,,10 Comunicação > 10.1 Documento,Não identificado ,Novembro de 1944,Com a dedicatória “A Heitor Villa-Lobos avec mês... cordielles. I Stravinsky. Nov 44 [Hollywood].”,1985.16.003,Fotografia||Igor Stravinsky
1646,,10 Comunicação > 10.1 Documento,Não identificado ,Novembro de 1944,,1977.16.270,Fotografia||Villa-Lobos desenhado por L Celli.
1647,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,12/09/1944,"No verso, manuscrito “Recordação da concentração cívica orfeônica realizada em Niteroi, à 12 de setembro de 1944. Assinado: Ondina Idalina Bezerra, Leoginia Carolina Bezerra, Lilia Cunha e Jacinta Nogueira Passos”",1977.16.038,"Fotografia||Villa-Lobos, Arminda e Otávio Vieira Brandão em concentração orfeônica"
1648,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,21/07/1944,"Com a dedicatória “Aos Titios Mindinha e Maestro, ofereço este retrato como recordação de meu 12º aniversário. Julio Cesar. 21-7-44 “.",2002.16.041,"Fotografia||Julio Cesar de Almeida Prado, sobrinho de Arminda"
1649,,10 Comunicação > 10.1 Documento,Não identificado ,21/04/1944,,1983.16.095,Fotografia||Chá oferecido ao maestro Villa-Lobos pelos professores de Canto Orfeônico de São Paulo
1650,,10 Comunicação > 10.1 Documento,Não identificado ,07/04/1944,"Com a dedicatória “Aos queridos Mindinha e Maestro, lembrança do meu 1º aniversário. Sônia Maria. 7/4/944”. No centro da foto, Sonia entre seus pais Julieta e Roberto Strutt cercados por crianças não identificadas.",2008.16.030,"Fotografia||Aniversário de Sonia Maria Strutt, ao centro da foto entre os pais Julieta e Roberto Strutt, cercados por crianças não identificadas"
1651,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,07/09/1943,"À frente, da esquerda para direita: Almirante Guilhem, Gustavo Capanema, Getúlio Vargas, Darcy Vargas e Nelson Rockfeller",1977.16.067,Fotografia||[Concentração Orfeônica]. Palanque de autoridades
1652,,10 Comunicação > 10.1 Documento,Não identificado ,07/09/1943,,1977.16.065,"Fotografia||[Concentração Orfeônica]. Palanque de autoridades. Por ocasião da visita de Nelson Rockfeller à esquerda, Sra. Rockfeller ao centro, com crianças"
1653,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,07/09/1943,,1977.16.060,Fotografia||Concentração orfeônica. Apresentação da obra “Dança da Terra” no Estádio do Vasco da Gama
1654,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,07/09/1943,,1977.16.059,Fotografia||Concentração orfeônica. Apresentação da obra “Dança da Terra” no Estádio do Vasco da Gama
1655,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,07/09/1943,"Manuscrito no verso: “7-9-1943. Clube Vasco da Gama, “Dança da Terra” (Bailado com córos)”",1977.16.058,"Fotografia||Concentração orfeônica. Apresentação da obra “Dança da Terra”, bailado com coros, no Estádio do Vasco da Gama"
1656,,10 Comunicação > 10.1 Documento,Não identificado ,31/03/1946,"No verso, manuscrito “presença como representante Brasil. Almoço de confratrernização na Music Education National Conference. Cleveland - Ohio, 31/ março1946”.",2008.16.012,Fotografia||José Vieira Brandão no café da manhã do MENC (Music Education National Conference)
1657,,10 Comunicação > 10.1 Documento,Não identificado ,13/01/1943,"Manuscrito na frente da foto além dos nomes das alunas tem a dedicatória “Aos prezados mestres e amigos maestro Villa-Lobos e Arminda, uma recordação sincera da 3ª série, de 1943. 13/1/43”.",1984.16.012,"Fotografia||Villa-Lobos, Arminda, José Vieira Brandão (1º à esq. da foto, na 2ª fila), Helena Lorenzo Fernandez (atrás de Arminda), Teresina Pimentel, Haynaldia Pimentel, Emília Cataldi, Maria Praga Rodrigues Almeida e não identificadas, alunas da 3ª série [do CNCO - Conservatório nacional de Canto Orfeônico]"
1658,,10 Comunicação > 10.1 Documento,Não identificado ,25/12/1942,"De pé ao seu lado o sobrinho Paulo Emílio. Sentadas da esquerda para direita sua irmã mais velha Bertha (Lulucha), sua mãe Noêmia, sua sobrinha Ahygara e sua 3ª irmã Carmen.",2000.16.004,Fotografia||Villa-Lobos e sua família
1659,,10 Comunicação > 10.1 Documento,Não identificado ,27/06/1942,Com a dedicatória “Ao Franklin amigo oferece Villa-Lobos. Rio 27-6-42”.,2003.16.154,Fotografia||Villa-Lobos ao telefone
1660,,10 Comunicação > 10.1 Documento,Não identificado ,27/06/1942,Com a dedicatória “Ao velho amigo Franklin de Mattos lembranças do Villa-Lobos. Rio 27-6-42”.,2003.16.151,Fotografia||Villa-Lobos regendo
1661,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado ,29/05/1942,Manuscrito no verso: “Ao bom amigo Heitor Villa-Lobos lembrança de dias agradáveis que passei em sua companhia no Rio. Luiz Alberto Penteado de Rezende. São Paulo 29 de maio de 1942”,1977.16.039,"Fotografia||Villa-Lobos e Arminda, entre não identificados, na porta do Clube Ginástico Português"
1662,,10 Comunicação > 10.1 Documento,Não identificado ,20/02/1942,,2002.16.156,"Fotografia||[Villa-Lobos] a cavalo na fazenda Santo Antônio pertencente à Ahygara Villa-Lobos, sobrinha do compositor"
1663,,10 Comunicação > 10.1 Documento,Não identificado ,20/02/1942,,1977.16.324,"Fotografia||Villa-Lobos na fazenda Cruzeiro, de sua sobrinha Ahygara"
1664,Brasil > Rio de Janeiro > Araras,10 Comunicação > 10.1 Documento,Não identificado ,20/02/1942,,1977.16.033,"Fotografia||Villa-Lobos, a cavalo, na fazenda Santo Antônio, pertencente a Ahygara Iacyra Villa-Lobos, sobrinha do compositor"
1665,Brasil > Rio de Janeiro > Araras,10 Comunicação > 10.1 Documento,Não identificado ,20/02/1942,,1977.16.032,"Fotografia||Noêmia Villa-Lobos e Arminda ao lado de Mª Paulina, amiga de Arminda, e rapaz não identificado, na fazenda Santo Antônio, pertencente a Ahygara Iacyra Villa-Lobos, sobrinha do compositor"
1666,Brasil > Rio de Janeiro > Araras,10 Comunicação > 10.1 Documento,Não identificado,20/02/1942,,1977.16.031,"Fotografia||Noêmia Villa-Lobos e Arminda na fazenda Santo Antônio, pertencente a Ahygara Iacyra Villa-Lobos, sobrinha do compositor"
1667,,10 Comunicação > 10.1 Documento,Não identificado,20/02/1942,,1977.16.030,"Fotografia||Noêmia Villa-Lobos e Arminda entre o sobrinho Paulo Emydio e sua tia Berta. De pé, rapaz não identificado"
1668,Brasil > Rio de Janeiro > Araras,10 Comunicação > 10.1 Documento,Não identificado,20/02/1942,,1977.16.029,"Fotografia||Noêmia Villa-Lobos e Arminda na fazenda Santo Antônio pertencente à Ahygara Iacyra Villa-Lobos, sobrinha do compositor"
1669,Brasil > Rio de Janeiro > Araras,10 Comunicação > 10.1 Documento,Não identificado,20/02/1942,,1977.16.028,"Fotografia||Casa de Pássaros na Fazenda Santo Antônio pertencente à Ahygara Iacyra Villa-Lobos, sobrinha do compositor"
1670,Brasil > Rio de Janeiro > Araras,10 Comunicação > 10.1 Documento,Não identificado,20/02/1942,,1977.16.027,"Fotografia||Noêmia Villa-Lobos e Arminda na fazenda Santo Antônio, pertencente a Ahygara Iacyra Villa-Lobos, sobrinha do compositor"
1671,,10 Comunicação > 10.1 Documento,Não identificado,27/09/1941,"Com a dedicatória “Alô! Alô!... Sou eu... Benzinho... Villa-Lobos... Alô Mindinha. Sempre unidos, não é? Rio, 27-9-41 H. Villa-Lobos.",1980.16.027,Fotografia||Villa-Lobos ao telefone
1672,Brasil,10 Comunicação > 10.1 Documento,Não identificado,21/07/1941,Com a dedicatória “À querida mamãe para que me perdoe e me queira ainda como filha. Arminda saudades. 21-7-41”.,2004.16.057,Fotografia||Arminda Villa-Lobos
1673,,10 Comunicação > 10.1 Documento,Não identificado,24/03/1941,,1984.16.060,"Fotografia||Villa-Lobos com sua mãe, Noêmia, Arminda, de tranças, e outros não identificados. Fazenda Santo Antônio, pertencente à Ahygara Villa-Lobos, sobrinha do compositor"
1674,,10 Comunicação > 10.1 Documento,Não identificado,24/03/1941,,1980.16.089,"Fotografia||Villa-Lobos e Arminda ao lado de Noêmia Villa-Lobos e não identificada na fazenda Santo Antônio pertencente à Ahygara Villa-Lobos, sobrinha do compositor"
1675,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,02/03/1941,"Com a dedicatória: “Deixa ou não eu dormir! Preciso levantar-me cedo para ver D. [Bicosi]... Seu Villa-Lobos História de um retrato pelo telefone para Mindinha se distrair. O benzinho muito mau. Rio, 23/41. H. Villa-Lobos”.",1977.16.052,Fotografia||Villa-Lobos ao telefone
1676,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,19/11/1940,"Com a dedicatória “À minha Mindinha do Benzinho . Rio, 19-11-40. Dia da Bandeira [desenho da bandeira do Brasil]”",1977.16.082,Fotografia||Villa-Lobos
1677,,10 Comunicação > 10.1 Documento,Não identificado,12/11/1940,Com a dedicatória “A Miecio Horszowski com um abraço afetuoso. . Rio 12-11-940”.,2002.16.095,Fotografia||Basílio Itiberê
1678,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,27/10/1940,Manuscrito na frente da foto “3ª Conferência de Villa-Lobos em Montevideo em 27 de outubro de 1940. Alunos preparados em 10 aulas pelos professores Arminda Neves D’ Almeida e Gazzi de Sá”.,1977.16.061,Fotografia||Embaixada Artística Brasileira - delegação brasileira de professores de canto orfeônico organizada e dirigida por Villa-Lobos. Apresentação do Orfeão de alunos no Teatro del SODRE - Servicio Oficial de Difusión Radioeléctrica
1679,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,19/09/1940,"No verso, anotação manuscrita “Regendo em 1942 numa das Concentrações Orfeônicas escolares, no Campo do Vasco da Gama (44.000 escolares)”",1980.16.051,Fotografia||Villa-Lobos regendo concentração orfeônica no Estádio do Vasco da Gama
1680,,10 Comunicação > 10.1 Documento,Não identificado,6/4/1940,"Asdrubal Lima (7º), Villa-Lobos (8º), Ruth Valadares Correa (10ª) e José Vieira Brandão (13º), entre outros não identificados.",1977.16.087,Fotografia||Execução da integral de “Izaht” no Teatro Municipal do Rio de Janeiro
1681,,10 Comunicação > 10.1 Documento,Não identificado,23/02/1940,,1982.16.175,Fotografia||Notícias sobre o bloco carnavalesco Sôdade do Cordão
1682,,10 Comunicação > 10.1 Documento,Não identificado,22/01/1940,,1987.16.053,Fotografia||Estandartes do Sôdade do Cordão
1683,,10 Comunicação > 10.1 Documento,Não identificado,04/01/1940,"Dedicatória transcrita no verso: “Aos prezados e bons amigos Mto Villa-Lobos e Arminda, um grande abraço da amiga de sempre. Lucila Nelson. Rio de Janeiro, 4-1-940”",1982.16.123,"Fotografia||Na fila da frente, da esquerda para direita: Sylvio Salema, não identificado, Arminda, Villa-Lobos, José Vieira Brandão"
1684,,10 Comunicação > 10.1 Documento,Não identificado,16/10/1939,,2003.16.026,"Fotografia||Villa-Lobos homenageado por Negrão de Lima, então Chefe do Gabinete Civil do Ministério da Justiça, em almoço oferecido no Restaurante Assyrius, do Theatro Municipal do Rio de Janeiro"
1685,,10 Comunicação > 10.1 Documento,Não identificado,16/10/1939,,2003.16.019,"Fotografia||Almoço oferecido por Negrão de Lima, então Chefe do Gabinete Civil do Ministério da Justiça, em homenagem a Villa-Lobos, no Restaurante Assyrius, do Theatro Municipal do Rio de Janeiro"
1686,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,16/10/1939,"À sua esquerda Negrão de Lima e à dir. Jorge Dutra, entre outros não identificados.",1977.16.022,Fotografia||Villa-Lobos falando ao microfone. Homenageado em almoço no Restaurante Assyrius do Theatro Municipal
1687,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,16/10/1939,"À direita Negrão de Lima, à esquerda Jorge Dutra, o 2º da direita para esquerda é Genolino Amado entre outros não identificados.",1977.16.021,Fotografia||Villa-Lobos homenageado em almoço no Restaurante Assyrius do Theatro Municipal
1688,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,16/10/1939,"Da esq. para dir.: Américo Antunes, Flávio Segismundo, Brito Pereira, Leonor Teles, Gilda Santos, Ernestina Chausson, Luciana de Brito, Jorge Dutra, Villa-Lobos, Coronel Tácito, Melquiades Silva. 2ª fila: Lenir Antunes, Gelsa Pereira, duas não identificadas, Germana Ambrósio, Astrogildo Santos (porta da direita)",1977.16.015,"Fotografia||Villa-Lobos homenageado por Negrão de Lima, então Chefe do Gabinete Civil do Ministério da Justiça, em almoço oferecido no Restaurante Assyrius, do Theatro Municipal do Rio de Janeiro"
1689,,10 Comunicação > 10.1 Documento,Não identificado,29/09/1939,"No verso, manuscrito “Orfeon das Professoras. Grupo feito no Teatro da Paz por ocasião da primeira exibição do orfeão em benefício da “Caixa da Merenda Escolar”, dia 29 de setembro de 1939. Belém do Pará. A querida amiga D. Maria Olympia ofrece com amizade. Margarida”.",2003.16.060,Fotografia||Orfeão de Professoras de Belém (PA)
1690,,10 Comunicação > 10.1 Documento,Não identificado,12/08/1939,Com a dedicatória no verso: “Snr.ta Arminda d’Almeida. À querida e linda de cuore ed anima manda abraços de reconhecimento o velho admirador e amigo. Francisco Braga. 12.VIII.1939.”,1977.16.011,Fotografia||Maestro Francisco Braga
1691,Brasil,10 Comunicação > 10.1 Documento,Não identificado,Agosto de 1939,"Com a dedicatória a Villa-Lobos. Agosto de 1939Com a dedicatória no verso: “Os verdadeiramente grande são bons e generosos... Aceite, querido Villa-Lobos, um abraço e muita gratidão do amigo e collega. Francisco Braga. Agosto 1939.”",1982.16.121,Fotografia||Maestro e compositor Francisco Braga
1692,,10 Comunicação > 10.1 Documento,Não identificado,04/05/1939,,2002.16.193,"Fotografia||Da dir. para esq.: Bernardo Segal (1º), Bidu Sayão (2ª), Walter Burle Marx (3º), Noemi Bittencourt (4ª) e não identificado"
1693,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,Março de 1939,,2003.16.072,"Fotografia||Da esquerda para direita, na frente do palco: Arnaldo Estrela (2º), Lorenzo Fernandes (5º), José Vieira Brandão (8º), Villa-Lobos (15º) e D. Noêmia (atrás de Villa-Lobos). De pé no palco Silvio Salema (4º) entre outros não identificados"
1694,,10 Comunicação > 10.1 Documento,Não identificado,05/12/1937,"No verso, dedicatória “A minha querida vovó Noemia [Noêmia] com muitos beijos offerece Izaht. 5-12-37”.",2004.16.134,"Fotografia||Izaht, filha de Juca irmão de Lucilia"
1695,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,16/10/1937,"Com a dedicatória: “À Senhora Mignone filha dileta de Chiafarelli que admiro duplamente. Rio, 16/10/37. ”",1977.16.014,Fotografia||Heitor Villa-Lobos
1696,,10 Comunicação > 10.1 Documento,Não identificado,06/09/1937,,2003.16.066,"Fotografia||Demonstração Orfeônica. ""Hino Nacional cantado com acompanhamento de Banda na ocasião da apoteose prestada à Pátria pelas classes civis e militares"""
1697,,10 Comunicação > 10.1 Documento,Não identificado,06/09/1937,,2003.16.065,Fotografia||Demonstração Orfeônica. Hino da Independência cantado por 700 crianças com acompanhamento de Banda
1698,,10 Comunicação > 10.1 Documento,Não identificado,06/09/1937,,2003.16.064,"Fotografia||Demonstração Orfeônica. Dr. Miguel Pernambuco Filho, Diretor de Educação lendo a oração cívica"
1699,,10 Comunicação > 10.1 Documento,Não identificado,06/09/1937,"Com a dedicatória “A bôa amiga, e mestra D. Maria Olympia como prova de gratidão e afeto. Margarida.”",2003.16.063,Fotografia||Demonstração Orfeônica
1700,,10 Comunicação > 10.1 Documento,Não identificado,06/09/1937,"No verso, manuscrito “Demonstação Orfeônica. Belém-Pará, 6 de setembro de 1939. No momento em que a Banda de Música dos Bombeiros Municipaes, dando início ao programa, tocava a introdução do Hino da Independência. Ao centro, no palanque, a regente prof. Margarida Schivazappa tendo à dir. as alunas e alunos do Gináio Paraense colocados em uma das extremidades da arquibancada”.",2003.16.062,Fotografia||Demonstração Orfeônica com participação da banda de música dos bombeiros municipais
1701,,10 Comunicação > 10.1 Documento,Não identificado,06/09/1937,"No verso, manuscrito “Demonstação Orfeônica. Belém-Pará, 6 de setembro de 1939. No 1º plano: professora Margarida Schivazappa, superintendente do ensino nos Grupos Escolares e sua auxiliares. 1- orientadora Judith M Pepes, 2- Irene Leal, 3- Lizelybia Rodriguez, 4- Amélia Panário, 5- Odette Nobre, 6- Maria Antonia Ribeiro, 7- Luzia Cardoso, 8- Anthuza Costa. No 2º plano: alunas do Instituto de ‘Música Carlos Gomes´. Ao fundo parte central da arquibancada onde form colocadas mil e quentas creanças dos Grupos Escolares. A bôa amiga, e mestra dedicada D. Maria Olympia, em nome das colegas e com um grande abraço que lhe envia. Margarida.”",2003.16.061,Fotografia||Demonstração Orfeônica
1702,,10 Comunicação > 10.1 Documento,Não identificado,15/12/1936,"Com a dedicatória: “Muricy, aí estou eu para te admirar eternamente. Villa-Lobos. Rio, 15/12/36”.",1987.16.014,Fotografia||Villa-Lobos
1703,,10 Comunicação > 10.1 Documento,Não identificado,15/12/1936,"Com a dedicatória: “A simpatica amiga e colega R. Massarani, lembrança Villa-Lobos. Rio, 5/1/40.”",1987.16.013,Fotografia||Villa-Lobos
1704,,10 Comunicação > 10.1 Documento,Não identificado,24/10/1936,"Com a dedicatória “Ao exímio Maestro Villa-Lobos lembrança da bella realização do Oratório “Colombo” de Carlos Gomes em ópera, por ocasião do 1º Centenário do nascimento de meo saudoso Pae. 24 de outubro de 1936. Itala Gomes Vaz de Carvalho”.",2008.16.027,Fotografia||Carlos Gomes
1705,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,17/10/1936,,1983.16.157,"Fotografia||Da dir. para esq.: Villa-Lobos (4º), conde Pereira Carneiro (5º), Raul Leitão da Cunha - médico e reitor da Universidade do Brasil (7º), e não identificados"
1706,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,29/08/1936,,1977.16.009,"Fotografia||Villa-Lobos regendo coro no Theatro Municipal, no centenário de Pereira Passos"
1707,,10 Comunicação > 10.1 Documento,Não identificado,13/02/1936,"Manuscrito sobre a foto “A patuscada da Sema. Rio, 13-2-936”.",2004.16.072,"Fotografia||Da esq. para dir.: [José Vieira Brandão], não identificada, Villa-Lobos e Sylvio Salema"
