,Abrangência/ Cobertura,Assunto/ palavras-chave,Descrição,Identifier,Tipo do recurso,Título
2367,"Rio de Janeiro||Vassouras||-22,410069806765566  -43,66720400872228||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
2368,"São Paulo||São Paulo||-23,529640732065207  -46,629544621949634||Não informado",Não encontrado.,São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG||São Paulo_SP_Armazém Central da Estrada de Ferro Sorocabana_Monica Zarattini_29052005 (8).JPG,Não encontrado.||Não informado,Conjunto Arquitetônico,"Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba||Conj. tombado do Bairro da Luz, São Paulo, SP: Armazém Central da Estrada de Ferro Sorocaba"
2369,"Pernambuco||Goiana||-7,563381393704476  -35,012522657757756||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Urbano,
2370,"Rio de Janeiro||Niterói||-22,90786634181824  -43,126032262191735||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2371,"Mato Grosso||Peixoto de Azevedo||-10,470217903329274  -53,21610385549015||Não informado",Não encontrado.,Lugares Sagrados 5.JPG||Lugares Sagrados 5.JPG||Lugares Sagrados 5.JPG||Lugares Sagrados 5.JPG||Lugares Sagrados 5.JPG||Lugares Sagrados 5.JPG||Lugares Sagrados 5.JPG,Não encontrado.||Não informado,Jardim Histórico,"Lugares indígenas sagrados denominados Kamukuwaká e Sagihenku - Alto Xingu, estado do Mato Grosso.||Lugares indígenas sagrados denominados Kamukuwaká e Sagihenku - Alto Xingu, estado do Mato Grosso.||Lugares indígenas sagrados denominados Kamukuwaká e Sagihenku - Alto Xingu, estado do Mato Grosso.||Lugares indígenas sagrados denominados Kamukuwaká e Sagihenku - Alto Xingu, estado do Mato Grosso.||Lugares indígenas sagrados denominados Kamukuwaká e Sagihenku - Alto Xingu, estado do Mato Grosso.||Lugares indígenas sagrados denominados Kamukuwaká e Sagihenku - Alto Xingu, estado do Mato Grosso.||Lugares indígenas sagrados denominados Kamukuwaká e Sagihenku - Alto Xingu, estado do Mato Grosso."
2372,"Maranhão||São Luís||-2,5471496287421185  -44,30317112335655||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
2373,"Rio de Janeiro||Rio de Janeiro||-22,91001526642488  -43,19724918598118||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2374,"Piauí||Parnaíba||-2,90186705820134  -41,77883085006726||Não informado",Não encontrado.,Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg||Parnaíba_PI_Margareth Leite  (1).jpg,Não encontrado.||Não informado,Conjunto Urbano,"Parnaíba, PI: casario||Parnaíba, PI: casario||Parnaíba, PI: casario||Parnaíba, PI: casario||Parnaíba, PI: casario||Parnaíba, PI: casario||Parnaíba, PI: casario||Parnaíba, PI: casario||Parnaíba, PI: casario||Parnaíba, PI: casario"
2375,"São Paulo||Registro||-24,500117865962494  -47,84463413999388||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Edificação,Logo Patrimônio Cultural
2376,"São Paulo||Registro||-24,4895638188075  -47,8392268066204||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2377,"São Paulo||Registro||-24,48957358244374  -47,83562191770386||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2378,"Minas Gerais||Belo Horizonte||-19,9170550135396  -43,93494213547042||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
2379,"Pará||Belém||-1,4651810723672254  -48,5040935187755||Não informado",Não encontrado.,,Não encontrado.||Não informado,Coleção,
2380,"Piauí||Oeiras||-7,017205627274286  -42,13128741690355||Não informado",Não encontrado.,Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg||Oeiras_PI_Cristiano Mascaro (2).jpg,Não encontrado.||Não informado,Conjunto Urbano,"Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI||Oeiras, PI"
2381,"Rio Grande do Sul||Pedras Altas||-31,737647349399854  -53,58514529898192||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2382,"Pará||Óbidos||-1,919443928937666  -55,51258444289806||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2383,"Pará||Óbidos||-1,9199103713781245  -55,51338374118426||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2384,"Pará||Óbidos||-1,919695915099509  -55,5128043840362||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2385,"Roraima||Bonfim||3,0214012293190695  -60,481501149426144||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2386,"Bahia||Cachoeira||-12,597259500711843  -38,96143576962903||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Edificação,Logo Patrimônio Cultural
2387,"São Paulo||São Paulo||-23,534283000000002  -46,633941||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
2388,"Rio de Janeiro||Rio de Janeiro||-22,908710767866637  -43,20265651935464||Não informado",Não encontrado.,,Não encontrado.||Não informado,Coleção,
2389,"Rio de Janeiro||São Pedro da Aldeia||-22,85042665541102  -42,05535336111386||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2390,"Rio de Janeiro||Rio de Janeiro||-22,896559551561037  -43,18675101989512||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2391,"Minas Gerais||Juiz de Fora||-21,74600800962226  -43,359924195343645||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Arquitetônico,
2392,"São Paulo||São Paulo||-23,525479711431952  -46,68357504034426||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Arquitetônico,
2393,"Rio Grande do Sul||Novo Hamburgo||-29,67358408544766  -51,10963149374979||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
2394,"Bahia||Itabuna||-14,78256215814611  -39,25109226443342||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2395,"Paraná||Teixeira Soares||-25,372885730410104  -50,46064508648155||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2396,"Alagoas||Marechal Deodoro||-9,731498773657394  -35,891853094249846||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1496.JPG||IMG_1496.JPG||IMG_1496.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal||Fachada Principal
2397,"Alagoas||Marechal Deodoro||-9,731382454626603  -35,8924190403493||Não informado",Não encontrado.,IMG_1491.JPG||IMG_1491.JPG||IMG_1491.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal||Fachada Principal
2398,"Alagoas||Marechal Deodoro||-9,731985198258876  -35,89214813723711||Não informado",Não encontrado.,IMG_1490.JPG||IMG_1490.JPG||IMG_1490.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal||Fachada Principal
2399,"Alagoas||Marechal Deodoro||-9,731570151224375  -35,892360031752936||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1500.JPG||IMG_1500.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2400,"Alagoas||Marechal Deodoro||-9,731586012905245  -35,892354667333855||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1498.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2401,"Alagoas||Marechal Deodoro||-9,73162566710055  -35,892381489425645||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1503.JPG||IMG_1503.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2402,"Alagoas||Marechal Deodoro||-9,731644172390242  -35,89235198512611||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1509.JPG||IMG_1509.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2403,"Alagoas||Marechal Deodoro||-9,731734055210019  -35,89231443419706||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1512.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2404,"Alagoas||Marechal Deodoro||-9,731649459616728  -35,89234393849839||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1511.JPG||IMG_1511.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2405,"Rio de Janeiro||São Gonçalo||-22,86464546000001  -43,007723629999994||Não informado",Não encontrado.,Imagem 02[1].jpg||Imagem 02[1].jpg||Imagem 02[1].jpg||Imagem 02[1].jpg,Não encontrado.||Não informado,Artefato,São José de Botas com Menino||São José de Botas com Menino||São José de Botas com Menino||São José de Botas com Menino
2406,"Alagoas||Marechal Deodoro||-9,731823938006489  -35,89228761210976||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1514.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2407,"Alagoas||Marechal Deodoro||-9,731786927447741  -35,89226615443794||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1513.JPG,Não encontrado.||Não informado,Edificação,Fachada Frontal
2408,"Alagoas||Marechal Deodoro||-9,731913820779665  -35,89224737897207||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1515.JPG||IMG_1515.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2409,"Alagoas||Marechal Deodoro||-9,732487483784814  -35,89117717757457||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1539.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2410,"Rio de Janeiro||São Gonçalo||-22,864645459999995  -43,007723629999994||Não informado",Não encontrado.,Imagem 02.jpg||Imagem 02.jpg||Imagem 02.jpg||Imagem 02.jpg||Imagem 02.jpg,Não encontrado.||Não informado,Artefato,de frente||de frente||de frente||de frente||de frente
2411,"Alagoas||Marechal Deodoro||-9,732196686993424  -35,89211595073163||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1534.JPG||IMG_1534.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2412,"Alagoas||Marechal Deodoro||-9,731911177166786  -35,892250061183404||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1533.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2413,"Alagoas||Marechal Deodoro||-9,732027496016133  -35,89220178142159||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1541.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2414,"Rio de Janeiro||São Gonçalo||-22,864645459999995  -43,007723629999994||Não informado",Não encontrado.,Imagem 01.JPG||Imagem 01.JPG||Imagem 01.JPG,Não encontrado.||Não informado,Artefato,de frente||de frente||de frente
2415,"São Paulo||São Luís do Paraitinga||-23,221443680591083  -45,309159407914485||Não informado",Não encontrado.,São Luiz do Paraitinga_SP_Largo do Rosario 40_IPHAN São Paulo (1).jpg||São Luiz do Paraitinga_SP_Largo do Rosario 40_IPHAN São Paulo (1).jpg||São Luiz do Paraitinga_SP_Largo do Rosario 40_IPHAN São Paulo (1).jpg||São Luiz do Paraitinga_SP_Largo do Rosario 40_IPHAN São Paulo (1).jpg,Não encontrado.||Não informado,Edificação,Centro Histórico de São Luiz do Paraitinga: Imóvel situado ao Largo do Rosário nº 40||Centro Histórico de São Luiz do Paraitinga: Imóvel situado ao Largo do Rosário nº 40||Centro Histórico de São Luiz do Paraitinga: Imóvel situado ao Largo do Rosário nº 40||Centro Histórico de São Luiz do Paraitinga: Imóvel situado ao Largo do Rosário nº 40
2416,"Alagoas||Marechal Deodoro||-9,732059219331017  -35,89215886607526||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1543.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2417,"Alagoas||Marechal Deodoro||-9,732545643114662  -35,89198184028075||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1544.JPG||IMG_1544.JPG,Não encontrado.||Não informado,Edificação,Fachada principal||Fachada principal
2418,"Alagoas||Marechal Deodoro||-9,732529781481144  -35,89198184028075||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1559.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
