,Assunto/ palavras-chave,Autor,Data,Descrição,Direitos,Identifier,Título
386,05 Interiores > 05.5 Peça de Mobiliário||Mobiliário | Século XIX | Thonet Áustria,Michael Thonet,,"Cadeira de madeira clara e palhinha, em estilo Thonet, composta por seis peças presas por parafusos: encosto curvo, assento circular, dois pés anteriores e elemento em curva fechada que une e reforça as pernas.||Cadeira com elementos em curva, característicos do estilo, confeccionada em faia (madeira de cor clara), na cor natural.||O móvel em estilo Thonet, conhecido como ""móvel austríaco"", foi desenvolvido pelo fabricante Michael Thonet, destacando-se pelo uso da madeira vergada.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",79||83.020.III | 67/88 | 039/035||78 | 80 | 81 | 82 | 281 | 282 | 283 | 284 e 285,Cadeira
387,05 Interiores > 05.5 Peça de Mobiliário||Mobiliário | Século XIX | Thonet Áustria,Michael Thonet,,"Cadeira de madeira clara e palhinha, em estilo Thonet, composta por oito peças presas por parafusos: encosto curvo, assento circular, dois pés anteriores, dois braços e elemento em curva fechada que une e reforça as pernas.||Cadeira com elementos em curva, característicos do estilo, confeccionada em faia (madeira de cor clara), na cor natural.||O móvel em estilo Thonet, conhecido como ""móvel austríaco"", foi desenvolvido pelo fabricante Michael Thonet, destacando-se pelo uso da madeira vergada.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",78||83.019 | 64a/88 | 039/030||79 | 80 | 81 | 82 | 281 | 282 | 283 | 284 e 285,Cadeira de braços
388,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico||EUA | Século XIX | Usos e Costumes,Ansonia Clock C° (EUA),1985,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",77||245/94 | 86.08,Relógio de parede
389,05 Interiores > 05.5 Peça de Mobiliário||D. Maria I | Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).||Filetes em marchetaria.||A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto","76||83.016.3 | 51/88||7,37E+076",Cadeira
390,05 Interiores > 05.5 Peça de Mobiliário||D. Maria I | Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).||Filetes em marchetaria.||A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto","75||83.016.4 | 49/88||7,37E+077",Cadeira
391,05 Interiores > 05.5 Peça de Mobiliário||D. Maria I | Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).||Filetes em marchetaria.||A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto","74||83.016.1 | 48/88||7,38E+077",Cadeira
392,05 Interiores > 05.5 Peça de Mobiliário||D. Maria I | Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).||Filetes em marchetaria.||A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto","73||83.016.2 | 50/88||7,48E+077",Cadeira
393,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Inglaterra | Século XIX,Não identificado,1985,"Luminária de origem inglesa, do século XIX, confeccionada em vidro branco opaco trabalhado através da técnica 'overlay' (vide referências bibliográficas)","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",72||148a/94 | 85.19.2||71,Luminária
394,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Inglaterra | Século XIX,Não identificado,1985,"Luminária de origem inglesa, do século XIX, confeccionada em vidro branco opaco trabalhado através da técnica 'overlay' (vide referências bibliográficas)","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",71||148/94 | 85.19.1||72,Luminária
395,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Século XIX,Fábrica Rayo,1985,"Peça fundida em metal dourado (latão), com parte superior em vidro branco opaco recortado.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",70||149/94 | 85/20,Luminária
396,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Século XVIII/XIX,Não identificado,1984,"Lustre entalhado em madeira com motivos fitomorfos, bolas, bolachas e frisos. Apresenta quatro braços.||Ornatos: motivos fitomorfos, bolas, bolachas, gomos, volutas, traços.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",69||Não encontrado,Lustre
397,05 Interiores > 05.5 Peça de Mobiliário||Império | Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Mesa em madeira, com tampo circular em mármore branco. Apresenta entalhe nos três pés do móvel, com terminação em garra.||Volutas e pés em garras, além de moldura escalonada na estrutura de sustentação do tampo.||A peça apresenta características do estilo Império, com pernas ornadas em volutas e pés com terminação em garra.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",68||83.05 | 75/88 | 039/06||53 | 58 | 61,Mesa de centro
398,02 Artes Visuais/Cinematográfica > 02.6 Pintura||Família Ottoni | Minas Gerais | Século XIX | Vila do Príncipe,[Jordão de Oliveira],1962,"Pintura a óleo sobre tela (linho), com moldura em madeira e gesso (estuque). Policromia:  Douramento (moldura).||Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",67||03/88 | 039/018 | 83.012,Retrato (pintura)||José Eloy Ottoni
399,02 Artes Visuais/Cinematográfica > 02.6 Pintura||Família Ottoni | Minas Gerais | Século XIX | Vila do Príncipe,[Jordão de Oliveira],1955,"Pintura a óleo sobre tela (linho), com moldura em madeira e gesso (estuque). Policromia: marrom, preto, dourado, branco, vermelho e cinza. Douramento (moldura).||Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",66||05/88 | 039/019 | 83.013,Retrato (pintura)||Christiano Benedicto Ottoni
400,02 Artes Visuais/Cinematográfica > 02.6 Pintura||Família Ottoni | Minas Gerais | Revolta Liberal | Século XIX | Vila do Príncipe,[Jordão de Oliveira],1954,"Pintura a óleo sobre tela (linho), com moldura em madeira e gesso (estuque). Policromia:  Douramento (moldura).||Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",65||83.09 | 039/015 | 02/88,Retrato (pintura)||Teófilo Benedicto Ottoni
401,02 Artes Visuais/Cinematográfica > 02.6 Pintura||Família Ottoni | Minas Gerais | Século XX | Vila do Príncipe,[Jordão de Oliveira],1955,"Pintura a óleo sobre tela (linho), com moldura em madeira e gesso (estuque). Policromia: preto, cinza, marrom, verde, azul. Douramento (moldura).||Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",64||83.08 | 039/014 | 01/88,Retrato (pintura)||Rosália de Souza Maia
402,02 Artes Visuais/Cinematográfica > 02.6 Pintura||Família Ottoni | Minas Gerais | Século XIX | Segundo Reinado | Vila do Príncipe,[José Vieira Ottoni],,"Pintura a óleo sobre tela (de linho), com moldura em madeira e gesso (estuque). Policromia: preto, cinza, marrom, verde, azul. Douramento (moldura).||Retrato possivelmente confeccionado por José Vieira Ottoni, em estilo acadêmico, datável do século XIX.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",63||83.010 | 039/016 | 04/88 | 010,Retrato (pintura)||Jorge Benedicto Ottoni
403,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.||Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",62||83.07.III | 54/88 | 039/011||42 | 49 | 50 | 56 | 57 | 59 | 60 e 286,Cadeira
404,05 Interiores > 05.5 Peça de Mobiliário||Império | Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Console em madeira, com tampo retangular em mármore branco. Apresenta entalhe apenas nos dois pés dianteiros do móvel, com terminação em garra. A peça é sustentada por quatro pés, sendo os de trás retos, em prolongamento à estrutura retilínea posterior do móvel, feita em placa de madeira retangular.||Volutas e pés em garras, além de moldura escalonada na estrutura de sustentação do tampo.||A peça apresenta características do estilo Império, com pernas ornadas em volutas e pés com terminação em garra.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",61||83.04.I | 73/88 | 039/05||53 | 58 | 68,Console
405,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.||Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",60||83.07.6 | 57/88||42 | 49 | 50 | 56 | 57 | 59 | 62 e 286,Cadeira
406,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.||Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",59||83.07.1 | 52/88||42 | 49 | 50 | 56 | 57 | 60 | 62 e 286,Cadeira
407,05 Interiores > 05.5 Peça de Mobiliário||Império | Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Console em madeira, com tampo retangular em mármore branco. Apresenta entalhe apenas nos dois pés dianteiros do móvel, com terminação em garra. A peça é sustentada por quatro pés, sendo os de trás retos, em prolongamento à estrutura retilínea posterior do móvel, feita em placa de madeira retangular.||Volutas e pés em garras, além de moldura escalonada na estrutura de sustentação do tampo.||A peça apresenta características do estilo Império, com pernas ornadas em volutas e pés com terminação em garra.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",58||83.04.II | 74/88 | 039/04||53 | 61 | 68,Console
408,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.||Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",57||83.07.3 | 55/88||42 | 49 | 50 | 56 | 59 | 60 | 62 e 286,Cadeira
409,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.||Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",56||83.07.5 | 56/88||42 | 49 | 50 | 57 | 59 | 60 | 62 e 286,Cadeira
410,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira [de balanço] de madeira (jacarandá) e assento em palhinha.||Cadeira de manufatura singela com braços em curvas, cujo prolongamento se estende em formação da estrutura das pernas dianteiras. Encosto bem inclinado. Apoio das pernas sobre barras curvadas em meio-arco, que permitem o movimento do balanço.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",55||83.06 | 71/88 | 039/07,Cadeira de balanço
411,05 Interiores > 05.5 Peça de Mobiliário||Luís Filipe | Mobiliário | Século XIX,Não identificado,1985,"Sofá confeccionado em madeira (jacarandá) e palhinha (assento e encosto), com ornatos em curvas e contracurvas.||Sofá com elementos em curva, motivos fitomorfos estilizados e medalhões ovalados.||Peça com características do estilo Luís Filipe (século XIX).","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",54||75/88,Sofá
412,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira [de balanço] de madeira (jacarandá) e assento em palhinha.||Cadeira de manufatura singela com braços em curvas, cujo prolongamento se estende em formação da estrutura das pernas dianteiras. Encosto levemente abaulado. Apoio das pernas sobre barras curvadas em meio-arco, que permitem o movimento do balanço.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",53||83.06 | 71/88 | 039/07||58 | 61 | 68,Cadeira de balanço
413,10 Comunicação > 10.1 Documento||Bélgica | Religião | Século XX,Societé St. Augustin,1991||1948,"Livro impresso através da técnica da litografia, em preto e branco, com ilustrações.||Ilustrações em preto-e-branco com desenhos em buril.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",52||234/94,Missal
414,02 Artes Visuais/Cinematográfica > 02.4 Estampa||França | Religião | Século XIX,Não identificado,,"Pintura a guache sobre papel colorida. Policromia: marrom, rosa, branco, bege e amarelo.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",51||83.015 | 039/023 | 19/8,Estampa Religiosa
415,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.||Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",50||83.014.III | 09/88 | 039/020||42 | 49 | 56 | 57 | 59 | 60 | 62 e 286,Cadeira
416,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.||Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",49||83.014.I | 039/021 | 07/88||42 | 50 | 56 | 57 | 59 | 60 | 62 e 286,Cadeira
417,05 Interiores > 05.5 Peça de Mobiliário||D. Maria I | Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Leito [de viúvo] - com largura maior que 90 cm e menor que 140 cm -  de madeira (jacarandá), em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).||Filetes em marchetaria.||A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",48||83.042 | 27/88 | 039/064,Leito de viúvo
418,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Higiene | Minas Gerais | Século XVIII/XIX | Usos e Costumes,Wood & Sons Ltd.,1985,Ornatos: motivos fitomorfos estilizados.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",47||86.07.a | 232a/94||46,Bacia (lavanda)
419,12 Objetos Pessoais > 12.3 Artigo de Toalete||Higiene | Minas Gerais | Século XVIII/XIX | Usos e Costumes,Wood & Sons Ltd.,1985,Ornatos: motivos fitomorfos estilizados.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",46||86.07.b | 232b/94||47,Gomil
420,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",45||192/94,Arca-cofre
421,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XVIII/XIX,Não identificado,1984,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",44||159/94 | 84.28,Baú
422,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,Baú composto por tábuas de madeira. Encaixe tipo macho-fêmea. Ferrolhos em ferro batido.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",43||139/94 | 83.026 | 039/046,Baú
423,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.||Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.||A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",42||83.014.III | 08/88 | 039/022||49 | 50 | 56 | 57 | 59 | 60 | 62 e 286,Cadeira
424,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",41||230/94,Mesa de encostar
425,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Religião | Século XVIII,Antônio Simão de Castro (pintura),1872,"Ornatos: volutas, curvas e contracurvas; motivos florais típicos da região de Minas Gerais (rosinhas de malabar); motivos fitomorfos; a pomba do Divino Espírito Santo.||Oratório de manufatura erudita, em estilo neoclássico. Policromia: azul claro, bege, vermelho, amarelo, marrom, verde.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",40||26/88 | 026/1981,Oratório Portátil||Oratório Portátil
426,05 Interiores > 05.4 Objeto de Iluminação||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Apresenta vestígios de pintura amarela e douramento.||Ornatos: motivos fitomorfos, volutas, estrangulamentos, anel e frisos.||Castiçal entalhado e dourado, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",39||184a/94 | 01.010.010||16 | 17,Castiçal (tocheiro)
427,05 Interiores > 05.4 Objeto de Iluminação||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Apresenta vestígios de pintura vermelha, além de base de preparação e douramento.||Ornatos: flor estilizada, volutas, bolachas, estrangulamentos, anel e frisos em meia-cana.||Castiçal entalhado e torneado, de manufatura erudita, datável do séc. XVIII e origem mineira.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",38||182c/94 | 84.31.3||265 | 266,Castiçal de banqueta
428,09 Objetos Cerimoniais > 09.3 Objeto de Culto||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",37||170/94 | 84.7 | 7,Crucifixo
429,02 Artes Visuais/Cinematográfica > 02.4 Estampa||Religião | Século XX,Impressão Editeurs des Écoles,,"Litogravura (impressão colorida). Policromia: preto, amarelo, vermelho, cinza, branco, verde e marrom.||A representação da Morte do Pecador (inserir)","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",36||83.031 | 039/052 | 162/94,Estampa Religiosa||A morte do pecador
430,02 Artes Visuais/Cinematográfica > 02.4 Estampa||França | Religião | Século XIX,Impressão Editeurs des Écoles,,Litogravura colorida. Policromia:||A representação da Morte do Justo||Litogravura impressa na França.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",35||83.030 | 039/051 | 160/94,Estampa Religiosa||A morte do justo
431,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",33||Não encontrado,Cruz de banqueta
432,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",32||Não encontrado,Moeda||Não identificado
433,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",31||Não encontrado,Moeda
434,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",30||Não encontrado,Moeda
435,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",29||Não encontrado,Moeda
436,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985||1827,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",28||Não encontrado,Moeda||40
437,03 Objetos Pecuniários||Brasil-República | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985||1893,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",27||Não encontrado,Moeda||200 réis
438,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano Benedicto Ottoni Filho,30/10/2003||1963,"Livro impresso em papel buffon  (edição de 1963), contendo 100 páginas. Ilustrações em preto-e-branco, com riscos de autoria de Christiano Benedicto Ottoni Filho.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",26||Não encontrado,Livro||Árvore Genealógica da Família Ottoni
439,12 Objetos Pessoais > 12.8 Peça de Indumentária,Não Identificada,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",25||Não encontrado,Estola
440,12 Objetos Pessoais > 12.2 Artigo de Tabagismo||Minas Gerais | Século XIX | Usos e Costumes,Joaquinzinho,1986||c. 1885,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",24||247/4 | 013,Cortador de fumo de rolo
