,Abrangência/ Cobertura,Assunto/ palavras-chave,Descrição,Título
503,"Local||Amapá||Mazagão||-0,11780820317939457   -51,28564011188129||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"Numa clareira na mata a aproximadamente 100 metros do cemitério de São Bento, encontram-se as ruínas da primeira igreja da povoação. Foi construída nos primeiros anos da colonização, mas acompanhou a destruição da cidade devido seu abandono pela maioria de seus habitantes devido a uma epidemia em 1783.  Os membros da comunidade sempre souberam da existência das ruínas: os moradores mais antigos lembram que até um certo tempo as novenas da Festa da Nossa Senhora da Assunção, padroeira da cidade, foram rezadas entre os fragmentos das duas paredes restantes, e contam que pedras da igreja foram levadas para a obra de construção de um colégio na nova sede municipal e para a construção da igreja atual. Porém, somente em 2005, através de uma pesquisa arqueológica encabeçada pelo Prof. Dr. Marcus Albuquerque, da Universidade Federal de Pernambuco, redescobriu-se as dimensões e a forma da obra original. Constatou-se que a igreja foi construída toda em alvenaria, tanto de tijolos como de pedras; em todas as paredes havia uma estrutura armada de madeira. Com as escavações feitas no local, foi reconstituído todo o perímetro da igreja que tem aproximadamente 40 metros.
Foram encontradas também ossadas acompanhadas de artefatos pessoais que confirmam que a área servia também para sepultamento, em vala comum. Os restos mortais, ao contrário de outros já encontrados, não estavam em urnas mortuárias.  As ossadas foram posteriormente sepultadas no novo Mausoléu, construído em 2006 dentro do Cemitério do São Bento, que fica nas adjacências das ruínas da igreja.
Hoje, alguns relevos e esculturas provenientes dessa igreja podem ser encontrados na atual igreja, construída entre 1930-1935. 
As escavações, solicitadas pelo IPHAN e financiadas pelo Governo do Amapá, ainda estão incompletas; está prevista mais uma etapa de escavações e estudos mais aprofundados no sítio da igreja e em outros sítios identificados na área pela equipe da UFPE.",Mazagão Velho
504,"Local||Distrito Federal||Brasília||-15,671981816530916   -47,65611525139877||Nenhum registro encontrado||Nenhum registro encontrado",Celebrações||Identificação,"Conjunto de rituais, de intensa manipulação de energias, o mais procurado pelos médiuns por se tratar de um retiro espiritual, composto de 4 momentos, quais sejam: 3 consagrações na Estrela Candente (12h30, 14h30 e 18h30) e 1 ritual de Entrega de Energias no Templo (ao término da 3ª consagração). 
No Solar dos Médiuns, os participantes se posicionam em frente ao Radar (posto de comando), o Comandante do dia faz sua emissão e a abertura do trabalho. Em fila, os médiuns realizam o coroamento, sobem a rampa da Cachoeira do Jaguar, passam pelo Radar e dirigem-se aos esquifes (pequena edificação ritualística que representa um túmulo), onde o médium Doutrinador fica de pé sobre o mesmo e o Apará se senta. O Doutrinador faz a Puxada sobre o esquife e doutrina o espírito ali presente, fazendo sua Elevação. Em seguida, os Aparás incorporam o Povo das Águas (espíritos iluminados que manipulam energias sobre o espelho d’água e abençoam os presentes). 
Após as 3 consagrações, os médiuns dirigem-se ao Templo onde, tão logo terminadas as emissões dos Comandantes da Escalada e do Quadrantes, deslocam-se ao Aledá (altar do Templo), onde ofertam uma espada ao Comandante do dia, simbolizando a entrega das energias manipuladas no ritual em questão.",INRC - Vale do Amanhecer
505,"Local||Distrito Federal||Brasília||-15,621999262123696   -47,65930171570993||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"Edificação construída em 1984, onde ocorre o ritual de Estrela Sublimação (ou de Nerú). Forma elíptica que compreende assentos, chamados de projetores, para os participantes (médiuns que passaram, pelo menos, pela Elevação), além de pacientes (adeptos e não adeptos). Também conta com esquifes e uma Mesa Evangélica em forma de estrela de seis pontas.
Os esquifes se prestam à manifestação espiritual de entes sobre-humanos que, segundo as crenças locais, encontram-se em um nível extremamente baixo de evolução, a ponto de poderem causar malefícios aos médiuns, no caso de uma incorporação. São semelhantes a sepulturas, simbolizando para os espíritos citados o recomeço de uma vida espiritual (um “morrer de novo”) e estão dispostas no interior da Estrela de Nerú, em total de nove.
A Mesa Evangélica, diferentemente da que consta no interior do Templo Mãe, tem a função de local de manifestação de espíritos em nível intermediário (nem totalmente bons, nem totalmente maus, mas voltados para a prática do mal), conforme os adeptos do Vale do Amanhecer. Nesta mesa ocorre o que os adeptos chamam de “evangelização” ou “doutrinação” dos tais espíritos.
Esta edificação é importante porque nela ocorrem rituais onde há uma grande manipulação de energias positivas, que auxiliam no trabalho de doutrinação.",INRC - Vale do Amanhecer
506,"Nacional||Bahia||Salvador||-12,976228870231227   -38,51312957085452||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação||Apoio e fomento||Apoio e fomento||Apoio e fomento||Reconhecimento,"A culinária baiana fortemente marcada por componentes étnicos, com seus cheiros, cores e sabores peculiares, expressa de modo muito evidente o imaginário social brasileiro, baseado no ideal de mistura e no encontro de “raças”.
O Tabuleiro da Baiana representa um espaço onde esse “encontro” se manifesta como uma força englobadora, unindo etnias, articulando sagrado e profano, relegando o mundo dos homens ao mundo dos deuses.
Nesse espaço concentram-se e reproduzem-se práticas culturais coletivas, entre elas, as técnicas de feitura de alimentos, tais como: acarajé, abará, bolinho-de-estudante, cocada preta, cocada branca, passarinha (baço bovino frito), pé-de-moleque, doce de tamarindo, lelê (bolo de milho), queijada, além de itens que constituem o traje de baiana (ojás, batas, camisus, saias, anáguas, panos-da-costa, fios-de-contas), entre outros, como os objetos devocionais. 
O processo de comercialização nos tabuleiros mudou muito durante o século XX. Sua origem está relacionada ao universo religioso do candomblé, sendo inicialmente utilizado pelas filhas de santo para a venda dos alimentos, como forma de obrigação com orixás.
Os Tabuleiros das Baianas são parte da paisagem de Salvador e recebem o nome de suas donas: o tabuleiro da Tânia, da Dinha, da Cida, da Regina, etc. embora a pessoa que esteja sentada no tabuleiro  não seja necessariamente a proprietária, podendo ser filhas, cunhadas, irmãs ou noras, pois trata-se de um empreendimento familiar. 
As características identitárias da Baiana de Tabuleiro é emblemática da Bahia. Ocupando um espaço próprio, nos largos, praças e esquinas, ou mesmo fora da Bahia, a baiana do tabuleiro possui uma identidade singular cuja referência não se confunde com a imagem da baiana genérica, aquela que usa os trajes baianos típicos.","INRC - Tabuleiro das Baianas de Acarajé de Salvador||Salvaguarda do Ofício de Baiana do Acarajé - A arte e o ofício da baiana do Acarajé (Convênio 2007/2008 celebrado com a Associação de Baianas de Acarajé e Mingau - ABAM) - Divulgação do Memorial da Baiana||Salvaguarda do Ofício de Baiana do Acarajé - Publicação do Dossiê de Registro vol. 6||Ação - IPHAN - Ofício das Baianas de Acarajé - Instalação de Memorial, contendo setor de documentação, oficina, cozinha cênica do acarajé e loja;||Registro do Ofício das Baianas de Acarajé como Patrimônio Cultural do Brasil"
507,"Local||Bahia||Salvador||-12,971163440379424   -38,5081245688301||Nenhum registro encontrado||Nenhum registro encontrado",Celebrações||Identificação,"A história sobre a vida de Santa Bárbara conta que ela era uma jovem natural da cidade de Nicomédia de Bitínia, na Ásia Menor. Como possuía uma beleza fora do comum, seu pai, enciumado, mandou trancá-la numa torre, evitando assim que algum jovem pudesse desposá-la. Durante uma viagem do pai, Bárbara pediu para ser batizada na fé cristã e, como na torre onde vivia existiam duas janelas, pediu que fosse aberta uma terceira, homenageando a Santíssima Trindade. Esse ato provocou a ira de seu pai e ela foi obrigada a fugir. Durante a fuga os rochedos da torre se abriram para que ela escapasse. Denunciada por um pastor, foi capturada, julgada e condenada a sofrer inúmeros suplícios, inclusive o de ser exibida nua por todo o país. Deus, compadecendo-se de sua sorte, vestiu-a com um manto vermelho. Depois dos castigos, foi executada pelo pai que lhe cortou a cabeça com uma espada. Pouco depois de martirizá-la, ele morreu fulminado por um raio e por causa disso Santa Bárbara passou a ser invocada durante as tempestades.
O culto de Santa Bárbara veio do Oriente, trazido ao Brasil  pelos  portugueses no final do século19. A Santa, invocada contra a morte trágica, trovoadas, raios, perigo das armas de fogo, explosões e temporais, tornou-se padroeira dos artilheiros, bombeiros, fogueteiros, fabricantes de fogos de artifícios, mineiros que lidam com explosivos, encarcerados, pedreiros, arquitetos, sineiros, tecelões e chapeleiros. Na Bahia, também é protetora dos mercadores.
O seu assassinato, em quatro de dezembro, é celebrado pela igreja católica. No contexto do candomblé, Santa Bárbara corresponde  a Iansã ou Oiá, e também é festejada nessa mesma data.  No Brasil, especialmente em Salvador, ocorrem  celebração de missas, distribuição de caruru, toques de atabaques e uso de roupas e decorações nas cores vermelho e branco.
Independente da origem, este festejo é o que mais conquista adeptos em Salvador. A festa oficial é organizada há nove anos, por um grupo de irmãos  de Devoção de Santa Bárbara, na Igreja de Nossa Senhora do Rosário dos Pretos,na Baixa do Sapateiro, com missas às 7 e às 9 horas da manhã. Os cantos são entoados ao som de tambores. Após a última missa, a imagem da santa sai em procissão acompanhada das imagens de Santo Antônio, São Cosme e São Damião, São Roque, São Miguel, São Jerônimo, São Benedito, Nossa Senhora da Conceição, São Lázaro e Nosso Senhor do Bonfim. O percurso do cortejo começa na ladeira do Pelourinho, segue pela Rua Gregório de Matos, Rua João de Deus, Terreiro de Jesus, Praça da Sé, Rua da Misericórdia, Praça Municipal, Ladeira da Sé, entra no Quartel do Corpo de Bombeiros ao som de sirenes e no Mercado Santa Bárbara, na Baixa do Sapateiro e retorna à Igreja do Rosário dos Pretos. Logo após a saída da procissão do Quartel do Corpo de Bombeiros e do Mercado Santa Bárbara há a distribuição de caruru à população. Antes da procissão chegar ao Mercado de Santa Bárbara ocorre no local o Padê de Exu ao som de atabaques.",INRC - Festa de Santa Bárbara
508,"Regional||Piauí||Barras||-4,040376526785871   -42,50839076901555||PI||Nossa Senhora dos Remédios",Formas de expressão||Reconhecimento,"Comunidades rurais e urbanas. Indivíduos cuja referência cultural era já praticada por familiares e/ou pessoas próximas à família. festejar uma data, como o dia 13 de maio e/ou uma atividade festiva de cunho religiosa. Em alguns casos, o tambor é meramente uma diversão, movidas a danças e bebidas. Em alguns casos o tambozeiro realiza outras atividades culturais, tais como o bumba-meu-boi e o reisado concomitante ao tambor. embora alguns tambores não sejam de caráter religioso seus participantes se apresentam com bastante sentimento religioso ao catolicismo.",Registro do Tambor de Crioula do Maranhão como Patrimônio Cultural do Brasil
509,"Local||Pará||Belém||-1,451296640506828   -48,502736309042106||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Os cambistas, também conhecidos como rifeiros, trabalham com duas modalidades: rifa e talão. A rifa, em geral, é de dinheiro. Organiza-se uma lista com 25 números (equivale respectivamente ao número de cada bicho do Jogo do Bicho), que são vendidos para as pessoas com preços variáveis. Caso a rifa seja vendida a R$ 5, apura-se o valor de R$ 125. Às 14h30min há o anúncio do resultado do Jogo do Bicho via rádio; então, o responsável pela rifa verifica quem assinou o bicho da cabeça (aquele que no sorteio do jogo está no primeiro lugar). O apostador que acerta este bicho ganha o prêmio da rifa, de R$ 100,00, e o lucro do rifeiro é de R$ 25. 
Para vender a rifa, o rifeiro deve conhecer e transitar por todos os setores do Ver-o-Peso, porque a freguesia se forma independente da divisão por setores. Assim, um rifeiro tem como clientes feirantes, balanceiros, peixeiros, erveiras, e outros. Há aqueles que já tem assinatura, isto é, todos os dias jogam o mesmo bicho. Nesse caso, o rifeiro reserva aquele bicho e passa apenas para receber. Caso outra pessoa queira aquele bicho, o jogo é feito no talão ou em outra rifa. Caso várias pessoas queiram o mesmo bicho, é realizado o somatório de dinheiro apurado com aquele bicho e o valor apurado é colocado no talão.
Os rifeiros não trabalham todos no mesmo horário, porque existem muitas pessoas envolvidas nesta atividade. São mais de 100 e a cada dia aparecem mais. A entrevistada trabalha pela parte da manhã, vendendo de uma a duas rifas por dia, dependendo do movimento. Para ela, os períodos mais fracos são os meses de janeiro e agosto, e os mais forte, o início de outubro e todo dezembro. 
O trabalho dos rifeiros e dos cambistas depende do feirante: se o feirante não vende, eles também não vendem, de modo que o movimento de uma atividade interfere na realização da outra. Na Semana Santa, por exemplo, quem mais vende é o Mercado do Peixe, e os fregueses de lá começam a assinar mais rifa e jogar mais; no mês de junho, é o Setor das ervas.",INRC - Mercado Ver-o-Peso
510,"Local||Pará||Belém||-1,4363936561753246   -48,47125254637114||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"Trata-se do Mercado Francisco Bolonha, popularmente conhecido como Mercado de Carne. Abriga lojistas e feirantes, em sua maioria comercializando carnes e vísceras, mas também alguns que se dedicam ao comércio de refeições, polpas de frutas e produtos religiosos. Embora outras mercadorias também sejam aí vendidas, é somente neste lugar, dentro do complexo do Ver-o-Peso, que se faz o comércio de carne.
No Ver-o-Peso, lojistas e feirantes ocupam categorias diferentes, principalmente no Mercado de Carne, onde a distinção destes se faz maior, muitas vezes gerando conflitos com os demais trabalhadores da feira.
Atualmente, o prédio que abriga o Mercado de Carne está em reforma e alguns locatários foram alojados nas ruas laterais (Oriental e Ocidental); outros estão ocupando um prédio (do grupo Y. Yamada) no Boulevard Castilho França; outros, ainda, estão sem exercer suas atividades,  recebendo, por isso, um auxílio da prefeitura de Belém.
Inaugurada em dezembro de 1901 pelo intendente Antonio Lemos, esta edificação tem importância histórica por ser um dos prédios mais antigos do entorno. Os balcões dos açougues eram de mármore e as ruas de seu interior, calçadas a paralelepípedos de granito, sobressaindo-se os gradis e a escada de ferro em espiral, no estilo Art Nouveau. 
Depois de passar por algumas reformas, empreendidas inclusive pelos próprios trabalhadores, o Mercado de Carne atualmente está sendo restaurado por intermédio do programa Monumenta. O Mercado de Carne já recebeu por dois anos a exposição do Arte Pará.",INRC - Mercado Ver-o-Peso
511,"Local||Pará||Belém||-1,4513878063568808   -48,502816775311196||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"O “mateiro” é a pessoa que planta, colhe (nas matas de Icoaraci ou Outeiro) ou compra (em lugares com as hortas do Distrito Industrial, Marituba, Satélite ou Icoaraci) os “matos” – nome pelo qual as ervas são vulgarmente chamadas - e as cascas vendidas no Ver-o-Peso para as erveiras, mães de santo e pessoas de outras feiras, para o preparo de remédios, banhos, chás, garrafadas, preparados e unguentos, etc.
Trabalham de terça a sábado, até as oito horas da manhã (horário estipulado pela Secon), tendo o horário de chegada variado. De todo modo, todos chegam no período da madrugada e, embora uns cheguem até entre meia-noite e uma hora da manhã, é a partir das quatro horas que a grande maioria chega e arruma seus estrados ou papelões para colocar suas mercadorias no espaço ao lado do Solar da Beira, na frente do Setor das Ervas.
O movimento de clientes começa por volta das cinco da manhã, quando as pessoas de outras feiras, tais como a da Pedreira, Telégrafo, etc, vão até os mateiros para comprar seus produtos. Um pouco depois começa o movimento das erveiras do próprio Ver-o-Peso para comprar o que está faltando em suas barracas.
A venda de mato sempre ocorreu perto do Setor das ervas, mesmo quando esse setor ficava atrás do Solar da Beira. Os entrevistados relembraram o local como de difícil comercialização dos produtos. Relatam que, na época de chuvas, trabalhavam no alagado, colocando os produtos no alto e permanecendo com parte do corpo na água, além de terem que conviver com a existência de muitos ratos e baratas.
Muitas erveiras começaram a trabalhar no Ver-o-Peso como mateiras. Alguns mateiros têm ou tiveram parentes no Setor das ervas, de modo que as relações entre mateiros e erveiras na feira é muito próxima. Somente elas pegam os matos e não pagam à vista, fazendo-o só depois de vender alguns produtos, o que dificulta um pouco o trabalho dos mateiros, porque têm que ficar na feira até bem depois do horário permitido esperando para receber.
A durabilidade dos matos é de, em média, dois dias. Quando o mato é novo e sobra, é armazenado em depósitos ou nas barracas de parentes, sendo sempre molhado para ter durabilidade maior.
Normalmente, segunda-feira é o dia escolhido pelos mateiros para conseguir seus produtos, quando não se vai ao Ver-o-Peso para se dedicar à procura dos matos mais vendidos e das encomendas feitas pelos clientes.
segundo os entrevistados, os matos e cascas são encontrados conforme a época do ano –  inverno ou verão -, que interfere na produção, até mesmo dificultando o trabalho das pessoas que exercem esta atividade.",INRC - Mercado Ver-o-Peso
512,"Local||Pernambuco||Caruaru||-8,28972182020546   -35,972824919758764||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Reconhecimento,"As casas de farinha foram construções que abrigavam uma forma de atividade econômica bastante característica da região. Muitas dessas casas estão em memória, porque umas foram desativadas, outras não. De acordo com Seu Manuel Eudócio, artesão do Alto do Moura, existiam oito Casas de Farinha nas imediações daquele local. Inclusive, na frente da casa do Mestre Vitalino (Alto do Moura) existia uma Casa de Farinha que pertencia ao Senhor João Nunes (já
falecido). Antigamente, conforme Seu Eudócio, eram poucos os que trabalhavam com barro (só o Mestre Vitalino. Seu Zé Caboclo, Seu Manuel Eudócio e alguns outros). A maioria trabalhava na agricultura, plantando milho, mandioca, feijão... Porém, com o tempo, a agricultura deixou de ser algo rentável e, com os invernos cada vez mais fracos, as pessoas foram vendendo suas terras, principalmente para os fazendeiros que criavam gado. Então, com este abandono progressivo da agricultura, as Casas de Farinha também foram fechando. Seu Eudócio também destaca que as primeiras Casas de Farinha funcionavam com o fuso (o sistema manual pelo qual uma pessoa movimentava a correia que prensava a mandioca); depois, foi que se passou a se usar prensa elétrica, movida por tecidos de náilon – as mais antigas usavam panos feitos de palha de coco, chamados de “paneiros”. O pai de Seu Manuel Eudócio era um dos que costuravam esse tipo de tecido. Os agricultores plantavam geralmente nas regiões próximas à antiga linha férrea. Atualmente, as pessoas da cidade costumam comprar a farinha para revender, ou para consumo, em distritos ou povoados próximos de Caruaru.",Registro da Feira de Caruaru como Patrimônio Cultural do Brasil
513,"Local||Pernambuco||Caruaru||-8,290507458005294   -35,97202025705528||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Reconhecimento,"Este bem está na categoria de “Saberes e Modos de Fazer” devido à especificidade e à singularidade no modo ou estilo de se produzir algo característico. Esse processo envolve superação das características apenas físicas, tomando um conjunto de caracteres de um contexto determinado e uma rede de significados que permeiam todos os que se identificam com a mesma: o povo nordestino. Perante a contínua fabricação, por vários artesãos do Alto do Moura, e a permanência de sentido ali encontrada, a peça é considerada como vigente e íntegra. O barro é advindo das margens do Rio Ipojuca; depois de molhado, o mesmo é pisado e armazenado em lonas plásticas para evitar que seque. Antes de criar as peças, é necessário retirar as pequenas pedras e as bolhas de ar que ficam armazenadas no barro, sendo necessário para isso um
minucioso trabalho. Quando pronto, o barro é trabalhado manualmente e levado ao forno à lenha. Após todo esse processo, ainda é necessário o acabamento, que é a pintura – em algumas peças – e correções de eventuais defeitos. Esse tipo de processo é o mais visado no sentido cultural do artesanato em barro. É por esse processo que o artesão vai criar a peça manualmente, dando a ela características próprias e singulares, criando a partir daí particularidades que diferenciam um artesão do outro. O público envolvido é composto de produtores, vendedores e consumidores. A
importância desse tipo de modo de fazer é indiscutível, e é um dos fatores mais importantes para o reconhecimento de Caruaru como pólo de produção artesanal, retratando não só a realidade visível e palpável, mas também o mundo do imaginário, um mundo que só pode ser visto pelos olhos quando transfigurado no barro, pelas mãos dos artesãos.",Registro da Feira de Caruaru como Patrimônio Cultural do Brasil
514,"Local||Rio Grande do Sul||Pelotas||-31,769361960177463   -52,34062571260006||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"As mangueiras de pedras remetem à época das tropeadas, trabalho que remete à introdução dos rebanhos trazidos pelos colonizadores europeus para a América.
As mangueiras, currais ou encerras são grandes construções circulares de paredes altas confeccionadas com pedras ou, onde era escasso esse material, com paus-a-pique, árvores ou, ainda, eram feitas com valas no chão.  Não há comprovação da origem histórica dessas edificações, porém sabe-se que eram utilizadas pelos tropeiros (homens que levam o gado de um local a outro) para o descanso e a guarda dos animais. Dessa forma, os tropeiros poderiam repousar sem a necessidade de “fazer ronda” (vigiar os animais). Acredita-se que as mangueiras não eram usadas para prender o gado com fins de manuseio como curar, medicar, contar e marcar. Esses serviços eram, em geral, feitos nos rodeios, atividade que consiste em juntar os animais no campo, somente com o auxílio do cavalo, sem o uso de cercas ou similares. 
A entrada da mangueira é chamada de porteira. Nela eram colocadas duas “tronqueiras”, que são objetos verticais de pedra ou madeira postos um em frente ao outro com perfurações em que eram encaixadas e dispostas varas (madeiras retas) atravessando a porteira evitando a fuga dos animais. Essas construções são bastante encontradas nas rotas ou Caminhos das Tropas que iam em direção às antigas charqueadas e, posteriormente, aos matadouros e frigoríficos.",Lidas Campeiras
515,"Local||Goiás||Pirenópolis||-15,854559360369624   -48,959368049687356||Nenhum registro encontrado||Nenhum registro encontrado",Formas de expressão||Reconhecimento,"A Banda Phoênix que, historicamente incorporou sua antiga rival, a Banda Euterpe, é dirigida atualmente pelo Maestro Alexandre Luiz Pompêo de Pina e tem sede no Museu da Família Pompeu, no centro histórico de Pirenópolis. Corporação musical sem fins lucrativos, conta atualmente com 25 integrantes e com os seguintes instrumentos: clarineta, sax tenor, sax-alto, bombardino, trompete, trombone, baixo mi-bemol, baixo si-bemol, bateria, prato, bumbo, tarol e baixo. A Banda é considerada patrimônio cultural da cidade, tem desempenho contagiante e é adorada por toda a população.  
Para Pirenópolis, “sem a Banda não há Festa do Divino”.   É ela quem inicia os festejos, no Domingo de Páscoa e conclui a Festa, em Corpus Christi. Com exceção das Folias, a Banda circula por todos os eventos da Festa, ocupando lugar ritualmente definido em um grande número de eventos ligados ao Império, como cortejos, novena, missas, tocatas na porta da Matriz, alvoradas, queima e levantamento do mastro do Divino. Participa das Cavalhadas e da Cavalhadinha, desde a abertura até a última carreira, ocupando lugar de honra no Campo, ao lado da tribuna das autoridades locais. Neste ano, participou também do Juizado de São Benedito.  
Uma das características principais das bandas de música é apresentar-se ao ar livre e tocar música marchando, executando um repertório de apelo mais popular e formas musicais mais ligeiras, como polcas, valsas, marchas religiosas e principalmente dobrados , a típica marcha militar brasileira, que se consolidou como estilo próprio a partir do final do século XIX.    Mantendo tal característica, durante a Festa do Divino, o repertório da Banda Phoênix é composto basicamente de dobrados, entre outros, Cisne Branco (Hino da Marinha do Brasil), Cruzeiro do Sul, Saudade da minha Terra e o famoso Dobrado do Espírito Santo. Ao lado de um repertório que não pode faltar durante a Festa, o maestro tem a liberdade de introduzir outras composições.

É com a marcação destes dobrados - quase nunca compostos para tal finalidade, mas que foram incorporados ao repertório tradicional da Banda para a Festa do Divino - que a Banda pontua e religa vários momentos rituais dos festejos, quando sai de sua sede sempre uniformizada (outra marca de sua origem militar) e se desloca marchando e tocando entre locais basilares da festa. Da mesma forma que os foguetórios ou a Banda de Couro, ela chama a população para a Festa, indicando onde serão os próximos festejos.",Registro da Festa do Divino Espírito Santo de Pirenópolis como Patrimônio Cultural do Brasil
516,"Local||Tocantins||Porto Nacional||-10,720977078677066   -48,41163280936975||Nenhum registro encontrado||Nenhum registro encontrado",Celebrações||Identificação,"Festa religiosa, de tempos remotos e com data móvel; seguindo o acontecimento do carnaval em 50 dias, associando-se à morte de Cristo. Parte importante da Festa do Divino é a Folia do Divino Espírito Santo, que representa os 12 Apóstolos de Jesus Cristo. 
Até 1979, as celebrações aconteciam na Catedral Nossa Senhora das Mercês, localizada no Centro Histórico de Porto Nacional. A Igreja está em perfeito estado de conservação, tendo ocorrido algumas reformas, como a de 2005, para construção da Capela do Santíssimo (Setor jardim Brasília), local atual das celebrações. A festa dura nove dias, uma novena, se iniciando com a Alvorada às 5:00 horas da manhã. 
Durante a festividade ocorrem leilões e a escolha da rainha e do imperador da próxima festa bem como a Folia de 10 dias, quando se arrecadam esmolas à Igreja do Espírito Santo, e a levantada do mastro.",Porto Nacional
517,"Local||Tocantins||Porto Nacional||-10,709555081216562   -48,41725471946498||Nenhum registro encontrado||Nenhum registro encontrado",Lugares||Identificação,"O Coronel Frederico cedeu para as Irmãs na rua Aires Joca uma casa para que elas pudessem começar a história dominicana feminina, porque os padres dominicanos já estavam aqui. No dia 15 de setembro de 1904 elas iniciaram duas escolas; uma escola pública e o Colégio Sagrado Coração de Jesus que seria particular, com 15 ou 18 alunos. Madre Inês foi à primeira diretora e o foi de ambas as escolas. No começo elas perceberam que a casa era muito pequena para servir de residência e de escola. Daí então as irmãs começaram  a procurar um terreno, algum lugar para construir um Colégio, e procuram muito, tiveram muitas dificuldades, mas encontraram ali bem perto de onde moravam, perto da Catedral.  Então elas compraram esse terreno, que é um terreno onde funciona hoje, a Comsaúde, Comunidade de Saúde, Desenvolvimento e Educação. As irmãs dominicanas construíram o colégio num ritmo muito rápido, de maneira que em 1º de maio de 1906 o Colégio estava pronto. Nesse Colégio elas ficaram até a década de 50, lá funcionou uma espécie de internato que na época era comum. Vinham jovens dos estados do Nordeste, do Norte, do sul de Goiás e de várias cidades que compunham o antigo norte de do estado de Goiás. Quando as irmãs, na década de 50, mudaram para o atual prédio do Colégio Sagrado Coração de Jesus,  negociaram com a Dona Caetana uma parte em dinheiro outra parte em pão. Acertaram contas entre elas com cessão da casa de lá (primeiro prédio, local onde funciona a Comsaude) para dona Caetana na década de 50.
Deste modo, o prédio que é, ainda hoje, sede da Comsaúde, mantém-se como memória arquitetônica da história cultural da cidade, servindo, ainda por cima, como referência ao serviço público.",Porto Nacional
518,"Nacional||Amapá||Pedra Branca do Amapari||1,0994741411869233   -52,870115314427856||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Reconhecimento,"A Arte Kusiwa é uma técnica de pintura e arte gráfica associada à oralidade, própria dos Wajãpi que vivem no oeste do Estado do Amapá. Os grafismos podem ter como suporte o corpo humano, mas também cestos, cuias, tecelagem, bordunas e objetos de madeira. Os padrões Kusiwa representam animais, partes do corpo ou objetos e estão carregados de significados e simbolismo relacionados à cosmovisão do grupo. Constituem assim, um sistema de comunicação.
O Registro da Arte Kusiwa foi proposto pelo Conselho das Aldeias Wajãpi – Apina e pelo Museu do Índio. Aprovado
pelo Conselho Consultivo do Patrimônio Cultural, por unanimidade, em 11 de dezembro de 2002 a inscrição desse bem
cultural no Livro das Formas de Expressão foi realizada no dia 20 do mesmo mês.
Em 2003, essa forma de expressão Wajãpi foi declarada, pela Unesco, Patrimônio Oral e Imaterial da Humanidade.
A linguagem gráfica que os Wajãpi do Amapá denominam kusiwa sintetiza seu modo particular de conhecer, conceber e agir sobre o universo. Tal forma de expressão, complementar aos saberes transmitidos oralmente, afirma, ao mesmo tempo, o contexto de origem e a fonte de eficácia dos conhecimentos dos Wajãpi sobre o seu ambiente.
Por outro lado, arte gráfica e arte verbal se completam por transmitirem os conhecimentos indispensáveis ao gerenciamento da vida em sociedade.
Trata-se de uma forma de expressão que evidencia, no seu uso cotidiano, o entrelaçamento entre a estética e outros domínios do pensamento. Sua eficácia está na capacidade de estabelecer comunicação com uma realidade de outra ordem, que somente se pode conhecer na mitologia e pelo elenco codificado de padrões. Narrativas orais e composições gráficas colocam em cena seres que não podem mais ser vistos pelos humanos de hoje, mas cuja existência pode ser acessada por meio dessas formas particulares de conhecimento e expressão.",Registro da Arte Kusiwá - Pintura Corporal e Arte Gráfica Wajãpi como Patrimônio Cultural do Brasil
519,"Estadual||Rio Grande do Norte||Touros||-5,150891958468101   -35,538796794709654||Nenhum registro encontrado||Nenhum registro encontrado",Saberes||Identificação,"Ranchos são edificações pequenas, de sistemas construtivos precários, utilizadas para a guarda de equipamentos e apetrechos de pesca. Ranchos são abundantemente encontrados no entorno imedi-ato de todos os portos e comunidades pesqueiras ao longo do litoral norte do Rio Grande Norte. Neste contexto, merece destaque o rancheiro de Lagoa do Sal, distrito de Touros, lugar construído nos primeiros anos do século XXI, em sistema de mutirão, pelos próprios pescadores que residem nesta localidade. Estes ranchos formam um expressivo conjunto implantado ao longo da praia de Lagoa do Sal, constituído de abrigos para os equipamentos de pesca e de caiçaras para a proteção de jangadas e paquetes. Os abrigos apresentam estrutura de madeira vedada em taipa e as caiçaras são estruturadas em paus roliços cobertos com folhas secas de coqueiros nativos.",INRC - Pesca Artesanal no Rio Grande do Norte
