,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
272,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX,"Peça modelada e fundida em bronze, em uma só parte. Tem um gancho para pendurar por trás de N. Senhora.",57,Relevo Religioso||“Fuga para o Egito”
273,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Imagem, ponteiras, raionado e cravos em prata fundida, martelada, repuxada e cinzelada; imagem fixada pelos cravos; ponteiras encaixadas e pregadas; raionado fixado por trás com pregos. Cruz e base em jacarandá entalhado e recortado, em quatro partes encaixadas e coladas. Base com ressaltos nas quinas posteriores, indicado que a peça ficava encaixada em algum local que não a peanha do oratório onde se encontra atualmente.",56,Escultura Religiosa||“Crucifixo”
274,Brasil,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Imagens em metal fundido e banhado a ouro, fixadas, o Cristo, pelos cravos, e Nossa Senhora, por pequenos pregos; cruz em madeira escura recortada, em duas partes, com marchetaria de madrepérola com desenhos gravados.",55,Escultura Religiosa||Crucifixo com Nossa Senhora
275,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça esculpida em um só bloco de madeira (cedro), policromada em bege (carnação), preto, marrom e vermelho; sobrancelhas e olhos pintados; furo sobre a cabeça para uso de adereço (resplendor). A imagem não tem base, encontra-se presa diretamente na peanha interna do oratório 283.",54,Escultura Religiosa||“Santo Antônio de Pádua”
276,Brasil > [Rio de Janeiro?],02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça em madeira recortada, entalhada e esculpida em várias partes: imagem esculpida em três partes, com os braços articulados á altura dos cotovelos; com olhos de vidro; cabeça com pino de metal para segurar a peruca (inexistente); carnação em bege com alto da cabeça pintado de preto; vestimenta pintada de branco; base, arco e raios entalhados separadamente, fixados por chapas de ferro parafusadas por trás; com as partes aparentes toda dourada; 16 raios, com douramento, são originais; os outros 19, na madeira, são posteriores; sete lâminas de vidro recortado, com pintura em dourado, sobre fundo vermelho (pintado ou de pano), encaixadas por trás; base com a superfície pintada de azul.",53,Escultura Religiosa||Nossa Senhora das Dores
277,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça esculpida em um só bloco de pedra talco (talcita) branca, com os cabelos, barba e bigodes pintados de marrom; tem resquícios de douramento nas mangas da túnica.",52,Escultura Religiosa||São José
278,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça esculpida em um só bloco de pedra talco (talcita), policromada em marrom, verde, amarelo; com douramento.",51,Escultura Permanente||Nossa Senhora da Piedade
279,Brasil,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça esculpida em um só bloco de alabastro, policromada em azul (globo) e resquício de marrom (serpente); coroa em chapa de ouro martelada e cinzelada; base simples em madeira recortada (recente)",50,Escultura Religiosa||Nossa Senhora da Conceição
280,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX,"Peça esculpida em madeira, composta de três partes, com encaixe na mão direita; Menino encaixado sobre o livro; policromia em marrom, preto, bege (carnação), verde e azul. Imagem fixada dentro do oratório.",49,Escultura Religiosa||“Santo Antônio de Pádua”
281,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Mestre Aleijadinho | Minas Gerais | Religião | Século XIX | Século XVIII,Antônio Francisco Lisboa,Século XVIII,"Escultura confeccionada em madeira entalhada e pintada. Policromia: castanho, rosa, verde, vermelho, bege, branco.",48,Santo||São Sebastião
282,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,,"Peça esculpida em marfim, composta de quatro partes, com encaixes nos ombros, e no laço do perizônio (perdido). Tinha policromia e douramento, dos quais restaram apenas alguns resquícios.",46,Escultura Religiosa||“Crucifixo”
283,Brasil,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Peça em barro modelado e queimado (cerâmica), com resquícios de policromia em vermelho e branco.",45,Relevo Religioso||São João Batista Menino
284,Brasil,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX,"Escultura em pedra branca (talcita); em dois blocos, com o menino esculpido separado da base; possui sete furos nas nuvens da base, dois deles com pinos de madeira; peanha em um só bloco madeira entalhada, toda dourada. (Em inventários anteriores (1952 e 1961) é mencionado como tendo querubins nas nuvens, o que explica a presença dos orifícios com pinos)",44,Escultura Religiosa||Menino Jesus
285,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Antônio Francisco Lisboa,Século XIX | Século XVIII,Peça esculpida em um só bloco de madeira (cedro),43,Escultura Religiosa||São Francisco de Assis
286,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Antônio Francisco Lisboa,Século XIX | Século XVIII,Peça esculpida em um só bloco de madeira (cedro),42,Escultura Religiosa||São João Evangelista
287,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Escultura em madeira, composta de duas partes, com encaixe na base, policromada em branco, bege, vermelho, vermelho-claro, verde claro e preto.",41,Escultura Religiosa||“Nossa Senhora das Dores”
288,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Imagem de Cristo esculpida em três partes de madeira, com encaixe nos braços; policromia em bege, vermelho, preto, branco e douramento (corda do perizônio). Cruz em seis partes de madeira, com encaixe ao centro, policromada em verde, com douramento e prateamento; encaixada na base através de um pino de ferro; base em duas partes de madeira, marmorizada de vermelho, verde, marrom e branco. Um cravo original em ferro fundido; os outros dois foram substituídos por cravos de madeira.",40,Escultura Religiosa||“Crucifixo”
289,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Peça esculpida em duas partes de madeira (cedro), com encaixe na mão direita (inexistente), policromada em lilás, bege, marrom, vermelho e dourado.",39,Escultura Religiosa||“Santa Maria Madalena”
290,Europa (Luso-Oriental),02 Artes Visuais/Cinematográfica > 02.3 Escultura||Ásia | Portugal | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII > [entre 1701 e 1750],"Cristo esculpido em marfim, com requíscios de pintura preta e douramento; cruz e base em madeira entalhada, composta de sete partes encaixadas, com policromia em verde, vermelho, marrom, branco e preto (título); título fixado; resquícios de douramento.",38,Escultura Religiosa||Crucifixo
291,Hispano-americana,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Imagem esculpida em madeira, composta por partes encaixadas, com os braços articulados à altura dos cotovelos, em bolachas presas por cavilhas; policromia em bege (carnação), preto, vermelho, branco, roxo; olhos de vidro; resplendor, coroa de espinhos e ramo de cana em prata martelada, repuxada, cinzelada e soldada; cadeira em várias partes de madeira recortada e entalhada, com policromia em vermelho, branco, verde e dourado.",37,Escultura Religiosa||Cristo da Cana Verde
292,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Escultura confeccionada em madeira entalhada, pintada e dourada.",36,Santo||Santo Antônio de Pádua
293,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: marrom, castanho, vermelho",35,Santo||Santo Antônio de Pádua
294,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Escultura confeccionada em madeira entalhada e pintada. Policromia: marrom, castanho, vermelho",34,Santo||“Santo Antônio de Pádua”
295,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Escultura confeccionada em madeira entalhada e pintada. Policromia: castanho, marrom, vermelho",33,Santo||Santo Antônio de Pádua
296,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII,"Escultura confeccionada em madeira entalhada, policromada e dourada. Policromia: preto, branco, tom róseo, vermelho, marrom e castanho.",32,Santo||São Domingos de Gusmão
297,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Escultura confeccionada em madeira entalhada e pintada. Policromia: marrom, castanho, vermelho, preto.",31,Santo||Santo Antônio de Pádua
298,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Peça sem policromia, esculpida em madeira (cedro), composta de três partes encaixadas: a mão direita de N. Senhora e peanha. Olhos de vidro em N. Senhora, Menino e nos anjos. Cabeças de N. Senhora e do Menino com furo ao alto para receber adereço (coroa resplendor). Marcas de punções nas vestes de N. Senhora.",30,Escultura Religiosa||“Nossa Senhora”
299,[Brasil?] | [Portugal?],02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Escultura de manufatura erudita, confeccionada em madeira entalhada, policromada e dourada, ornada por motivos decorativos em dourado, na técnica do pastilho. Policromia: marrom escuro, castanho, vermelho, branco.",29,Santo||[São Francisco Xavier?]
300,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX,"Escultura confeccionada em madeira entalhada, policromada e dourada. Policromia: verde, marrom, castanho, vermelho, branco e bege.",28,Santo||São José de Botas
301,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Peça esculpida em quatro partes de madeira, com encaixes nas mãos e na base; policromia em bege (carnação), verde, preto, ocre, vermelho, branco e marrom; olhos pintados; douramento aplicado na túnica; base com orifício ao centro. Resplendor em metal fundido (latão), encaixado na cabeça do santo.",27,Escultura Religiosa||“São José de Botas”
302,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: preto, castanho, bege.",26,Santo||Santo Antônio de Pádua
303,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: vermelho, preto, marrom, bege",25,Santo||Santo Antônio de Pádua
304,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça de tamanho reduzido, esculpida em madeira (cedro), em duas partes, com encaixe entre a base e a peanha; o escurecimento da peça não permite determinar com precisão as cores da policromia, mas existe aplicação de vermelho (manto e asas de dois anjos), bege (carnação), marrom (nos cabelos); resquícios de aplicação de douramento no mantelete; pino em ferro fundido.",24,Escultura Religiosa||“Nossa Senhora”
305,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII > [entre 1751 e 1800],"Escultura em várias partes de madeira (cedro), encaixadas: Crucificado em três partes, com encaixe nos ombros; cruz em duas partes, com encaixe na junção das traves; encaixada na base; Madalena e S. João esculpidos à parte, e encaixados na base; base em um só bloco de madeira; policromia em azul, vermelho, bege (nas carnações), verde, marrom, amarelo, branco, preto. Douramento com esgrafito e punções. Madalena e S. João com olhos de vidro e furo na cabeça para resplendor. Cravos em madeira.",23,Grupo Escultórico Religioso||“Calvário”
306,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII > [entre 1701 e 1750],"Peça esculpida em madeira (cedro), composta de três partes, com encaixe no ombro direito do menino e na base; policromia em bege (carnação), marrom, branco, azul, verde e vermelho (base); douramento na cruz e nas estrelas do globo.",22,Escultura Religiosa||“Menino Jesus”
307,[Portugal?],02 Artes Visuais/Cinematográfica > 02.3 Escultura||Europa | Portugal | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII,"Objeto confeccionado em madeira entalhada, pintada e dourada, composto por anjo central inserido em nuvem e cercado por querubins e “puttis”.",21,Relevo Religioso||Anjo Glorioso
308,Europa (Luso-Oriental),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça esculpida em marfim, em quatro partes, com encaixe nos ombros e laço esquerdo do perizônio (perdido); cravos em prata fundida, presos por trás da cruz com rosca e tarrachas. Cruz recente em jacarandá, em duas partes com encaixe ao meio.",20,Escultura Religiosa||Crucificado
309,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XIX | Século XVIII,"Peça esculpida em madeira (cedro), em cinco partes encaixadas: mão direita (inexistente), a peanha, as três cabeças de anjo (falta uma); policromia em azul, vermelho, bege, preto, marrom, branco; alto da cabeça com furo;",19,Escultura Religiosa||Nossa Senhora
310,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Joaquim Francisco de Assis Pereira,Século XIX,"Escultura confeccionada em madeira entalhada e pintada. Policromia: vinho, castanho, marrom, preto e doourado.",18,Santo||São Joaquim
311,[Portugal?],02 Artes Visuais/Cinematográfica > 02.3 Escultura||Portugal | Religião | Século XIX | Século XVIII,Não identificado,Século XIX,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: verde, vermelho, castanho, cinza, bege, branco, preto.",17,Santo||São Vicente de Paula
312,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça esculpida em madeira (cedro), em quatro partes, com encaixe nas mãos e na peanha; resquícios de policromia em azul (parte posterior do manto) e vermelha (na peanha); cabeça com furo para receber adereço (coroa); peanha com remendo posterior feito em madeira escura, parafusado.",16,Escultura Religiosa||“Nossa Senhora”
313,Brasil,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII > [entre 1701 e 1750],Peça em barro modelado e cozido (terracota); parece que tinha policromia. Com furo ao alto da cabeça para encaixe de resplendor.,15,Escultura Religiosa||“São Domingo de Gusmão”
314,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,,Século XIX | Século XVIII,"Imagem esculpida em madeira (cedro), em quatro partes encaixadas; mãos encaixadas; policromia em preto, bege, branco, vermelho e verde. Douramento com aplicação de pastilho. Base em um só bloco, com um recorte na parte posterior esquerda; tinha douramento no friso da base. Parece que o atributo “mitra” é esculpido na própria base.",14,Escultura Religiosa||“São Bento”
315,Europa (Luso-Oriental) | Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Imagem de cristo esculpida em marfim, em quatro partes, com encaixe nos ombros e no laço do perizônio; cruz em madeira recortada, em duas partes, com encaixe nas junções das traves, toda dourada; título em marfim, com a inscrição gravada; cravos de metal; tarja em madeira entalhada, em partes encaixadas, prateada e com partes em dourado; veludo vermelho recortado e colado no interior da tarja.",13,Escultura Religiosa||“Crucifixo com pia de Água Benta”
316,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Escultura em madeira (cedro), composta de várias partes: imagem de Cristo em quatro partes, com encaixe nos ombros e laço do perizônio; policromada em bege, preto, vermelho, branco e dourado (no cordão e bordas do perizônio); cruz e base em quatro partes, com encaixes na junção das traves, no terço inferior da cruz e base; policromia em verde, vermelho e marmorizado em azul e branco.",12,Escultura Religiosa||“Crucifixo”
317,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: marrom, castanho, vermelho",11,Santo||Santo Antônio de Pádua
318,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII > [entre 1751 e 1800],"Peça entalhada em madeira (cedro), composto de várias partes: imagem em quatro partes, com encaixe nos ombros e pé direito; policromada em bege, branco, verde (coroa), vermelho e marrom; coroa de espinhos encaixada; título em madeira recortada, pintada de preto, com douramento na inscrição e friso, encaixado por pino metálico (ferro); cruz e base em quatro partes encaixadas e pregadas, com policromia em verde, preto, rosa, vermelho e branco, com douramento em friso da base; resplendor em prata martelada, repuxada e cinzelada, parafusada na cruz.. Um cravo em madeira, certamente substituindo o original, em metal.",10,Escultura Religiosa||“Crucifixo”
319,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Mestre Piranga | Minas Gerais | Religião | Século XIX | Século XVIII,Mestre Piranga,Século XVIII,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: verde, marrom, vermelho, castanho",9,Nossa Senhora||Nossa Senhora da Conceição
320,Brasil > [Bahia?],02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça esculpida em duas parte de madeira, com a cabeça da Menina (em madeira mais escura ) encaixada – talvez posteriormente; policromia em azul, vermelho, bege, preto, branco e outros tons indefinidos, em função das intervenções sofridas pela peça; douramento com uso de pastilho.",8,Escultura Religiosa||“Santana Mestra”
321,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: vermelho, verde, amarelo, bege, azul, rosa, castanho.",7,Santa||Santana Mestra
322,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificado,Século XVIII,"Peça esculpida em madeira, composta de quatro partes com encaixes nas mãos e base; coroa encaixada; policromia em branco, vermelho, preto, azul; douramento a purpurina e tinta prateada moderna; tem um suporte de madeira (recente) preso por baixo da peanha.",6,Escultura Religiosa||“Nossa Senhora Aparecida”
323,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Mestre Piranga | Minas Gerais | Religião | Século XIX | Século XVIII,Mestre Piranga,Século XVIII,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: marrom, vermelho, azul, verde.",5,Nossa Senhora||Nossa Senhora das Dores
324,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Imagem de vestir, com a cabeça, mãos e os pés esculpidos em madeira (cedro), policromada em bege (carnação), branco (os cabelos, barba e bigode), preto (olhos, solideu, sapatos e meias) e marrom (sombrancelhas); restante do corpo semi-esculpido, em três partes encaixadas, com uma ripa inferior fixando a imagem na base; base em madeira recortada, pintada de preto.",4,Escultura Religiosa||“São Vicente de Paula”
325,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Imagem de vestir (roca) com a cabeça, mãos e pés esculpidos em madeira (cedro), policromados em bege (carnação), marrom (cabelos e barba), branco ( dentes), e vermelho nos estigamas; estigma da mão esquerda com orifício; tronco do corpo, braços e pernas semi-esculpidos, com aticulação em bolacha nos ombros, cotovelos e joelhos. Armação inferior em três ripas, pregadas no tronco e na base. Base em madeira recortada, marmorizada em azul e branco, com perfurações por pregos nas laterais. Vestimenta em tecido preto com botões, costurado, com cordão branco.",3,Escultura Religiosa||“São Francisco de Assis”
326,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XIX | Século XVIII,"Imagem de vestir (roca), com a cabeça, mãos e pés esculpidos em madeira (cedro), policromados em bege (carnação), marrom (cabelos, barba e bigode), vermelho e preto. Olhos de vidro. Braços, antebraços e tronco semiesculpidos; armação inferior em oito ripas, pregadas ao tronco e na base; articulação de bolachas nos ombros e cotovelos.Vestimenta confeccionada em tecido preto. Chapéu em tecido preto, com intertela e fios pretos na borla. Mãos com orifícios para fixição de atributos.",2,Escultura Religiosa||“São Caetano”
327,Brasil > Minas Gerais,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Minas Gerais | Religião | Século XIX | Século XVIII,Não identificado,Século XVIII,"Escultura confeccionada em madeira entalhada, pintada e dourada. Policromia: verde, marrom, castanho escuro",1,Santa||Santa Maria Madalena
