Altura (cm),Autor,Classificação,Condições de reprodução,Denominação,Document,Estado de conservação,Largura (cm),Link do Item,Localização atual,Material,Modo de aquisição,Número de registro,Origem,Procedência,Profundidade (cm),Situação,Técnica,Título,Data de aquisição,Armário/Estante/Mapoteca,Diâmetro (cm),Prateleira/Gaveta,Andar,Comprimento (cm),data de produção,Ano de produção,Condições de segurança,Nº anterior,Proteção legal,Conjunto com nº,Temas,Características técnicas,Características iconográficas/ornamentais,Características estilísticas,Espessura (cm),Circunferência (cm)
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,36012,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-47/,,madeira | palinha,Doação,75,Minas Gerais,Serro (MG),,Localizado,entrançado | machetaria | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.016.4 | 49/88,Federal | Tomb. em conjunto,"7,37E+077",D. Maria I | Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).",Filetes em marchetaria.,"A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,36010,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-46/,,madeira | palinha,Doação,74,Minas Gerais,Serro (MG),,Localizado,entrançado | machetaria | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.016.1 | 48/88,Federal | Tomb. em conjunto,"7,38E+077",D. Maria I | Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).",Filetes em marchetaria.,"A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,36008,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-45/,,madeira | palinha,Doação,73,Minas Gerais,Serro (MG),,Localizado,entrançado | machetaria | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.016.2 | 50/88,Federal | Tomb. em conjunto,"7,48E+077",D. Maria I | Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).",Filetes em marchetaria.,"A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Luminária,36006,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/luminaria-11/,"Sala ""Rosália Ottoni""/ Lado sobre o console",base | bronze | cristal | mármore | metal | vidro,Compra,72,Inglaterra,Rio de Janeiro,,Localizado,corte | fundição | overlay,,1985,,,,2º,,Séc. XIX,,Boa,148a/94 | 85.19.2,Federal | Tomb. em conjunto,71,Iluminação | Inglaterra | Século XIX,"Luminária de origem inglesa, do século XIX, confeccionada em vidro branco opaco trabalhado através da técnica 'overlay' (vide referências bibliográficas)",,,,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Luminária,36004,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/luminaria-10/,"Sala ""Rosália Ottoni""/ Lado esquerdo sobre o console",base | bronze | cristal | mármore | metal | vidro,Compra,71,Inglaterra,Rio de Janeiro,,Localizado,corte | fundição | overlay,,1985,,,,2º,,Séc. XIX,,Boa,148/94 | 85.19.1,Federal | Tomb. em conjunto,72,Iluminação | Inglaterra | Século XIX,"Luminária de origem inglesa, do século XIX, confeccionada em vidro branco opaco trabalhado através da técnica 'overlay' (vide referências bibliográficas)",,,,
,Fábrica Rayo,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Luminária,36002,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/luminaria-9/,"Sala ""Rosália Ottoni""/ sobre a mesa de centro",metal | vidro,Compra,70,Bélgica,Minas Gerais,,Localizado,corte | fundição,,1985,,,,2º,,Séc. XIX,,Boa,149/94 | 85/20,Federal | Tomb. em conjunto,,Iluminação | Século XIX,"Peça fundida em metal dourado (latão), com parte superior em vidro branco opaco recortado.",,,,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Lustre,36000,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/lustre-15/,"Sala ""Rosália Ottoni""/ Preso ao teto",jacarandá | madeira,Doação,69,Minas Gerais,Serro (MG),,Localizado,entalhe,,1984,,,,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Iluminação | Século XVIII/XIX,"Lustre entalhado em madeira com motivos fitomorfos, bolas, bolachas e frisos. Apresenta quatro braços.","Ornatos: motivos fitomorfos, bolas, bolachas, gomos, volutas, traços.",,,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Mesa de centro,35998,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/mesa-de-centro-3/,"Sala ""Rosália Ottoni""/ Centro da sala",madeira | mármore,Compra,68,Minas Gerais,Diamantina (MG),,Localizado,corte | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.05 | 75/88 | 039/06,Federal | Tomb. em conjunto,53 | 58 | 61,Império | Minas Gerais | Mobiliário | Século XIX,"Mesa em madeira, com tampo circular em mármore branco. Apresenta entalhe nos três pés do móvel, com terminação em garra.","Volutas e pés em garras, além de moldura escalonada na estrutura de sustentação do tampo.","A peça apresenta características do estilo Império, com pernas ornadas em volutas e pés com terminação em garra.",,
,[Jordão de Oliveira],02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retrato (pintura),35994,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retrato-pintura-23/,"Sala ""Rosália Ottoni""/ 5º quadro do lado direito",gesso | linho | madeira | moldura | tela | tinta,Compra,67,Rio de Janeiro,Rio de Janeiro,,Localizado,entalhe | estuque | policromia,José Eloy Ottoni,,,,,2º,,Séc. XX,1962,Boa,03/88 | 039/018 | 83.012,Federal | Tomb. em conjunto,,Família Ottoni | Minas Gerais | Século XIX | Vila do Príncipe,"Pintura a óleo sobre tela (linho), com moldura em madeira e gesso (estuque). Policromia:  Douramento (moldura).",,"Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.",,
,[Jordão de Oliveira],02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retrato (pintura),35990,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retrato-pintura-22/,"Sala ""Rosália Ottoni""/ 4º quadro do lado direito",gesso | linho | madeira | moldura | tela | tinta,Compra,66,Rio de Janeiro,Rio de Janeiro,,Localizado,entalhe | estuque | policromia,Christiano Benedicto Ottoni,,,,,2º,,Séc. XX,1955,Boa,05/88 | 039/019 | 83.013,Federal | Tomb. em conjunto,,Família Ottoni | Minas Gerais | Século XIX | Vila do Príncipe,"Pintura a óleo sobre tela (linho), com moldura em madeira e gesso (estuque). Policromia: marrom, preto, dourado, branco, vermelho e cinza. Douramento (moldura).",,"Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.",,
,[Jordão de Oliveira],02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retrato (pintura),35986,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retrato-pintura-21/,"Sala ""Rosália Ottoni""/ 3º quadro do lado direito",gesso | linho | madeira | moldura | tela | tinta,Compra,65,Rio de Janeiro,Rio de Janeiro,,Localizado,entalhe | estuque | policromia,Teófilo Benedicto Ottoni,,,,,2º,,Séc. XX,1954,Boa,83.09 | 039/015 | 02/88,Federal | Tomb. em conjunto,,Família Ottoni | Minas Gerais | Revolta Liberal | Século XIX | Vila do Príncipe,"Pintura a óleo sobre tela (linho), com moldura em madeira e gesso (estuque). Policromia:  Douramento (moldura).",,"Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.",,
,[Jordão de Oliveira],02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retrato (pintura),35982,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retrato-pintura-20/,"Sala ""Rosália Ottoni""/ 2ºquadro do lado direito",gesso | linho | madeira | moldura | tela | tinta,Compra,64,Rio de Janeiro,Rio de Janeiro,,Localizado,entalhe | estuque | policromia,Rosália de Souza Maia,,,,,2º,,Séc. XX,1955,Boa,83.08 | 039/014 | 01/88,Federal | Tomb. em conjunto,,Família Ottoni | Minas Gerais | Século XX | Vila do Príncipe,"Pintura a óleo sobre tela (linho), com moldura em madeira e gesso (estuque). Policromia: preto, cinza, marrom, verde, azul. Douramento (moldura).",,"Retrato em estilo acadêmico confeccionado por Jordão de Oliveira (1900-1980); pintor brasileiro, de origem sergipana, que estudou na Escola Nacional de Belas Artes, no Rio de Janeiro.",,
,[José Vieira Ottoni],02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retrato (pintura),35978,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retrato-pintura-19/,"Sala ""Rosália Ottoni""/1º quadro do lado direito",gesso | linho | madeira | moldura | tela | tinta,,63,Rio de Janeiro,,,Localizado,entalhe | estuque | policromia,Jorge Benedicto Ottoni,,,,,2º,,Séc. XIX,,Boa,83.010 | 039/016 | 04/88 | 010,Federal | Tomb. em conjunto,,Família Ottoni | Minas Gerais | Século XIX | Segundo Reinado | Vila do Príncipe,"Pintura a óleo sobre tela (de linho), com moldura em madeira e gesso (estuque). Policromia: preto, cinza, marrom, verde, azul. Douramento (moldura).",,"Retrato possivelmente confeccionado por José Vieira Ottoni, em estilo acadêmico, datável do século XIX.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,35976,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-44/,,madeira | palinha,Compra,62,Minas Gerais,Serro (MG),,Localizado,entrançado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.07.III | 54/88 | 039/011,Federal | Tomb. em conjunto,42 | 49 | 50 | 56 | 57 | 59 | 60 e 286,Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.",Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.,"A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Console,35972,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/console-6/,"Sala ""Rosália Ottoni""/ lado direito",madeira | mármore,Compra,61,Minas Gerais,Diamantina (MG),,Localizado,corte | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.04.I | 73/88 | 039/05,Federal | Tomb. em conjunto,53 | 58 | 68,Império | Minas Gerais | Mobiliário | Século XIX,"Console em madeira, com tampo retangular em mármore branco. Apresenta entalhe apenas nos dois pés dianteiros do móvel, com terminação em garra. A peça é sustentada por quatro pés, sendo os de trás retos, em prolongamento à estrutura retilínea posterior do móvel, feita em placa de madeira retangular.","Volutas e pés em garras, além de moldura escalonada na estrutura de sustentação do tampo.","A peça apresenta características do estilo Império, com pernas ornadas em volutas e pés com terminação em garra.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,35970,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-43/,,madeira | palinha,Doação,60,Minas Gerais,Serro (MG),,Localizado,entrançado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.07.6 | 57/88,Federal | Tomb. em conjunto,42 | 49 | 50 | 56 | 57 | 59 | 62 e 286,Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.",Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.,"A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,35968,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-42/,,madeira | palinha,Compra,59,Minas Gerais,Serro (MG),,Localizado,entrançado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.07.1 | 52/88,Federal | Tomb. em conjunto,42 | 49 | 50 | 56 | 57 | 60 | 62 e 286,Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.",Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.,"A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Console,35964,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/console-5/,"Sala ""Rosália Ottoni""/ lado esquerdo",madeira | mármore,Compra,58,Minas Gerais,Diamantina (MG),,Localizado,corte | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.04.II | 74/88 | 039/04,Federal | Tomb. em conjunto,53 | 61 | 68,Império | Minas Gerais | Mobiliário | Século XIX,"Console em madeira, com tampo retangular em mármore branco. Apresenta entalhe apenas nos dois pés dianteiros do móvel, com terminação em garra. A peça é sustentada por quatro pés, sendo os de trás retos, em prolongamento à estrutura retilínea posterior do móvel, feita em placa de madeira retangular.","Volutas e pés em garras, além de moldura escalonada na estrutura de sustentação do tampo.","A peça apresenta características do estilo Império, com pernas ornadas em volutas e pés com terminação em garra.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,35962,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-41/,,madeira | palinha,Doação,57,Minas Gerais,Serro (MG),,Localizado,entrançado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.07.3 | 55/88,Federal | Tomb. em conjunto,42 | 49 | 50 | 56 | 59 | 60 | 62 e 286,Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.",Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.,"A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,35960,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-40/,,madeira | palinha,Doação,56,Minas Gerais,Serro (MG),,Localizado,entrançado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.07.5 | 56/88,Federal | Tomb. em conjunto,42 | 49 | 50 | 57 | 59 | 60 | 62 e 286,Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.",Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.,"A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira de balanço,35958,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-de-balanco-6/,,madeira | palinha,Compra,55,Minas Gerais,Serro (MG),,Localizado,entrançado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.06 | 71/88 | 039/07,Federal | Tomb. em conjunto,,Minas Gerais | Mobiliário | Século XIX,Cadeira [de balanço] de madeira (jacarandá) e assento em palhinha.,"Cadeira de manufatura singela com braços em curvas, cujo prolongamento se estende em formação da estrutura das pernas dianteiras. Encosto bem inclinado. Apoio das pernas sobre barras curvadas em meio-arco, que permitem o movimento do balanço.","A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Sofá,35956,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/sofa-3/,,madeira | palinha,Compra,54,Rio de Janeiro,Minas Gerais,,Localizado,entrançado | marcenaria,,1985,,,,2º,,Séc. XIX,,Boa,75/88,Federal | Tomb. em conjunto,,Luís Filipe | Mobiliário | Século XIX,"Sofá confeccionado em madeira (jacarandá) e palhinha (assento e encosto), com ornatos em curvas e contracurvas.","Sofá com elementos em curva, motivos fitomorfos estilizados e medalhões ovalados.",Peça com características do estilo Luís Filipe (século XIX).,,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira de balanço,35954,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-de-balanco-5/,"Sala ""Rosália Ottoni""",madeira | palinha,Compra,53,Minas Gerais,Diamantina (MG),,Localizado,entrançado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.06 | 71/88 | 039/07,Federal | Tomb. em conjunto,58 | 61 | 68,Minas Gerais | Mobiliário | Século XIX,Cadeira [de balanço] de madeira (jacarandá) e assento em palhinha.,"Cadeira de manufatura singela com braços em curvas, cujo prolongamento se estende em formação da estrutura das pernas dianteiras. Encosto levemente abaulado. Apoio das pernas sobre barras curvadas em meio-arco, que permitem o movimento do balanço.","A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX.",,
,Societé St. Augustin,10 Comunicação > 10.1 Documento,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Missal,35952,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/missal-3/,"Sala ""Quarto de Viúva""/ sobre a cômoda-papeleira",couro | papel | tinta,Doação,52,Burges (BEL),Serro (MG),,Localizado,encadernação | litografia (impressão),,1991,,,,2º,,Séc. XX,1948,Boa,234/94,Federal | Tomb. em conjunto,,Bélgica | Religião | Século XX,"Livro impresso através da técnica da litografia, em preto e branco, com ilustrações.",Ilustrações em preto-e-branco com desenhos em buril.,,,
,Não identificado,02 Artes Visuais/Cinematográfica > 02.4 Estampa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Estampa Religiosa,35950,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/estampa-religiosa-14/,"Sala ""Quarto de Viúva""/ acima do leito de viúvo",madeira | papel | tinas | vidro,Doação,51,França,Coleção Particular (Rio de Janeiro),,Localizado,corte | entalhe | guache,,,,,,2º,,Séc. XIX,,Boa,83.015 | 039/023 | 19/8,Federal | Tomb. em conjunto,,França | Religião | Século XIX,"Pintura a guache sobre papel colorida. Policromia: marrom, rosa, branco, bege e amarelo.",,,,
89,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,35946,Bom,"43,5",http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-39/,,madeira | palinha,Compra,50,Minas Gerais,Serro (MG),,Localizado,entrelaçado | marcenaria,,,,,,2º,44,Séc. XIX,,Boa,83.014.III | 09/88 | 039/020,Federal | Tomb. em conjunto,42 | 49 | 56 | 57 | 59 | 60 | 62 e 286,Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.",Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.,"A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.",,
89,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,35942,Bom,"43,5",http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-38/,"Sala ""Quarto de Viúva""/ lado direito",madeira | palinha,Compra,49,Minas Gerais,Serro (MG),,Localizado,entrançado | marcenaria,,,,,,2º,44,Séc. XIX,,Boa,83.014.I | 039/021 | 07/88,Federal | Tomb. em conjunto,42 | 50 | 56 | 57 | 59 | 60 | 62 e 286,Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.",Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.,"A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.",,
"139,4",Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Leito de viúvo,35938,Bom,"123,7",http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/leito-de-viuvo-3/,,madeira,Doação,48,Minas Gerais,Serro (MG),,Localizado,machetaria | marcenaria,,,,,,2º,"205,8",Séc. XIX,,Boa,83.042 | 27/88 | 039/064,Federal | Tomb. em conjunto,,D. Maria I | Minas Gerais | Mobiliário | Século XIX,"Leito [de viúvo] - com largura maior que 90 cm e menor que 140 cm -  de madeira (jacarandá), em estilo D. Maria I, com marchetaria e filetados em madeira mais clara (pau-marfim).",Filetes em marchetaria.,"A peça apresenta características do estilo D. Maria I, também conhecido como neoclássico, com filetados em madeira mais clara (pau-marfim) sobre fundo escuro, com pernas retas e corte quadrangular.",,
"11,5",Wood & Sons Ltd.,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Bacia (lavanda),35930,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/bacia-lavanda-3/,,faiança,Compra,47,Inglaterra,Minas Gerais,,Localizado,modelagem | queima,,1985,,"36,5",,2º,,Séc. XIX,,Boa,86.07.a | 232a/94,Federal | Tomb. em conjunto,46,Higiene | Minas Gerais | Século XVIII/XIX | Usos e Costumes,,Ornatos: motivos fitomorfos estilizados.,,,
"30,5",Wood & Sons Ltd.,12 Objetos Pessoais > 12.3 Artigo de Toalete,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Gomil,35926,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/gomil-3/,,faiança,Compra,46,Inglaterra,Minas Gerais,"27,5",Localizado,modelagem | queima,,1985,Armário 01,17,5,2º,,Séc. XIX,,Boa,86.07.b | 232b/94,Federal | Tomb. em conjunto,47,Higiene | Minas Gerais | Século XVIII/XIX | Usos e Costumes,,Ornatos: motivos fitomorfos estilizados.,,,11
48,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Arca-cofre,35922,Regular,43,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/arca-cofre-3/,,madeira | metal | tinta,Doação,45,Minas Gerais,Serro (MG),,Localizado,fundição | marcenaria | policromia,,,,,,2º,"71,4",Séc. XVIII/XIX,,Boa,192/94,Federal | Tomb. em conjunto,,Minas Gerais | Mobiliário | Século XVIII/XIX,,,,,
"57,4",Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Baú,35918,Regular,"59,2",http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/bau-6/,,ferro | madeira | metal,Compra,44,Minas Gerais,Conceição do Mato Dentro (MG),,Localizado,fundição | marcenaria,,1984,,,,2º,112,Séc. XVIII/XIX,,Boa,159/94 | 84.28,Federal | Tomb. em conjunto,,Minas Gerais | Mobiliário | Século XVIII/XIX,,,,,
