Agente,Descrição,Document,Link do Item,Número do Programa,Título
Novos Baianos,"A mistura de rock com carnaval dos Novos Baianos é o tema desta edição do Estúdio F. Você vai conhecer a história da banda, desde os tempos em que viviam todos juntos num sítio no Rio, até estourar com muitos sucessos que entraram para a história, como “Preta pretinha”, “A menina dança” e “Swing de Campo Grande”, todas composições de Moraes Moreira e Luiz Galvão.",92753,https://www.funarte.gov.br/estudio-f/estudio-f-novos-baianos/,324,324 - Novos Baianos
Maria Bethânia,"Não mexe com ela, que ela é a menina de Oyá. De Santo Amaro da Purificação para Salvador, de lá para o espetáculo “Opinião” e, depois, para o altar da música popular brasileira, Maria Bethânia explode corações nesta edição do Estúdio F. Em pauta, seus grandes discos e os maiores sucessos – composições de Roberto Carlos a Caetano Veloso, além de Gonzaguinha, Chico Buarque e João do Vale, entre outros.

Clique aqui para ouvir o bloco 1

Clique aqui para ouvir o bloco 2

Clique aqui para ouvir o bloco 3",92741,https://www.funarte.gov.br/estudio-f/estudio-f-maria-bethania/,320,320 - Maria Bethânia
Capital Inicial,"Reunidos em 1982, da dissidência de grupos de punk rock, eles se firmaram como uma das bandas mais representativas da cena brasiliense do B-Rock, tornando-se um dos nomes mais longevos de sua geração. Entre seus maiores sucessos incluídos no repertório deste programa estão “Música urbana”, “Veraneio vascaína” e “Primeiros erros”, todos gravados na voz inconfundível do vocalista, Dinho Ouro Preto.",98931,https://www.funarte.gov.br/estudio-f/estudio-f-capital-inicial/,325,325 - Capital Inicial
Batatinha,"Oscar da Penha era seu nome de batismo, mas no samba ele era Batatinha, o diplomata do samba – criador de músicas como “Toalha da saudade”, “Diplomacia” e “O circo”, entre outras, que ele compunha batucando na caixinha de fósforos, quando não estava dando duro como gráfico – sua profissão. “Eu o coloco ao lado de um Nelson Cavaquinho e um Cartola”, definiu um de seus maiores fãs, Paulinho da Viola.",98934,https://www.funarte.gov.br/estudio-f/estudio-f-batatinha/,326,326 - Batatinha
,"“Ruim da cabeça ou doente do pé” é quem não gosta desse “negro forte destemido” que foi “duramente perseguido” e, depois de tantas batalhas, se tornou “a voz do morro”, “o rei dos terreiros”, símbolo nacional por excelência. Em comemoração ao centenário de lançamento do clássico “Pelo telefone” (assinado por Donga e Mauro de Almeida), em fins de 1916, o personagem desta edição do Estúdio F é o samba.",98938,https://www.funarte.gov.br/estudio-f/estudio-f-especial-100-anos-de-samba/,327,327 - Especial 100 anos de samba
Claudionor Germano,"Assim como a sombrinha colorida, os frevos dançantes e os estandartes que circulam com os blocos, ele é um dos símbolos do carnaval do Recife, com uma voz que lançou grandes sucessos de Capiba e Nelson Ferreira, entre outros grandes compositores. No repertório do programa, você vai ouvir “Evocação nº 1”, “É de amargar” e “A mesma rosa amarela”, entre outros clássicos da música brasileira.",98941,https://www.funarte.gov.br/estudio-f/estudio-f-claudionor-germano/,328,328 - Claudionor Germano
Ritchie,"Na década de 1980, quando o rock nacional criou sua identidade e alcançou grandes vendagens, esse legítimo cidadão inglês se tornou um dos maiores fenômenos da indústria fonográfica brasileira: Richard David Court, o Ritchie, que nesta edição do Estúdio F é lembrado não só pela inesquecível “Menina Veneno” (parceria com Bernardo Vilhena) como também por outros grandes sucessos.",99000,https://www.funarte.gov.br/estudio-f/estudio-f-ritchie/,348,348 - Ritchie
Áurea Martins,"Ela apareceu pela 1ª vez para o grande púbico em 1969, como vencedora do programa musical de TV “A Grande Chance”, de Flávio Cavalcanti, mas sua carreira foi construída mesmo na noite, na qual ela se firmou como uma das grandes divas do país. O repertório do programa é eclético como a própria Áurea: vai do samba ao jazz, do blues ao bebop, da velha fossa à bossa nova.",98997,https://www.funarte.gov.br/estudio-f/estudio-f-aurea-martins/,347,347 - Áurea Martins
Miguel Gustavo,"Com inspiração de compositor e um faro de autor de jingles publicitários, ele fez história na música brasileira, com canções que até hoje estão no imaginário do povo. Entre elas, estão a marcha “Pra frente Brasil” (tema consagrado com o tricampeonato mundial da seleção de futebol, conquistado em 1970, no México) e as sagas do impagável Kid Morengueira, cantadas por Moreira da Silva.",98994,https://www.funarte.gov.br/estudio-f/estudio-f-miguel-gustavo/,346,346 - Miguel Gustavo
Carlinhos Vergueiro,"Discípulo de Nelson Cavaquinho e Paulo Vanzolini, parceiro de Adoniran Barbosa e compositor inspirado de crônicas em forma de música, ele é um dos autênticos representantes do samba produzido em São Paulo. Sua voz e seu violão são seus companheiros na trajetória que é contada neste programa, indo dos festivais da canção ao universo do futebol – tema recorrente em sua discografia.",98991,https://www.funarte.gov.br/estudio-f/estudio-f-carlinhos-vergueiro/,345,345 - Carlinhos Vergueiro
Wanderlea,"Ao lado dos amigos Roberto e Erasmo Carlos, ela foi a musa da Jovem Guarda, cantando, dançando e lançando moda para o Brasil inteiro a partir da década de 1960, nas jovens tardes de domingo da TV Record. Dos rocks pioneiros que fizeram a cabeça da garotada às baladas românticas , a trajetória e os discos da ternurinha Wanderlea são os temas desta edição do Estúdio F.",98988,https://www.funarte.gov.br/estudio-f/estudio-f-wanderlea/,344,344 - Wanderlea
Passoca,"Menos conhecido como Marco Antonio Vilalba, ele é cantor, intérprete, compositor de belas modas e pesquisador de mão cheia. Depois de estrear artisticamente no trio de rock rural Flying Banana, marcou seu nome na história da musica caipira ao buscar novos caminhos harmônicos para a viola, aproximando os universos rural e urbano. No repertório estão perolas como “Sonora garoa” e “Suíte paulistana”.",98985,https://www.funarte.gov.br/estudio-f/estudio-f-passoca/,343,343 - Passoca
Lenine,"Ele se considera um “cantautor”, porque é antes de tudo um compositor que interpreta suas próprias canções, como os trovadores da Europa medieval ou os repentistas nordestinos. Mas seu violão também conquistou fãs pelo mundo todo. Recifense radicado no Rio, ele é um dos artistas mais originais da nossa música, trazendo para sua arte referências dos mais variados lugares e tempos.",98982,https://www.funarte.gov.br/estudio-f/estudio-f-lenine/,342,342 - Lenine
Fábio Júnior,"Ele surgiu em meados da década de 1970 com o pseudônimo de Mark Davis, mas logo assumiu sua identidade e se tornou um dos grandes sucessos da música romântica brasileira, além de galã de novela e apresentador de TV. Entre composições de sua autoria e versões de hits estrangeiros, o roteiro traz “Pai”, “Alma gêmea” e “Quando gira o mundo”, entre outros sucessos de seu repertório.",98979,https://www.funarte.gov.br/estudio-f/estudio-f-fabio-jr/,340,340 - Fábio Jr.
Carlos Gomes,"Muito antes da bossa nova ou da atuação de Carmen Miranda em Hollywood, ele saiu do interior de São Paulo para ser o pioneiro da nossa música a brilhar no exterior, em pleno século 19. O roteiro traz trechos de óperas de sua autoria, como “O Guarani” e “Fosca”, e também destaques de sua trajetória até se consagrar como o 1º  maestro brasileiro a reger no mítico Teatro Scala, de Milão.",98973,https://www.funarte.gov.br/estudio-f/estudio-f-carlos-gomes/,338,338 - Carlos Gomes
Moacyr Luz,"Andarilho da cidade, frequentador das entranhas dos botequins cariocas e camisa 10 de tantas rodas musicais, como o Samba do Trabalhador. Nesta edição do Estúdio F, vamos contar a história e cantar os sambas desse cantor e compositor que é a cara do Rio de Janeiro – cidade-musa de seu maior sucesso, o samba “Saudades da Guanabara” (com Aldir Blanc e Paulo Cesar Pinheiro).",98976,https://www.funarte.gov.br/estudio-f/estudio-f-moacyr-luz/,339,339 - Moacyr Luz
Irmãs Galvão,"Esta edição do Estúdio F nos leva à cidade de Sapezal, no interior de São Paulo, para reencontrar as raízes de uma das duplas mais queridas da música regional brasileira: as cantoras  e instrumentistas Meire e Marilene, que são as soberanas da música caipira. Ou... Como diziam os locutores de rádio dos anos 50: “Uma sanfona, um violão: duas jovens criativas formam o duo Irmãs Galvão.”",98970,https://www.funarte.gov.br/estudio-f/estudio-f-irmas-galvao/,337,337 - Irmãs Galvão
DJ Marlboro,"Nesta edição do Estúdio F você vai conhecer a trajetória de Fernando Luiz Mattos da Matta, o DJ Marlboro, que leva o som das comunidades do Rio para o mundo inteiro sacudir. Ele foi o autor da 1ª letra do funk carioca e misturou o som do Miami Bass com o batuque brasileiro. No repertório do programa, grandes sucessos e raridades do “som de preto, de favelado” que, “quando toca, ninguém fica parado”.",98967,https://www.funarte.gov.br/estudio-f/estudio-f-dj-marlboro/,336,336 - DJ Marlboro
Sidney Magal,"Com sensualidade de amante latino, ele conquistou milhares de fãs e se tornou um enorme sucesso romântico na década de 1970. Além de cantor, participou de filmes, musicais, dublagens e até novelas. Em sua inconfundível voz grave, lançou grandes hits como “Me chama que eu vou”, “Meu sangue ferve por você” e o maior sucesso de sua trajetória, “Sandra Rosa Madalena, a cigana”.",98962,https://www.funarte.gov.br/estudio-f/estudio-f-sidney-magal/,335,335 - Sidney Magal
Guilherme Arantes,"Dos festivais de música às trilhas das novelas da Globo, esse pianista, cantor e compositor paulistano se tornou um dos maiores ‘hitmakers’ da música brasileira, fazendo um pop que tem interfaces com o jazz, o rock e a balada. No repertório estão sucessos como “Planeta água”, “Meu mundo e nada mais”, “Deixa chover”, “Aprendendo a jogar”, “Lindo balão azul”, “Coisas do Brasil”, “Cheia de charme”…",98959,https://www.funarte.gov.br/estudio-f/estudio-f-guilherme-arantes/,334,334 - Guilherme Arantes
Lucina | Luli,"O ouvinte do Estúdio F pode até pensar que não as conhece, mas conhece sem saber, tamanho o número de artistas consagrados e famosos que gravaram suas composições. É de amor e de música que fala esta edição do Estúdio F, através das trajetórias das compositoras, cantoras e multi-instrumentistas que são o tema desta edição: Luli e Lucina, parceiras na vida e na obra.",98956,https://www.funarte.gov.br/estudio-f/estudio-f-luli-e-lucina/,333,333 - Luli e Lucina
Lô Borges,"Se o Clube da Esquina fosse um clube de fato, com endereço fixo, sua sede bem que poderia ser a residência da família Borges – da qual saíram grandes talentos, entre eles o letrista Márcio, o pianista Marilton e violonista e cantor Salomão Filho, o Lô, compositor de “O trem azul” (com Ronaldo Bastos) e “Paisagem da janela” (com Fernando Brant), entre outros grandes sucessos.",98953,https://www.funarte.gov.br/estudio-f/estudio-f-lo-borges/,332,332 - Lô Borges
Vassourinha,"Em apenas 19 anos de vida, esse cantor paulistano do bairro da Barra Funda fez história na música brasileira da chamada “era do rádio” com um jeito todo especial de dividir o fraseado do samba, com muita bossa e malemolência. Fez história tendo gravado apenas 12 músicas, entre elas clássicos do samba como “Emília” (Wilson Batista e Haroldo Lobo) e “Seu Libório” (João de Barro e Alberto Ribeiro).",98950,https://www.funarte.gov.br/estudio-f/estudio-f-vassourinha/,331,331 - Vassourinha
Luiz Caldas,"A história desse cantor e compositor soteropolitano vai muito além do sucesso imenso que ele fez com as músicas “Tieta” e “Fricote”, esta considerada marco inicial da axé music, em meados da década de 1980. De sua criatividade sem limites e de sua habilidade com múltiplos instrumentos saíram também exemplares do bolero, do tango, do samba, do jazz e do que mais fosse captado por sua antena musical.",98947,https://www.funarte.gov.br/estudio-f/estudio-f-luiz-caldas/,330,330 - Luiz Caldas
Jorge Goulart,"Foi no seu vozeirão de tenor – que lhe valeu o apelido de “Gogó de Ouro” – que o público conheceu grandes sucessos da música popular brasileira, como o samba “A voz do morro” (Zé Kéti) e a marchinha “Cabeleira do Zezé” (João Roberto Kelly), entre outras músicas. O casamento com Nora Ney, a militância socialista e os filmes que fez também fazem parte da história contada nesta edição.",98944,https://www.funarte.gov.br/estudio-f/estudio-f-jorge-goulart/,329,329 - Jorge Goulart
Agnaldo Timóteo,"Nesta edição do Estúdio F, todos os refletores se acendem para a trajetória de um dos maiores cantores românticos do país, que deixou sua Caratinga (MG) para tentar a sorte no Rio e trabalhou como motorista da cantora Ângela Maria, que lhe abriu as portas para o estrelato. Com seu vozeirão e um repertório pungente que inclui composições próprias, ele conquistou uma das maiores legiões de fãs do Brasil.",99003,https://www.funarte.gov.br/estudio-f/estudio-f-agnaldo-timoteo/,349,349 - Agnaldo Timóteo
Marcelo Nova,"Da Bahia colorida (tão conhecida pelos blocos de carnaval, pelas praias ensolaradas, pelo samba-de-roda e pelo axé) saiu esse que é um dos roqueiros mais contundentes da música brasileira, tanto em carreira solo – incluindo as parcerias memoráveis com o conterrâneo Raul Seixas – quanto à frente de seu grupo, o Camisa de Vênus. Ele é Marcelo Nova, personagem desta edição do Estúdio F.",98916,https://www.funarte.gov.br/estudio-f/estudio-f-marcelo-nova/,319,319 - Marcelo Nova
Riachão,"De toalhinha no pescoço, boina na cabeça e o olhar atento a tudo que se passa nas ruas e esquinas de Salvador, ele é a personificação do brasileiro sagaz. Autor de “Cada macaco no seu galho” (sucesso de Gilberto Gil e Caetano Veloso) e “Vá morar com o diabo” (que estourou na voz de Cássia Eller), entre outros sambas, ele é Clementino Rodrigues – ou simplesmente Riachão.",98913,https://www.funarte.gov.br/estudio-f/estudio-f-riachao/,318,318 - Riachão
Roque Ferreira,"Nascido no Recôncavo Baiano (onde até hoje é cantado e dançado nas festas), o samba-de-roda é a estrela desta edição do Estúdio F, que tem como tema a obra de Roque Ferreira, compositor da cidade de Nazaré das Farinhas (BA) que é autor de sambas grandes sucessos, como “Samba pras moças” (com Graziele) e “Água da minha sede” (com Dudu Nobre), ambos do repertório de Zeca Pagodinho.",98907,https://www.funarte.gov.br/estudio-f/estudio-f-roque-ferreira/,316,316 - Roque Ferreira
Arnaldo Antunes,"Ora experimental, ora pop, mas sempre cuidadoso com a palavra, o músico, poeta, compositor e artista visual paulistano Arnaldo Antunes é o personagem desta edição do Estúdio F, que vai de sua participação nos grupos Aguilar e Banda Performática e Titãs à bem-sucedida carreira solo. O repertório tem sucessos como “Comida” (com Marcelo Fromer e Sérgio Britto) e “De mais ninguém” (com Marisa Monte).",98904,https://www.funarte.gov.br/estudio-f/estudio-f-arnaldo-antunes/,315,315 - Arnaldo Antunes
Celso Viáfora,"Nesta edição do Estúdio F, vamos conhecer um compositor, cantor, instrumentista e arranjador que não tem medo de explorar todas as vertentes do samba e da MPB: o paulistano Celso Viáfora. No repertório selecionado do programa estão tanto as suas composições solo, quanto as parcerias com os cariocas Guinga e Ivan Lins, o paraense Nilson Chaves e o baiano Vicente Barreto.",98900,https://www.funarte.gov.br/estudio-f/estudio-f-celso-viafora/,314,314 - Celso Viáfora
Wilson das Neves,"O samba é seu dom... Aprendeu “a bater samba vendo o samba de pé no chão... No Império Serrano, a escola da sua paixão... No terreiro, na rua, no bar, gafieira e salão...” O grande baterista, cantor e compositor carioca – parceiro de Chico Buarque, Paulo César Pinheiro e Aldir Blanc, entre outros craques – é o personagem desta edição do Estúdio F, que relembra seus grandes discos e sua trajetória.",98897,https://www.funarte.gov.br/estudio-f/estudio-f-wilson-das-neves/,313,313 - Wilson das Neves
Maurício Tapajós,"“Mudando de conversa” (com Hermínio Bello de Carvalho), “Tô voltando” (com Paulo César Pinheiro) e “Querelas do Brasil“ (com Aldir Blanc) são os principais sucessos desse carioca que fez história não só como cantor e compositor, mas também confrontando a censura (que assolava o país nos anos do regime militar) e organizando a classe dos músicos na luta pelos direitos aurorais.",98891,https://www.funarte.gov.br/estudio-f/estudio-f-mauricio-tapajos/,311,311 - Maurício Tapajós
Ná Ozzetti,"Nesta edição do Estúdio F, prestamos homenagem a uma compositora e intérprete das mais originais da música popular brasileira. Uma artista que, dialogando com o passado e mirando o futuro, despontou no início dos anos 80 com um estilo inovador. Do repertório de Carmen Miranda ao grupo Passo Torto, passando pela Vanguarda Paulista, ela é Ná Ozzetti – personagem desta edição do programa.",99442,https://www.funarte.gov.br/estudio-f/estudio-f-na-ozzetti/,310,310 - Ná Ozzetti
Luiz Carlos da Vila,"Surgido nos pagodes da quadra do bloco Cacique de Ramos, ele se tornou um dos grandes poetas do samba, criando sucessos para o grupo Fundo de Quintal (“Doce refúgio”), Beth Carvalho (“O show tem que continuar”, dele com Arlindo Cruz e Sombrinha) e para sua amada Unidos de Vila Isabel, campeã em 1988 com “Kizomba, a festa da raça” (de sua autoria, com Jonas e Rodolpho).",98925,https://www.funarte.gov.br/estudio-f/estudio-f-luiz-carlos-da-vila/,323,323 - Luiz Carlos da Vila
Altamiro Carrilho,"Ele é um dos grandes flautistas da história da música popular brasileira – além de estrela dos primórdios da TV, band leader carismático, compositor criativo ao extremo e artista dos mais produtivos do país. Nesta edição do Estúdio F, a flauta de Altamiro Carrilho nos leva a uma viagem pela história da música brasileira: de chorões pioneiros do século 19 aos sucessos de Chico Buarque, Cartola e Roberto Carlos.",98910,https://www.funarte.gov.br/estudio-f/estudio-f-altamiro-carrilho/,317,317 - Altamiro Carrilho
Ivan Lins,"Cantor, compositor e pianista carioca, ele surgiu na era dos festivais e emplacou dezenas de grandes sucessos, alguns deles gravados por artistas do quilate de Elis Regina, George Benson e Ella Fitzgerald. Abre alas, que esta edição do Estúdio F conta história de Ivan Lins. No repertório estão sucessos como ""Madalena"", ""Vitoriosa"", ""Lembra de mim"", ""Cartomante"" e ""Aqui é o meu país"".",103810,https://www.funarte.gov.br/estudio-f/estudio-f-ivan-lins/,358,358 - Ivan Lins
Odair José,"Ele nasceu em Morrinhos no interior de Goiás, mas foi no Rio de Janeiro que, nos anos 70, se tornou um legítimo representante da MPC – Música que o Povo Canta. Ficou conhecido, entre outros títulos, como o Bob Dylan da Central do Brasil. Mas sempre derrubando preconceitos, conquistou de A a Z. Com vocês nesta edição do Estúdio F: Odair José!",162209,https://www.funarte.gov.br/estudio-f/estudio-f-odair-jose/,109,109 - Odair José
Noca da Portela,"Hoje o Estúdio F se veste de azul e branco para contar a vida de um dos grandes compositores da música popular brasileira. Mineiro radicado no Rio de Janeiro, ele é um dos baluartes da Portela, tradicional escola de samba do bairro de Madureira. Amigo leal e torcedor do Fluminense (assim como Donga e Cartola), ele é autor de músicas que caíram no gosto popular em vozes marcantes como as de Maria Bethânia, Zeca Pagodinho, Candeia e Paulinho da Viola. É provável que já tenha ouvido ou saiba cantar algum dos sucessos dele, que na carteira de identidade atente por Osvaldo Alves Pereira, mas que no samba é Noca da Portela. Vem com a gente, pois (enquanto houver samba) a alegria continua.",,https://www.funarte.gov.br/estudio-f/estudio-f-noca-da-portela/,392,392 - Noca da Portela
Synval Silva,"Poucos sabem que o samba “Adeus, Batucada”  foi composto por um mineiro cheio de talento, responsável por outros sucessos que estouram na “era de ouro do rádio brasileiro”, principalmente na voz de Carmen Miranda. É a história desse compositor e cantor que contaremos no programa de hoje: com vocês, a trajetória e o gingado de Synval Silva!",111736,https://www.funarte.gov.br/estudio-f/estudio-f-synval-silva/,390,390 - Synval Silva
Paulo Moura,"Na história da música brasileira, são poucos os nomes que escapam da classificação dentro de um gênero musical específico, de uma turma ou época. Mais raros ainda são aqueles atravessam gerações e mais gerações e, em cada uma delas, dão uma contribuição fundamental. É o caso da história que a gente vai contar nesse programa: a história do menino negro que recebeu uma clarineta do pai e (com ela) frequentou bailes de subúrbio, orquestras de concerto, clubes de jazz em Nova York, rodas de choro, grandes discos de bossa-jazz, trilhas de cinema... Neste Estúdio F, a música (ou melhor, as músicas) de Paulo Moura.",111733,https://www.funarte.gov.br/estudio-f/estudio-f-paulo-moura/,389,389 - Paulo Moura
Mamonas Assassinas,"Eles chegaram em 1995, invadiram as rádios, os programas de variedades da televisão e as festas de todo o Brasil com uma mistura de música e deboche e depois... se foram em um trágico acidente, deixando milhares de crianças e adolescentes atordoados em luto. Lançaram apenas um disco, que mais parecia uma coletânea de sucessos. Milhares de pessoas lotavam seus shows em estádios pelo país. Até hoje, suas piadas em forma de rock são lembradas pelos fãs e já conquistaram plateias que nem eram nascidos quando eles se foram. Este Estúdio F é uma homenagem aos Mamonas Assassinas!",111728,https://www.funarte.gov.br/estudio-f/estudio-f-mamonas-assassinas/,384,384 - Mamonas Assassinas
Sebastião Tapajós,"Sabe lá, ouvinte, quantas riquezas se escondem na imensa floresta amazônica? Quantas espécies animais a serem descobertas? Árvores e mais árvores a serem catalogadas? Alimentos poderosos, remédios sonhados, venenos e antídotos, rios e igarapés? Lendas, mistérios, línguas, danças, arte pra ver, sentir e ouvir... E artistas como o personagem dessa edição do Estúdio F: um paraense reconhecido no mundo todo pela categoria de seu violão e suas composições. Artista que (com maestria e refinamento) aliou o rigor da música de concerto aos ritmos e sons populares e folclóricos do Brasil, dividindo palco com artistas como Gerry Mulligan, Oscar Peterson, Paquito D’Rivera e Astor Piazzola. Com vocês, a grande arte de Sebastião Tapajós.",111724,https://www.funarte.gov.br/estudio-f/estudio-f-sebastiao-tapajos/,381,381 - Sebastião Tapajós
Alípio Martins,"Localizado na região norte do Brasil, o Pará é dono de um rico patrimônio histórico – material e imaterial. Com manifestações culturais muito populares (como o Círio de Nazaré, a Marujada, o Boi Bumbá, o Carimbó, entre outras) o estado também é um dos grandes produtores de música do nosso país, com vários cantores que ganharam projeção nacional e divulgam a cultura paraense. Nesta edição do Estúdio F contaremos a história de um desses artistas paraenses: cantor, compositor, produtor, defensor do carimbó e dono de um humor especialíssimo, repleto de duplos sentidos. Com vocês, a história e as canções de Alípio Martins.",111716,https://www.funarte.gov.br/estudio-f/estudio-f-alipio-martins/,380,380 - Alípio Martins
Michael Sullivan & Paulo Massadas,"Dupla de compositores de muito destaque na década de 1980, eles emplacaram sucessos em tudo quanto foi gênero musical, caindo no gosto de brasileiros de todas as idades, credos e cantos do país. São deles baladas que se mantém popularíssimas, como “Um dia de domingo”, “Deslizes” e “Amanhã talvez”, além de clássicos românt-cos como “Nem morta”, “Leva” e “Amor perfeito”, hits infantis como “Lua de cristal” e “É de chocolate”, o rock retrô “Whisky a go-go” e muitos outros retratos dos anos 80. Primeiro exemplar do repertório deste Estúdio F tem como tema a obra de Michael Sullivan e Paulo Massadas. ",111712,https://www.funarte.gov.br/estudio-f/estudio-f-michael-sullivan-paulo-massadas/,379,379 - Michael Sullivan &amp; Paulo Massadas
Adelino Moreira,"Cuidado, ouvintes, que nesta edição do Estúdio F, serão muitas as dores de amor, traições, saudades derramadas e outras dores-de-cotovelo que vão passar pelo repertório do programa. Um repertório, aliás, que é uma espécie de pequena antologia do bolero, afinal, nosso personagem é um dos craques da matéria: o português Adelino Moreira, compositor de “Negue”, “A volta do boêmio” e outros grandes sucessos do nosso cancioneiro.",111708,https://www.funarte.gov.br/estudio-f/estudio-f-adelino-moreira/,378,378 - Adelino Moreira
Leci Brandão,"“O samba é filho da dor”, já disse o poeta Caetano Veloso. Nasceu nas favelas, escrito e cantado por gente pobre, em maioria negra. E, se o samba serve para expurgar o sofrimento durante o carnaval, pode ser também um canal para transmitir ideias transgressoras, levantar bandeiras, lutar por causas, acusar preconceitos que insistem em não desaparecer. Este Estúdio F homenageia uma artista que escreve e canta – entre dores de amor e exaltações à Mangueira – samba para fazer pensar. Com vocês, a guerreira do samba Leci Brandão!",111703,https://www.funarte.gov.br/estudio-f/estudio-f-leci-brandao/,376,376 - Leci Brandão
Amelinha,"Quando o assunto é a produção musical brasileira, quase sempre na linha de frente estão Rio de Janeiro, Bahia, São Paulo, Minas Gerais... Tremendo equívoco, não só pelo tamanho do país, como também pelo vasto universo que é a música popular brasileira. Entre os outros brasis que fazem parte desse mosaico, um dos mais emblemáticos é o Ceará: estado nordestino que o abolicionista José do Patrocínio definiu como Terra da Luz, mas que poderia ser também a terra das jangadas, de praias lindas... E, posteriormente, de grandes comediantes como Chico Anysio, Renato Aragão e Tom Cavalcante, entre tantos outros. Na música, é igualmente precioso o legado cearense, construído por craques como Raimundo Fagner, Ednardo, Belchior... E a intérprete que é personagem desta edição do Estúdio F: dona de uma voz única que deu vazão não só à obra dos grandes compositores de seu estado como à de outros músicos brasileiros. Com vocês: Amelinha.",111699,https://www.funarte.gov.br/estudio-f/estudio-f-amelinha/,375,375 - Amelinha
Miúcha,"Diga-me com quem andas e... O velho-velhíssimo ditado sobre a importância de se ter boas companhias parece ter sido feito sob medida pra personagem dessa edição do Estúdio F. Cantora que é dona de uma belíssima trajetória, de um repertório melhor ainda e companheiros artísticos acima de qualquer suspeita. Gente da estirpe de Tom Jobim, João Gilberto, Vinicius de Moraes, Chico Buarque... Nomes do primeiro time da música popular brasileira, todos presentes (e recorrentes) em sua discografia irretocável, elegante, brasileiríssima. Senhoras e senhores: Miúcha.",111691,https://www.funarte.gov.br/estudio-f/estudio-f-miucha/,372,372 - Miúcha
Tetê Espíndola,"Dentro do universo vasto de singularidades que é a música brasileira, é difícil achar uma artista mais singular do que ela. Cantora que a gente reconhece em uma nota, de tão especial que é sua voz aguda de soprano. Compositora das coisas da floresta que (como bem definiu Itamar Assumpção) defende a ecologia sem demagogia, afinal é parte dela. Artista de fortes raízes pantaneiras e, ao mesmo tempo, absolutamente livre para experimentar, ousar, provocar, surpreender. Neste Estúdio F, todos os pássaros na garganta (e outros encantos) de Tetê Espíndola.",111695,https://www.funarte.gov.br/estudio-f/estudio-f-tete-espindola/,374,374 - Tetê Espíndola
Guttemberg Guarabyra,"Compositor versátil, inovador e criativo, esse baiano da cidadezinha de Barra deixou sua marca em festivais, telenovelas e até nos comerciais de TV. Um dos pais do “Rock Rural”, ele compôs músicas que seriam eternizadas tanto em seu dueto com Luiz Carlos Sá ou no trio desses dois com Zé Rodrix. Estamos falando de Guttemberg Guarabyra, personagem deste Estúdio F. ",111654,https://www.funarte.gov.br/estudio-f/estudio-f-guttemberg-guarabyra/,391,391 - Guttemberg Guarabyra
Xangô da Mangueira,"Rei do partido alto, diretor de harmonia, o samba em pessoa, grande baluarte do carnaval e da música brasileira. Na sua voz ancestral, estão as raízes não só do próprio samba, como também da da escola-com-nome-de-árvore que faz parte do seu nome: Xangô da Mangueira é o personagem deste Estúdio F.",111678,https://www.funarte.gov.br/estudio-f/estudio-f-xango-da-mangueira/,368,368 - Xangô da Mangueira
Neguinho da Beija-Flor,"Ele é uma das figuras mais conhecidas do carnaval do Rio de Janeiro. Seu grito de guerra é o sinal mais evidente de que a folia começou. Seu sorriso e simpatia abriram as portas para o seu talento se manifestar em todos os cantos do mundo. Além de ter a potência vocal exigida de todos os puxadores de samba, possui uma afinação e uma sensibilidade que o tornaram um intérprete de todas as vertentes do samba, em qualquer época do ano. Mas é durante o carnaval que, há décadas, ele empresta o seu brilho para a Beija-Flor desfilar na Marquês de Sapucaí. Já sabem de quem estamos falando, não é? Neste Estúdio F: olha o Neguinho da Beija-Flor aí, gente!",111683,https://www.funarte.gov.br/estudio-f/estudio-f-neguinho-da-beija-flor/,369,369 - Neguinho da Beija-Flor
Carolina Cardoso de Menezes,"Ela nasceu em uma família de músicos e desde muito pequena desenvolveu um senso rítmico que fez dela – desde muito cedo – um ícone da música popular brasileira. Ela foi solista, pianista acompanhadora, compositora, pianeira e (ao longo de sua carreira) gravou inúmeros sambas, choros, baiões e tantos outros ritmos... Com vocês, a história da mulher que ficou conhecida pela bossa com que tocava o piano: Carolina Cardoso de Menezes!",111687,https://www.funarte.gov.br/estudio-f/estudio-f-carolina-cardoso-de-menezes/,373,373 - Carolina Cardoso de Menezes
Léo Jaime,"Brasil, anos 80. Em meio ao turbilhão político da época, a juventude brasileira se unia para a retomada da democracia. Na música não poderia ser diferente. Foram muitos os personagens que surgiram para cantar a realidade do país. O Brasil encontrou um novo grito de liberdade no chamado ""rock nacional"" ou ""BRock"". Entre tantas figuras marcantes, uma se destacava pelo bom humor, o deboche, letras inteligentes e uma alta dose de romantismo. O nosso homenageado de hoje é cantor, compositor, ator, jornalista e apresentador de TV. Nascido em Goiânia, é talvez o mais carioca dos não cariocas. Um artista de múltiplas faces e hits que marcaram época. Este Estúdio F vai passear pela vida e obra de Léo Jaime.",111568,https://www.funarte.gov.br/estudio-f/estudio-f-leo-jaime/,341,341 - Léo Jaime
Vitor Ramil,"Na contramão da “terra de samba e pandeiro” que “canta e é feliz”, o Brasil desse cantor, compositor e escritor gaúcho é introspectivo, milongueiro, profundo. Rural, urbano e minimalista. Brasileiro e cosmopolita, como a música de Vítor Ramil: personagem deste Estúdio F.",111573,https://www.funarte.gov.br/estudio-f/estudio-f-vitor-ramil/,352,352 - Vitor Ramil
