Acervo,Altura,Autor,Categoria,Classificação,Coleção,Comprimento,Código Thesaurus,Data de aquisição,Data de produção,Denominação,Destaque no acervo,Document,Fonte de aquisição,Histórico/Observação,Largura,Link do Item,Local de produção,Marcas/Inscrições,Material,Modo de aquisição,Número de registro,Procedência,Resumo descritivo,Situação,Técnica,Título,Diâmetro,Tema,Outros números,Profundidade,Peso,Exposições
Artes Visuais,96,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.06,1952,Século XIX,Banco-Arca,,76937,Igreja do Ferreiro,,264,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/banco-arca-3/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Madeira > Cedro,Transferência,52.026/030.037,Arraial do Ferreiro | Igreja de São João Batista do Ferreiro,"Encosto reto sustentado por 03 traves verticais encimadas por ponteiras quadrangulares, das colunas das pontas saem os braços em volutas. Assento reto em tampa. Seis pés retos sustentados por duas traves na frente e costas; 02 traves laterais e uma no centro.",Localizado,Técnica em Madeira > Marcenaria | Técnica em Metal > Torneado,Banco-Arca,,Religioso,,36,,
Artes Visuais,81,José Francisco Hutim,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.05,1952,Século XVIII > 1760,Mesa,,76935,Umbelino Galvão de Moura Lacerda,"José Francisco Hutim, proprietário da fazenda Barrigudo, no município de Goiás. Estilo seiscentista. “Mesa registrada no livro com o nº 45 e assinalada na relação da D.P.H.A.N. com o nº 8”. Vide bilhete de Umbelino Galvão em pct. “Acervo Museológico”.",126,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/mesa-3/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Madeira > Aroeira,Doação,52.025/030.036,"Cidade de Goiás, Goiás | Fazenda Barrigudo | Umbelino Galvão de Moura Lacerda","Mesa de madeira aroeira, versão simplificada de padrão erudito seiscentista, pés e travejamento completo em bolachas, sustentados por 04 travessões também em bolachas. Tampo em duas tábuas de encaixe retangular, caixa para gaveta retangular.",Localizado,Técnica em Madeira > Marcenaria | Técnica em Metal > Torneado,Mesa,,,Nº 51,79,,
Artes Visuais,71,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.07,1952,Século XVIII,Cartela,,76933,Igreja de Nossa Senhora do Pilar de Ouro Fino,"Cartela do remate do arco cruzeiro da igreja. Doação feita por sua Exª Revma. D. Cândido Penso. Estilo barroco, da 1ª metade do séc. XVIII. Essa peça faz parte do retábulo do Altar Mor da Igreja de N. Senhora do Pilar de Ouro Fino, sob o mesmo nº.",85,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/cartela-2/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Madeira,Doação,52.024/030.035,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,Cartela retangular com frontão em volutas com panejamento. Motivo central circular com entalhes fitomorfos.,Localizado,Técnica em Madeira > Entalhe,Cartela,,Religioso,Nº 11,,,
Artes Visuais,"3,3",Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.07,26/07/1952,Século XVIII,Retábulo,,2585,Igreja de Nossa Senhora do Pilar de Ouro Fino,"Doação feita por sua Exª Revma. D. Cândido Penso. Estilo barroco, da 1ª metade do séc. XVIII. Essas peças do retábulo do Altar Mor da Igreja de N. Senhora do Pilar de Ouro Fino, estão muito deterioradas por terem ficado muito tempo soterradas sob os escombros das paredes que ruíram sobre ele. Foram retiradas pela DPHAM e doadas ao Museu das Bandeiras para serem mais tarde restauradas. Faz conjunto c/ a cartela de mesmo nº.","2,58",http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/retabulo/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Madeira,Doação,52.024/030.035,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Frontão curvo, arrematado por volutas, ladeado por guirlandas, encimado por cartela recortada com decoração em vieira. Colunas e pedestais com curvas, contra curvas e volutas, com decoração de folha de acanto, ladeado por guirlandas. Duas tiras floridas terminadas por vieiras.",Localizado,Técnica em Madeira > Entalhe,Retábulo (conjunto),,Religioso,Nº 11,,,
Artes Visuais,122,Não identificado,Interiores > Acessório de Interiores,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.04,1952,Século XVIII,Banco-Arca,,76929,Não identificada,"Comprado de Sebastião Basílio de Oliveira por 600,00. Consta no livro de inventário (nº 06)",272,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/banco-arca-2/,Brasil > Goiás > Pirenópolis,Ausência de inscrições,Madeira,Compra,52.023/030.034,Pirenópolis,"Banco Arca com encosto ovalado, recortado com 03 pontas, contornado por friso inciso com desenhos de volutas; o assento retangular é móvel por servir de tampa para a arca; laterais encurvadas em forma de “C” com volutas incisas. Caixa com duas almofadas incisas e fecho de metal com dobradiça; parte superior arredondada; lingüeta com frisos. Na caixa, parafuso com argola.",Localizado,Técnica em Madeira > Marcenaria | Técnica em Papel > Recorte,Banco-Arca,,,Nº 67,51,,
Artes Visuais,53,Não identificado,Interiores > Acessório de Interiores,05 Interiores > 05.1 Acessório de Interiores,Acervo Museológico,,05.01.01,26/07/1952,Século XVIII,Peanha,,76927,Igreja de Nossa Senhora do Pilar de Ouro Fino,Vide recibo em pct Acervo Museológico. Doação da Diocese de Goiás.,37,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/peanha/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Madeira,Transferência,52.022/030.033,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Base retangular com ângulos batidos. Corpo abaulado, pintado de verde com ângulos vermelhos e na parte frontal reserva branca com cercadura azul.",Localizado,Técnica em Madeira > Policromia | Técnica em Metal > Torneado,Peanha,,Religioso,,17,,
Artes Visuais,35,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.06,1952,Século XVIII,Pia Ritual,,76925,Igreja de Nossa Senhora do Pilar de Ouro Fino,"Segundo o Inventário de Lígia Martins Costa, 1963, essa pia é de piçarra. Doação da Diocese de Goiás.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/pia-ritual-3/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Calcário > Calcáreo róseo,Doação,52.021/030.032,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Pia Batismal esculpida em calcáreo róseo, forma arredondada, na borda dois frisos entalhados. Base quadrangular.",Localizado,Técnica em Madeira > Entalhe | Polimento,Pia Batismal,64,Religioso,16 | 24,,,
Artes Visuais,,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,195,04.04.05,1952,Século XVIII,Tábua,,76923,Igreja do Carmo da Cidade de Goiás,,36,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tabua/,Brasil > Goiás,Ausência de inscrições,Madeira,Coleta,52.020/030.031,"Cidade de Goiás, Goiás | Igreja de Nossa Senhora do Carmo","Tábua pintada com flores e rocalha, nos tons branco, azul, vermelho. Na parte superior cordão com borla.",Localizado,Técnica em Pintura > Pintura,Tábua de teto,,Religioso,9 | 16,,,
Artes Visuais,77,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.04,1952,Século XVIII,Cartela,,76919,Igreja de Nossa Senhora do Pilar de Ouro Fino,Doação da Diocese de Goiás.,92,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/cartela/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Madeira,Transferência,52.019/030.030,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Cartela recortada em curvas e contra curvas. Com entalhes fitomorfos. No centro reservas com curvas e contra curvas incisas, terminando por vieira.",Localizado,Técnica em Madeira > Entalhe | Técnica em Madeira > Marcenaria,Cartela,,Religioso,,,,
Artes Visuais,101,Não identificado,Artes Visuais > Pintura,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Acervo Museológico,,02.06.01,1952,Século XVIII,Quadro,,76917,Não identificada,"Adquirido por Edgard Jacintho, arquiteto do IPHAN, encarregado da área tombada da Cidade de Goiás.",109,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/quadro/,Não identificado,Ausência de inscrições,Quadro,Compra,52.018/030.029,Não identificada,"No centro figura representando Santa Agatha com espada trespassando os seios. À direita 03 anjos, um dos quais, segura panejamento vermelho.",Localizado,Não identificada,Suplício de Santa Ágatha,,Religioso,,,,
Artes Visuais,17,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.03,1952,Século XVIII,Pia Ritual,,76915,Igreja de Nossa Senhora do Carmo,,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/pia-ritual-2/,Brasil > Goiás,Ausência de inscrições,Pedra > Pedra sabão,Doação,52.017/030.028,"Cidade de Goiás, Goiás | Igreja de Nossa Senhora do Carmo","Pia de Água Benta, talhada em pedra sabão, com rebordos ondulados, formato circular, com suporte para fixar na parede. No interior entalhado uma flor.",Localizado,Técnica em Madeira > Entalhe,Pia de água benta,22,Religioso,17,,,
Artes Visuais,83,Cincinato da Mota Pedreira,Interiores > Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.03,1952,Século XIX,Mesa,,981,Palácio Conde dos Arcos,"Peça proveniente da Casa dos Governadores. Feita por Cincinato da Mota Pedreira para o jardim do Palácio Conde dos Arcos. Veio p/ o Museu das Bandeiras em 1952. Emprestada ao Palácio Conde dos Arcos, mediante termo de empréstimo, em 01/04/2008, sob a responsabilidade da então Diretora Girlene Chagas Bulhões.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/mesa-2/,Brasil > Goiás,Brasão com uma coroa de 03 pontas,Pedra > Pedra sabão,Doação,52.016/030.027,Palácio Conde dos Arcos,"Mesa em pedra sabão com tampo redondo, apoiado por uma coluna. Base redonda, no tampo uma coroa com três pontas.",Localizado,Técnica em Madeira > Entalhe,Mesa de Jardim,102,,,,,Palácio Conde dos Arcos
Artes Visuais,122,Não identificado,Interiores > Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.02,1952,Século XIX,Banco-Arca,,76913,Igreja de Nossa Senhora do Pilar de Ouro Fino,"Consta no livro de inventário, sob o nº 05.",222,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/banco-arca/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Madeira,Doação,52.015/030.026,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Faces laterais com recorte em curva formando os braços e recebendo o encosto também com recortes na parte superior. Assento fixo encaixado nas faces laterais, no centro local onde se colocava o fecho central.",Localizado,Encaixe | Técnica em Madeira > Marcenaria | Técnica em Papel > Recorte,Banco-Arca,,Religioso,40,52,,
Artes Visuais,52,Não identificado,Artes Visuais > Escultura Religiosa,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Acervo Museológico,,02.03.02,1952,Século XVIII,Crucifixo,,76911,Não identificada,,"26,5",http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/crucifixo/,Brasil > Goiás,Ausência de inscrições,Madeira,Doação,52.014/030.025,Não identificada,"Crucifixo de madeira, com imagem de Cristo. Corpo em pé, de frente, posição de crucificação. Cabeça pendida, inclinada a direita. Cabelos meio longo e lisos. Pescoço curto, atarracado. Barba curta, pintada. Olhos abertos para baixo, pintados. Nariz aquilino. Braços de encaixe levantados par cima. Pernas flexionadas, pé direito sobre o esquerdo. Pintado de branco, cabelos e barba pretos. Marcas vermelhas imitando manchas de sangue. Perisônio com frisos dourados. Cristo: altura 25, largura 19.",Localizado,Técnica em Madeira > Entalhe,,,Religioso,,,,
Artes Visuais,20,Não identificado,Artes Visuais > Escultura Religiosa,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Acervo Museológico,,02.03.01,1953,Século XVIII,Santa,,76909,Não identificada,"Supõe-se ser Nossa Senhora da Conceição. Consta no Inventário de Lígia Martins Costa, 1963. Encontra-se ao lado da peça 83.038/030.176 (Cristo, doado por Zoroastro Artiaga). PS: Edgard Jacintho da Silva adquiriu do Sr. José de Castro Berquó, em nov/1953, uma pequena imagem de madeira, N. S. da Conceição, vide recibo em pct. Acervo Museológico.",8,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/santa/,Não identificado,Ausência de inscrições,Madeira,Transferência,52.013/030.024,Não identificada,"Corpo em pé, posição frontal. Cabeça erguida, meio inclinada a direita. Olhos abertos, boca fechada, nariz achatado, fisionomia triste, queixo em bola. Perna esquerda apoiada. Cabelo curto, ondulado. Pescoço curto, atarracado. Braço direito estendido a frente. Túnica longa, manto ¾ e véu curto.",Localizado,Técnica em Madeira > Entalhe,Nossa Senhora da Conceição,,Religioso,31,,,
Artes Visuais,44,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.02,1952,Século XVIII,Fragmento,,76907,Igreja de Nossa Senhora do Pilar de Ouro Fino,Doação da Diocese de Goiás.,28,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/fragmento/,Brasil > Goiás > Município de Goiás,Ausência de inscrições,Madeira,Doação,52.012/030.023,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Forma triangular, entalhado com cartela decorada por elementos florais.",Localizado,Técnica em Madeira > Entalhe,Fragmento do altar de Ouro Fino,,Religioso,,,,
Artes Visuais,87,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.01,23/08/1953,Século XVIII,Mesa,,76905,José de Castro Berquó,"Pertenceu a Fazenda Lagoinha, Município de Goiás. Compra feita por Edgard Jacintho da Silva a José Berquó pela quantia de 10.000,00. Tampo redondo possivelmente acrescentado a armação, posterior a sua confecção. Vide recibo em pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/mesa/,Brasil > Goiás,Ausência de inscrições,Madeira,Compra,52.011/030.022,"José de Castro Berquó, Fazenda Lagoinha, município de Goiás.","Mesa de tampo redondo sobre caixa quadrada. Quatro pernas torneadas, sustentadas por 02 traves torneadas. Pés torneados, ovais.",Localizado,Técnica em Madeira > Marcenaria | Técnica em Metal > Torneado,Mesa,99,,39,,,
Artes Visuais,41,Não identificado,Comunicação > Documento,10 Comunicação > 10.1 Documento,Acervo Museológico,,10.1.01,1952,Século XIX > 1881,Missal,,76901,Adélia Ludovico Galvão,"Missale Romanum, em língua latina, utilizado pelo padre durante a celebração da missa. Com capa de couro filetado a ouro.",28,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/missal/,Não identificado,Inscrições múltiplas,Couro | Papel,Doação,52.010/030.021,Adélia Ludovico Galvão,"Forma retangular, capa cor preta com margens horizontais e verticais duplas em linhas douradas. Trás no centro da capa uma cruz em linhas douradas. Com capa de couro filetado a ouro.",Localizado,Impressão,Missal Romano,,Religioso,12,9,,
Artes Visuais,68,Não identificado,Trabalho > Equipamento de Artistas/Artesãos,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Acervo Museológico,,06.03.01,1952,Século XVIII,Bigorna,,76899,Cônego J. Trindade,Supõe-se ser a 1ª bigorna do Estado de Goiás. Usada para martelar e moldar peças de ferro e outros metais. Foi transportada de S. Paulo p/ Goiás em 28/07/1952. Vide nota do transporte em pct. Acervo Museológico.,29,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/bigorna/,Brasil > Goiás,Ausência de inscrições,Metal > Ferro,Doação,52.009/030.020,Cidade de Formosa | Cônego J. Trindade,"Peça de ferro, formato triangular nas 02 faces laterais, base retangular para fixar no chão.",Localizado,Técnica em Metal > Fundição,Bigorna de ferro,,,10,,175 k,
Artes Visuais,109,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,,04.04.01,1952,Século XVIII,Pia Ritual,,76897,Igreja Santa Efigênia,"“Pia Batismal antropomorfa, raríssimo exemplar de arte afro-brasileira”, segundo Paulo Bertran. Foi adquirida por Edgard Jacintho da Silva, DPHAN, no interior do Estado de Goiás, por Cr$ 500,00. Vide pct. Acervo Museológico.",36,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/pia-ritual/,Brasil > Goiás,Ausência de inscrições,Madeira > Cedro,Doação,52.008/030.019,Igreja da Santa Efigênia | Niquelândia | São José do Tocantins,"Pia ritual. Negro portador de vaso, em cedro, em 02 secções, base representando figura de negro de pé, posição frontal, cabelos entalhados curtos ondulados, olhos abertos, nariz achatado, boca fechada, braços flexionados para cima, mãos sobre a cabeça, pernas com joelhos flexionados, pés com pequeno afastamento em diagonal. Busto nu com tanga. Sobre a cabeça pia com entalhe formando caneluras, 02 com folhas de acanto, 02 com folha de acanto encimado por cabeça humana. Borda circular, peanha retangular com ângulos batidos.",Localizado,Técnica em Madeira > Entalhe,Pia Batismal,32,Religioso,,,,
Artes Visuais,26,Não identificado,Medição/Registro/Observação/Processamento > Instrumento de Precisão,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,Acervo Museológico,,14.1.10,1952,Século XVIII > 1775,Quinteiro,Sim,76895,Casa de Fundição de Vila Boa,"Veio com 09 medidas. Vide 52.001/030.001 a 52.001.VIII/030.009.
Objeto em formato de pote com tampa e alças, servia para guardar as medidas de peso do ouro em pó para a cobrança do Quinto sobe a responsabilidade do intendente nas Casas de Fundição que tinha o objetivo tanto da arrecadação quanto o encaminhamento as Casas da Moeda para fundição e posteriormente à Coroa de Portugal.
O ciclo do ouro na Capitania de Goyazes não demorou muito para o seu esgotamento, um pouco mais que seis décadas. Em tese, os estudiosos do tema afirmam que em 1754 eram extraídos em torno de quarenta arrobas de ouro e em 1820 – final do ciclo, menos de uma arroba era coletado. 
O ouro extraído das minas tinham que ser controlados para que a arrecadação do quinto fosse eficaz. Com isso, através do Conselho Ultramarino (criado em 1643, Portugal, destinado à administração da fazenda e controle do comercio para as Índias), o território goiano fora mapeado e somente as estradas oficiais poderiam ser utilizadas principalmente por comerciantes numa tentativa de combate ao contrabando e sonegação de pagamento do tributo. “Somente o caminho iniciado pelas bandeiras paulistas, ligando Goiás a São Paulo e Rio de Janeiro permanecia aberto. Os acessos ao Pará e Maranhão, pelo Tocantins ou o Araguaia, os caminhos ao Piauí e à Bahia, e o percurso que dava acesso a Minas Gerais nas proximidades do rio São Francisco, ficavam interditados.” (CARDOSO, 2018. p.4). 
A administração política destes caminhos iniciou-se em meados de 1732. A Carta Régia de 1730 já determinava que poderia haver somente um caminha para o escoamento do minério e comercializações diversas para que o controle do comercio fosse mais eficaz possibilitando maior arrecadação do quinto e de outros impostos: “(...) além de fazer assentamento sobre o transporte do ouro e a cobrança do quinto, cuidava também da cobrança do imposto das entradas, que incidia sobre as pessoas, mercadorias e animais que entravam numa Capitania. Proibir comunicação com outras partes da Colônia que não fosse pela Estrada Real era a maneira encontrada para que se pudesse exercer maior controle sobre comerciantes e mineiros.” (MARCONDES, p. 32. 2011). 
Esses registro e geopolíticas de controle de estradas das colônias, os documentos relacionados à cobrança dos impostos entre outros documentos de controle social e arrecadação de tributos podem ser encontrados no Arquivo Histórico Ultramarino em Portugal. 
Estudiosos afirmam que, por volta de 1818 encontravam mulheres trabalhando na extração de ouro no então descoberto as minas de Anicuns. Elas descobriram ouro nas minas. Pela pouca quantidade de minério encontrado, esta mina foi desativa. No entanto esta fato comprova que haviam mulheres trabalhando em garimpos nas Capitanias de Goyazes. 
O minério extraído era o ouro em pó, moeda de troca naquela época. Para o aumento da renda destas mulheres, elas fabricavam doces e vendiam nas lavras que passaram a ser chamadas de “negras de tabuleiro” – eram tanto mulheres alforriadas ou pardas livres. Como este ouro iriam direto para as mãos das trabalhadoras, a partir da extração do minério, com as vendas das quitandas, contrabando ou até pelos minérios furtados pelos escravizados, esta prática fora proibida por não passar pela contabilidade da arrecadação do quinto.
Não houve acumulo de ouro na capital, a maior parte era enviada para a Capitania de Mato Grosso em meados de 1757 e destinada à manutenção de estradas e segurança das fronteiras com a América espanhola, outra parte para comerciantes e contrabando. O que restava servia como moeda de troca em forma de ouro em pó misturada a outras impurezas, outra parte era utilizado na ornamentação de igrejas da capital e arraiais mais prósperos além da fabricação de joias para a pouca e seleta classe dominante.
Em suma, a cobrança do quinto era o imposto cobrado sob todo o ouro e outros minérios como o ferro extraídos nas Colônias brasileiras pela Coroa Portuguesa que correspondia à 1/5 (um quinto), ou seja 20% da extração. A cobrança do quinto sendo um valor muito alto para os mineiros fora criada a expressão “Quinto dos Infernos” visto até os dias atuais. Segundo o “Dicionário Informal”, o termo surgiu quando um cobrador fosse encarregado de cobrar o imposto e era dito “vá buscar o quinto nos infernos!”.

Para saber mais:

CARDOSO, José Rubens de Souza. In: Registros e Contagens da Comarca de Goiás (1731 – 1750). Centro Universitário de Brasília – UniCEUB. Brasília 2018. 
MARCONDES, Javã Isvi Pinheiro. O Problema da Defesa do Território na Capitania de Goiás no Século XVIII. Dissertação apresentada à Universidade Federal de Goiás – Faculdade de História. Goiânia, 2011.
MAURA, Nádia Mende de. In: Goyazes e Suas Filigramas (c.1726 – 1830). São Paulo, 2018. Tese (Doutorado) – Faculdade de Arquitetura e Urbanismo da Universidade de São Paulo. Área de concentração: História e Fundamentos da Arquitetura e do Urbanismo.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/quinteiro/,Não identificado,1775 (na tampa),Metal > Bronze,Transferência,52.007/030.018,Casa de Fundição de Vila Boa,"Quinteiro de bronze, com tampo, alça e fecho articulados. Tampo ornamentado com relevos em conchoides e cartelas; apresenta na parte superior as armas reais e na inferior a data 1775. As mesmas armas se repetem na alça, no fecho e no remate da articulação, todos de recorte.",Localizado,Técnica em Metal > Fundição,Medida para ouro,19 (do tampo),Mineração,59 | 52,,,
Artes Visuais,17,Não identificado,Interiores > Objeto de Iluminação,05 Interiores > 05.4 Objeto de Iluminação,Acervo Museológico,,05.04.08,1952,Século XVIII,Luminária,,76893,Igreja de Nossa Senhora do Pilar de Ouro Fino,"Proveniente da Igreja de Nossa Senhora do Pilar do Arraial de Ouro Fino, um dos primeiros fundados na Capitania de Goyaz. Doação do Bispo D. Abel Camelo.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/luminaria-8/,Não identificado,Ausência de inscrições,Metal,Doação,52.006/030.017,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Base octogonal com frisos. Haste em coluna, em forma de vaso. Sucena cilíndrica.",Localizado,Técnica em Metal > Fundição,Castiçal,2,Religioso,,,,
Artes Visuais,65,Não identificado,Interiores > Objeto de Iluminação,05 Interiores > 05.4 Objeto de Iluminação,Acervo Museológico,,05.04.07,1952,Século XVIII,Luminária,,76891,Não identificada,Modo de aquisição sem registro.,20,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/luminaria-7/,Não identificado,Ausência de inscrições,Madeira,Não identificado,52.005/030.016,Não identificada,"Castiçal de madeira entalhada. Base quadrangular com 04 pés, 03 com volutas pintadas de verde e vermelho e 01 simples. Haste torneada com folhas de acanto e disco. Campânula simples com vela encaixando diretamente. Castiçal de canto com a parte traseira lisa.",Localizado,Técnica em Madeira > Entalhe | Técnica em Pintura > Pintura | Técnica em Metal > Torneado,Castiçal,,Religioso,36,,,
Artes Visuais,50,Não identificado,Interiores > Objeto de Iluminação,05 Interiores > 05.4 Objeto de Iluminação,Acervo Museológico,,05.04.05,1952,Século XVIII,Luminária,,76889,Não identificada,Modo de aquisição sem registro.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/luminaria-6/,Não identificado,Ausência de inscrições,Madeira,Não identificado,52.004/030.014,Não identificada,Base circular com frisos. Haste torneada em discos e vaso. Campânula circular com frisos. Sucena redonda.,Localizado,Técnica em Madeira > Entalhe | Técnica em Pintura > Pintura | Técnica em Metal > Torneado,Castiçal,18,Religioso,,,,
Artes Visuais,49,Não identificado,Interiores > Objeto de Iluminação,05 Interiores > 05.4 Objeto de Iluminação,Acervo Museológico,,05.04.06,1952,Século XVIII,Luminária,,76887,Não identificada,Modo de aquisição sem registro.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/luminaria-5/,Não identificado,Ausência de inscrições,Madeira,Não identificado,52.004.I/030.015,Não identificada,Base circular com frisos. Haste torneada em discos e vaso. Campânula circular com frisos. Sucena redonda.,Localizado,Técnica em Madeira > Entalhe | Técnica em Pintura > Pintura | Técnica em Metal > Torneado,Castiçal,18,Religioso,,,,
Artes Visuais,46,Não identificado,Interiores > Objeto de Iluminação,05 Interiores > 05.4 Objeto de Iluminação,Acervo Museológico,,05.04.03,1952,Século XVIII,Luminária,,76885,Não identificada,Modo de aquisição sem registro.,12,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/luminaria-4/,Brasil > Goiás,Ausência de inscrições,Madeira,Não identificado,52.003/030.012,Não identificada,"Base triangular com motivos entalhados. Na base volutas e florões. Na parte superior, torneado e arrematado com campânula. Sucena torneada.",Localizado,Técnica em Madeira > Entalhe | Técnica em Metal > Torneado,Castiçal,,Religioso,48.1 | 36,,,
Artes Visuais,46,Não identificado,Interiores > Objeto de Iluminação,05 Interiores > 05.4 Objeto de Iluminação,Acervo Museológico,,05.04.04,1952,Século XVIII,Luminária,,76883,Não identificada,Modo de aquisição sem registro.,12,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/luminaria-3/,Brasil > Goiás,Ausência de inscrições,Madeira,Não identificado,52.003.I/030.013,Não identificada,"Base triangular com motivos entalhados. Na base volutas e florões. Na parte superior, torneado e arrematado com campânula. Sucena torneada.",Localizado,Técnica em Madeira > Entalhe | Técnica em Metal > Torneado,Castiçal,,Religioso,48.2 | 36,,,
Artes Visuais,52,Não identificado,Interiores > Objeto de Iluminação,05 Interiores > 05.4 Objeto de Iluminação,Acervo Museológico,,05.04.01,1952,Século XVIII,Luminária,,76881,Não identificada,Modo de aquisição sem registro.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/luminaria-2/,Não identificado,Ausência de inscrições,Madeira | Metal,Não identificado,52.002/030.010,Não identificada,Base circular com frisos e bolacha. Haste torneada em coluna. Campânula circular com friso. Sucena torneada.,Localizado,Não identificada,Castiçal,17,Religioso,36,,,
Artes Visuais,52,Não identificado,Interiores > Objeto de Iluminação,05 Interiores > 05.4 Objeto de Iluminação,Acervo Museológico,,05.04.02,1952,Século XVIII,Luminária,,76879,Não identificada,Modo de aquisição sem registro.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/luminaria/,Não identificado,Ausência de inscrições,Madeira | Metal,Não identificado,52.002.I/030.011,Não identificada,Base circular com frisos. Haste torneada em discos e vaso. Campânula circular com frisos. Sucena redonda.,Localizado,Não identificada,Castiçal,17,Religioso,,,,
