Data de abertura,Data de fechamento,Descrição,Document,Link do Item,Local,Local no prédio,Nome da exposição
27 de abril de 2011,23 de junho de 2011,"Atenção: simpatia infalível para conquistar o seu amor. Leia essa (se é que você já não a conhece...): “Numa sexta-feira de lua crescente, após às 21 horas, despetale uma rosa vermelha e escreva em cada uma delas, com um espinho da própria rosa, o nome da pessoa amada. Após isso, atire as pétalas em água corrente e espere o resultado”. Uma simpatia é uma jogada com o improvável. Surge no instante em que a lógica racional não mais dá conta do real. Uma crise, um fracasso, uma doença, um desamor: qualquer situação pode servir de pretexto para uma simpatia que, em última instância, promete instaurar uma ficção no lugar de uma realidade não desejada (afinal, o que é a arte senão, em parte, este esforço insano ao longo dos séculos?). Geralmente, o corpo é o objeto central de uma simpatia. Quem faz uma simpatia deseja alterar a relação de um corpo com a realidade, seja para o bem, seja para o mal (como ocorre nas sempre úteis mandingas). Para tanto, é preciso seguir a risca uma espécie de livro de receitas que fornece as instruções para uma sequência de ações muitas vezes desconexas. Diego de los Campos se utilizou nestes vídeos do stop-motion (técnica de animação cinematográfica onde o modelo – no caso, o próprio artista – é fotografado quadro a quadro). Com humor, leveza e despretensão, talvez as principais características da trajetória de Diego, surgem diante de nossos olhos esboços em movimento que insinuam a possibilidade do apagamento da memória e da identidade do próprio artista.
Fernando Boppré",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/simpatia-de-diego-de-los-campos/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,"Simpatia, de Diego de los Campos"
18 de dezembro de 1996,23 de março de 1997,"“Tem como objetivo expor novos procedimentos na leitura de uma obra plástica através do estudo do processo de criação dos artistas enfocados. O primeiro artista plástico escolhido foi o mineiro Amilcar de Castro (Paraisópolis, MG-1920), tendo como coordenadores de tal pesquisa, os artistas plásticos e professores de arte, Fernando Augusto dos Santos Neto - Prof. da Universidade Estadual de Londrina e Regina Melim - Profª. da Universidade do Estado de Santa Catarina.
O  Projeto visa, também, em contribuir para o resgate de nossa história, no qual a Arte Brasileira tem um papel de suma importância; para a superação de uma deficiência em nossa cultura onde as expressões artísticas foram muitas vezes recalcadas, seja no fato de subestimar a importância da visualidade como componente cultural, assim como pela concepção arcaica de muitas vezes reduzir nossa expressões em meras produções de gerações.
O projeto consiste de coleta de dados e informações do artista através de entrevista gravada em seu atelier, assim como, registro fotográfico de sua obra, culminando com a exposição de desenhos, gravuras e maquetes de esculturas para que o público possa conhecer seu processo de criação”.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/amilcar-de-castro/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Amilcar de Castro
18 de agosto de 1995,22 de outubro de 1995,"O inimaginavel é absolutamente possível na Arte de Franklin Joaquim Cascaes, que consegue materializar os elementos mitológicos do seu sonho.
A Ilha de Santa Catarina é o único mundo aceitável, segundo Cascaes foi reservada pelo Arquiteto do Universo para que fosse habitada pelos seres sobrenaturais, logo, deuses também.
São elementais aéreos como os boitatás, o vampiro e até as bruxas, as vezes voam quando querem. Os elementais terrestres, lobisomens, saci, curupira, caipora e as bruxas que vagam pelos caminhos êrmos da Ilha de Santa Catarina. Os elementais aquáticos como as sereias, a boiguaçu que sendo uma cobra também é terrestre e aquática. Neste Universo donina seres inusitados, convivendo numa harmonia de extrema serenidade.
O artista sempre realizava dois desenhos do mesmo tema. UM é o rascunho, onde cria os personagens, conversa, analisa, conhece, emenda papéis ampliando espaço para a necessidade da figura. Feito isto, transfere para o papel definitivo, realizando o segundo desenho o qual chamamos de arte final. Neste, super elabora o desenho preocupado com detalhes ínfimos de traços diversos. Há a preocupação do ganho no movimento, e no nervo ótico que acaba levado ao ponto de fuga e atraindo o observador para a figura e o desenho como um todo.
São treze desenhos inéditos feito a lápis, os últimos elaborados por Franklin Cascaes os quais apresentamos no Museu Victor Meirelles.
Dois aspectos são curiosos: O primeiro rascunho feito a lápis, onde emenda papéis, dialóga com os personagens que estão sendo elaborados como se tivessem pedindo permissão para revelar aos mortais a imagem dos mitos. O segundo é o trabalho definitivo, onde o rascunho é transportado para um novo papel e elaborado com a técnica de nanquim a bico de pena. Observamos no entanto, que os desenhos definitivos foram trabalhados a lápis, devido a avançada idade do artista com 75 anos e já com dificuldade de manejar a difícil arte da técnica do nanquim bico de pena.
São estes desenhos já denominado arte final extremamente elaborados a lápis que o Museu Victor Meirelles e o Museu Universitário brindam o grande público com a delícia da imaginação que torna possível revelar a mitologia que habita o Universo Aquático da Ilha de Santa Catarina.
Há um aspecto bastqnte curioso nas datações das obras. Por exemplo, Cascaes imaginou a figura num primeiro esboço num dia qualquer, de algum mês do ano de 1970, mas vai elaborar o desenho definitivo em 1980, curioso é que a data do desenho definitivo feito em 1980 é registrado e assinado como se o desenho definitivo tivesse sido elaborado em 1970.
Gelci Coelho (Peninha)
",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/as-bruxas/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,As Bruxas
24 de fevereiro de 2010,22 de abril de 2010,"É sabido que o ambiente de arte em São Paulo, principalmente o ambiente ligado à pintura, pode ser fortemente repressor, ainda que contra a vontade consciente de seus principais professores e pintores (pintores esses que acabam sendo os principais professores e assim por diante). A repressão acontece pelos mesmos motivos de sempre: a insegurança com relação ao outro - e a inveja que seu entusiasmo causa -, o dogmatismo que justifica a própria incapacidade de mudar, ou mesmo a preguiça para enfrentar desafios intelectuais, sendo que na maior parte dos casos a repressão é uma projeção do aluno. O modo mais fácil de livrar-se da responsabilidade e do desafio da liberdade.
Pois bem, Yara Dewachter foi educada em pintura nesse ambiente, e acredito que sua pintura usa esse aprendizado para polemizar com ele mesmo até, finalmente, simplesmente superá-lo. Não se trata aqui de uma superação fálica, ou mesmo do tipo dialética (outra ferramenta para a superação de outrem, no final das contas) mas da superação por preferir o aquém dos objetivos de um grupo do que o seu além. Me explico: onde se busca a profundidade da cor, o sentido da Forma e a qualidade estética, yara contrapõe uma cor rala, uma forma arbitrária e a tal “qualidade estética”, essa sim ela supera. Dá por encerrado o assunto com uma filosofia da indiferença, que só pôde ser corretamente apreciada pela crítica atual com o advento do multiculturalismo e outras formas de democratização da arte. Em outras palavras, Yara vence o jogo recusando-se a jogá-lo, virando o tabuleiro e despejando suas peças no chão ou mesmo pelo irritante “tá, tá bom” das discussões matrimoniais. Melhor dizendo, Yara propositadamente perde o jogo, demonstrando assim o absurdo de suas regras e o sem-sentido de seu podium. 
Sua atitude polêmica (ainda que discreta e mesmo não-declarada) pode também ser aferida pela escolha do material: a encáustica fria- tinta óleo aplicada com uma pasta de cera e terebentina - a preferida de nove entre dez pintores paulistanos. A escolha desse material por esses artistas têm uma razão técnica, que remete, entretanto, a um modelo histórico. Por agregar à secagem rápida uma intensidade da cor, e a essa intensidade uma materialidade resultado da pasta que leva a tinta, esses artistas mantêm viva a teoria greenbergiana do evolucionismo materialista da arte (ou seja, uma arte que cada vez mais se ocupa dos aspectos materiais de sua fatura e menos aos seus temas ou motivos abstratos). A encáustica fria possibilita a esses artistas fazerem uma pintura corporificada, armada de uma interioridade, de um sentido forte e – mais importante que tudo – de uma legitimação histórica pela semelhança com grandes modelos do passado, dos quais Rotkho, Morandi e De Kooning brilham altaneiros.
Pois bem, Dewachter usa esse material de forma arbitrária, provavelmente mais impulsionada pela sua secagem rápida do que pela sua materialidade. Essa materialidade, por sua vez, (quando aparece) tem o tom randômico dos defeitos de fabricação, dos ruídos inumanos que por vezes escapam à malha tecnológica e conspurcam a face de seus produtos. Suas redes geométicas, quadrados, setas e círculos não remetem ao entusiasmo do construtivismo histórico, mas à cinematografia distópica dos anos 80, em que o ruído da máquina, feita para servir aos humanos, os supera e procura seu extermínio, como em alien, blade runner e fuga de Nova York.
Repito-me: Yara usa o material de um grupo artístico não para superá-lo, como fazem os personagens históricos, no massacre das reputações alheias. Yara usa o mesmo material para jogá-lo sobre fotografias e fotos e desenhos de outros artistas ou dela mesma. Disse jogá-lo, porque a artista não busca uma síntese entre registros diferentes. Ela aponta justamente para o fim da síntese dialética, para o fim da superação como fim último da existência do artista ou de quem quer que seja. Essa mulher de nome tão estranho, meio índio, meio alemão, sequer justifica algum dos lugares comuns que se aplicam às respectivas ascendências. Felizmente. No nome, como na obra, as peças não se encaixam para a solução do problema metafísico. Antes de Wittgenstein, Yara descobriu a inutilidade de resolver esses problemas. ",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/por-onde-passo-o-que-vejo-e-escolho-de-yara-dewachter/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,"Por onde passo, o que vejo e escolho, de Yara Dewachter"
23 de janeiro de 2019,22 de fevereiro de 2019,"Coleção de ensaios fotográficos sobre o vazio existencial, espiritual e físico caracteriza a exposição Vazia, com inauguração marcada para as 19h do dia 23 de janeiro de 2019 no Espaço Multiuso do Museu Victor Meirelles. O projeto é resultado dos estudos da turma de Processos Fotográficos do curso de Artes Visuais do Centro de Artes da Universidade do Estado de Santa Catarina (Ceart/Udesc), sob a orientação dos professores Drª. Virginia Yunes e Me. Esdras Pio Antunes da Luz.
Serão expostas 27 fotografias de tamanhos variados, de autoria de onze participantes, revelando um olhar sensível sobre o sentido da vida, do sufocamento, das perdas, da solidão, em uma busca de entendimento, de preenchimento dos viveres presentes na vida do ser humano e nos locais que este frequenta, como os espaços urbanos e arquitetônicos das cidades.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/vazia/,Museu Victor Meirelles,,Vazia
17 de dezembro de 2012,21 de novembro de 2012,"Quando e onde desta ausência
Não são mais como de outrora, os tempos que hoje inventamos. E não se fala apenas na rapidez das coisas mundanas que muito hoje se faz. É que em nome do tempo, devoramos o espaço ambiente!
À época dos mares tenebrosos, nunca d’antes navegados, quando se revirava o mundo em busca de coisas pequeninas — feito pimenta, noz-moscada, canela, seda — ainda era possível, fisicamente, lançar-se rumo ao desconhecido. Colombo, Sainte-Hilaire, Cabeza de Vaca, Cook, Caboto, Lapérouse: nomes que cintilam no oceano do imaginário sobre as aventuras em mundos novos.
Cenário marinho, desastre em terra.
Uma fragata aproxima-se do centro de Florianópolis e traz consigo navegador anacrônico (nacionalidade desconhecida, supostamente nascido no século XVIII) que ignora os seguintes fatos: a) a cidade não se chama mais Nossa Senhora do Desterro; b) os contornos da vila foram redesenhados pelos aterros viários: onde antes havia mar, agora terra dura, asfalto quente; c) conclusão: assim, desinformado, acaba invadindo o centro histórico com o imenso corpo de sua nau, encalhando-se, solenemente, aos pedaços, defronte à casa onde nasceu o artista Victor Meirelles (1832 – 1903), que abriga hoje Museu que leva seu nome.
O epicentro desse “naufrágio-em-terra” é, portanto, o frágil tecido dessa cidade contemporânea chamada Florianópolis que se fechou para a navegação, continuando ilhada em relação à mobilidade urbana. Paradoxalmente, se quer aberta às viagens turísticas.
Em meio aos fragmentos da embarcação desse navegador desavisado, o público poderá vivenciar trabalhos e programações artísticas especialmente arranjadas para essa exposição. O mar vem até o museu; o museu aproxima-se das bordas d’água. Aqueles que transitam apressados (ou não) pela cidade irão, certamente, deparar-se com outra paisagem, repleta de sentidos, em pleno Largo Victor Meirelles. Basta decidir embarcar.
Fernando Boppré
Vanessa Schultz
Curadores",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/mar-que-falta/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Mar... que falta
28 de abril de 1998,21 de junho de 1998,"O conceito de museu inerte, enclausurado entre seus próprios muros, é de há muito ultrapassado. Além de desenvolver projetos educativos e pesquisas, os museus precisam facilitar o acesso da população aos seus acervos, respeitando os parâmetros de segurança, inviolabilidade e conservação de suas peças.
Dentro deste princípio, a Fundação Cultural de Joinville, por meio da Coordenadoria de Assuntos Museológicos, desenvolve o projeto “O Museu Viajante”, que visa levar a outras cidades exposições previamente preparadas, dando a oportunidade do seu conhecimento e também divulgando os trabalhos desenvolvidos na área museológica em Joinville. É por isso que esta sendo mostrada na Universidade Federal de Goiás a exposição “Ossos para o Ofício”, organizada pelo Museu Arqueológico de Sambaqui de Joinville.
Atendendo convite do Museu Victor Meirelles de Florianópolis, preparamos a exposição “Desenhos e Gravuras”, que pertence ao acervo do MAJ.
O Museu de Arte de Joinville tem o privilégio de ter em seu acervo obras de importantes artistas a nível nacional e internacional. Eles merecem ser apreciados por um universo maior da população. Selecionamos, entre outros artistas, Carlos Scliar, Rubens Gerchmann, Rubens Grilo, Francisco Rebolo, Otávio Araújo, Burle Max, Flávio de Carvalho e, entre os internacionais, a canadense Sue Ruch, o norte americano Jack Kovach, além de outros do mesmo  prestígio.
Aqui está o Museu de Arte de Joinville, viajando até a próxima parada.    
Vicente Jair Mendes
",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/o-museu-viajante/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,O Museu Viajante
22 de fevereiro de 1995,21 de maio de 1995,"Esta exposição proporciona um oportuno “insight” sobre o processo criativo dos artistas brasileiros durante o século XIX.
Através dos estudos preparatórios para as grandes composições, pode-se aquilatar o grau de destreza técnica e apuro formal, atingidos por um dos mais populares pintores brasileiros do século passado: RODOLFO AMOEDO. Não houve pretensão de esgotar um tópico tão importante como o da análise dos estudos preparatórios, como gênero. Bem ao contrário, esta mostra procura, apenas, singularizar um aspecto típico deste tipo de obra: a extrema atratividade que apresenta por sua condição de obra inacabada quando, frequentemente, sugere uma espontaneidade tão grande que, não raro, é de qualidade superior à pintura definitiva. Rodolfo Amoedo não considerava estes trabalhos obras independentes. Hoje, porém, a qualidade intrínseca de vários deles, permite que os consideremos como tais.
Foram selecionados para esta exposição, esboços realizados em Paris em 1883, para o “ÚLTIMO TAMOIO” e para “PARTIDA DE JACOB” e estudos para “EROS E A NOITE”, “BANDEIRANTES”, “O ECO” e “MÃE D’ÁGUA” realizados no Rio de Janeiro. Refletem a influência do desenho de seu mestre na Ecole des Beaux Arts, Alexandre Cabanel (1823-1889).
Estes trabalhos são, em sua maioria, peças tão instrutivas e tão belas que não poderão deixar de estimular a inteligência e a sensibilidade de todos.
Acreditamos que é um evento condígno neste início de colaboração entre o Museu Victor Meirelles e o Museu Nacional de Belas Artes do Rio de Janeiro.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/rodolfo-amoedo-estudos-preparatorios/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Rodolfo Amoedo - Estudos Preparatórios
22 de fevereiro de 2018,21 de abril de 2018,"É da natureza humana humanizar
o inerte e coisificar a vida.
Quantificar movimento em caloria.
Sentimentos em enzimas.
Tempo de vida em rendimentos.
Rendimentos em alegria.
Somos animais artificializadores,
também ao inverso.
O grande esfíncter metálico eletrônico
quando nos mede, nos corta.
Vamos de carro para correr
parados no mesmo lugar.
Esgrima teatral destes dias.
Dialética binária.

Texto Curatorial – Diego de los Campos",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/dialetica-binaria-de-diego-de-los-campos/,Museu Victor Meirelles,,"Dialética Binária, de Diego de los Campos"
16 de abril de 2008,20 de junho de 2008,"O Museu Victor Meirelles promove a abertura da exposição coletiva do Grupo 2000e8, composto pelos artistas Ana Elisa Egreja, Bruno Dunley, Marcos Brias, Marina Rheingentz, Regina Parra, Renata de Bonis, Rodolpho Parigi e Rodrigo Bivar. O que liga estes 8 artistas é a técnica de que eles se utilizam em seus trabalhos: a pintura. Cada artista utiliza-se da pintura a seu modo, criando-se assim uma exposição heterogênea, repleta de concepções do que pode ser uma pintura. Figurativas ou abstratas, sobre papel ou tela, em óleo, óleo e cera, acrílica, tinta serigráfica ou até mesmo fita adesiva. Tamanha variedade de técnicas e materiais utilizados por jovens artistas proporcionam aos visitantes da mostra um novo jeito de ver aquele velho jeito de fazer.
Serão 10 obras expostas e é a primeira vez que uma exposição coletiva é selecionada pela comissão do Edital de Exposições Temporárias do museu.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/grupo-2000e8/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Grupo 2000e8
22 de fevereiro de 2011,20 de abril de 2011,"O colecionismo é um fenômeno complexo dentro de nossa relação com o mundo material. Determinados objetos, sejam eles de uso cotidiano (como um selo postal ou uma lata de cerveja) ou nem tanto (como borboletas ou aviões), são extraídos da circulação usual de mercadorias para adentrarem ao universo do colecionador. No caso específico de uma coleção de obras de arte, não é possível estudar apenas o significado e a história de cada peça. Tão importante quanto isso se encontra a busca pelos diálogos que cada obra estabelece com o restante da coleção. Por que este objeto e não outro foi adquirido? Por que um quadro está ao lado deste e não daquele? O pensador alemão Walter Benjamin nos lembra que “o colecionador reúne as coisas que são afins; consegue, deste modo, informar a respeito das coisas através de suas afinidades ou de sua sucessão no tempo”. Neste sentido, foram estabelecidas para esta exposição quatro linhas de pensamento que buscam organizar os conceitos presentes na coleção: 1) O foco na arte produzida em Santa Catarina; 2) O gosto por trabalhos abstratos; 3) As obras realizadas por meio do procedimento da apropriação como numa espécie de colagem; 4) A poética da morte. Esta última escolha lança luz para o colecionador, Ylmar Correa Neto, médico de formação e que, por alguns anos, pesquisou e lecionou a morte na medicina. É interessante constatar como as áreas de conhecimento dialogam aqui, trazendo para o universo artístico questões fundamentais da existência humana. Por fim, cabe ainda destacar que qualquer coleção tem um caráter processual. Ela é construída ao longo do tempo e por meio de verdadeiras garimpagens realizadas pelo colecionador. Se daqui a vinte anos, o Museu Victor Meirelles decidir realizar uma nova exposição com as obras da mesma coleção, certamente o arranjo será distinto, as peças trocadas e os sentidos outros. O mais importante desta mostra, contudo, é o gesto de tornar pública uma coleção particular que reúne obras significativas e colocar em debate a prática do colecionismo.
Fernando Boppré",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/arte-no-cotidiano-acerca-do-colecionismo/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Arte no Cotidiano: acerca do colecionismo
16 de dezembro de 2015,20 de fevereiro de 2016,"A exposição “Múltiplos” apresenta os desdobramentos do conceito de “múltiplos” na arte moderna e contemporânea, buscando incentivar a prática social do colecionismo. A abertura ocorrerá no dia 16 de dezembro, às 19h, na sala de exposições temporárias do Museu Victor Meirelles. A realização propõe-se conjunta entre a Associação de Amigos do Museu Victor Meirelles, o Museu Victor Meirelles e o Jornal Notícias do Dia.
A partir do momento em que a “aura” da originalidade não mais atua como pressuposto legitimador do que é ou não é um trabalho artístico – as impressões das primeiras gravuras, ainda no século XVI podem ser consideradas o alvorecer desse processo cujos lances decisivos foram jogados com a invenção da fotografia no XIX, os moldes de Rodin e, mais radicalmente, os ready-mades de Duchamp –, as artes visuais produziram uma série infinita de possibilidades. Não mais restritos ao desenho, à pintura e à escultura, os artistas se utilizaram do suporte fílmico, fotográfico, gráfico, sonoro; de cartazes, adesivos, lambe-lambes; do objeto.
A exposição está organizada em dois módulos. O primeiro, “Múltiplos em coleções” apresenta uma reunião de múltiplos que se encontram em coleções públicas, como a do próprio Museu Victor Meirelles e, principalmente, particulares. Este módulo expõe trabalhos que são registros de performance, intervenções urbanas, objetos, fotografias, vídeos, gravuras e livros de artistas 
O segundo módulo chama-se “Ao correr da máquina” e está diretamente relacionado à publicação dos trabalhos especialmente produzidos para as páginas do Jornal Notícias do Dia. Serão cinco artistas convidados(as): Alexandre Sequeira, Fran Fávero, Franzoi, Leticia Cardoso e Raquel Stolf. As obras destes artistas existirão a partir desse espaço gráfico da página do jornal. Tanto a matriz quanto a página do jornal estarão expostos na sala de exposições do Museu Victor Meirelles.
A prática do colecionismo, na contemporaneidade, está associada à idéia de múltiplo. Para se constituir uma coleção de arte não necessariamente é necessário reunir uma grande quantia de recursos. Diversos múltiplos são vendidos com preços acessíveis, bastando o olhar, a pesquisa e a intenção de compra por parte do(a) colecionador(a). Todos os múltiplos da sessão “Ao correr da máquina” estarão a venda e os recursos serão revertidos, por parte da Associação de Amigos do Museu Victor Meirelles, para ações do Museu Victor Meirelles, incluindo a aquisição de acervo.",,http://museuvictormeirelles.acervos.museus.gov.br/exposicoes/multiplos-2/,Museu Victor Meirelles,Sala de Exposições Temporárias - Térreo,Múltiplos
