Autor,Classificação,Código Thesaurus,Data de aquisição,Data de produção,Denominação,Diâmetro,Document,Link do Item,Local de produção,Material,Modo de aquisição,Número de registro,Procedência,Profundidade,Resumo descritivo,Situação,Técnica,Marcas/Inscrições,Título,Histórico/Observação
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,2.4,75190,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-153/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0410,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1988,5 cruzados,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,2.4,75186,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-152/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0409,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1988,5 cruzados,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,2.4,75182,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-151/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0408,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1988,5 cruzados,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,2.4,75178,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-150/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0407,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1988,5 cruzados,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,2.4,75174,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-149/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0406,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1988,5 cruzados,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,2.4,75170,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-148/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0405,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1988,5 cruzados,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1988,Moeda,2.4,75166,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-147/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0404,Não identificada,,moeda metal prateado. Verso: Ao centro valor orlado na parte superior e inferior e envolto perolado. Anverso: brasão de armas da república com envolto perolado,Não localizado,Não identificada,Verso: 5 cruzados Brasil 1988,5 cruzados,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.7,75162,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-146/,Não identificado,Metal,Não identificado,MCP0403,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1981"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.7,75158,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-145/,Não identificado,Metal,Não identificado,MCP0402,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1983"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.7,75154,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-144/,Não identificado,Metal,Não identificado,MCP0401,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1983"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.7,75150,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-143/,Não identificado,Metal,Não identificado,MCP0400,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1984"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.7,75146,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-142/,Não identificado,Metal,Não identificado,MCP0399,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1983"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.7,75142,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-141/,Não identificado,Metal,Não identificado,MCP0398,Não identificada,0.15,"Peça circular metálica na cor prata, anverso: traçado do plano pilto de Brasília e acima dele inscrição ""BRASIL""; bordo liso; verso: inscrição ""50 CRUZEIROS 1982"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1978,Moeda,"2,2",75138,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-140/,Brasil,Metal,Não identificado,MCP0397,Não identificada,"0,2","Moeda de 50 centavos de Cruzeiro, em metal prateado, contendo no verso representação da indústria naval e, no anverso, efígie da República e dístico Brasil.",Não localizado,Não identificada,Verso: 50 CENTAVOS || 1978. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1978,Moeda,"2,2",75134,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-139/,Brasil,Metal,Não identificado,MCP0396,Não identificada,"0,2","Moeda de 50 centavos de Cruzeiro, em metal prateado, contendo no verso representação da indústria naval e, no anverso, efígie da República e dístico Brasil.",Não localizado,Não identificada,Verso: 50 CENTAVOS || 1978. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1978,Moeda,"2,2",75130,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-138/,Brasil,Metal,Não identificado,MCP0395,Não identificada,"0,2","Moeda de 50 centavos de Cruzeiro, em metal prateado, contendo no verso representação da indústria naval e, no anverso, efígie da República e dístico Brasil.",Não localizado,Não identificada,Verso: 50 CENTAVOS || 1978. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1970,Moeda,"2,2",75126,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-137/,Brasil,Metal,Não identificado,MCP0394,Não identificada,"0,2","Moeda de 50 centavos de Cruzeiro, em metal prateado, contendo no verso representação da indústria naval e, no anverso, efígie da República e dístico Brasil.",Não localizado,Não identificada,Verso: 50 CENTAVOS || 1970. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1978,Moeda,"2,2",75122,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-136/,Brasil,Metal,Não identificado,MCP0393,Não identificada,"0,2","Moeda de 50 centavos de Cruzeiro, em metal prateado, contendo no verso representação da indústria naval e, no anverso, efígie da República e dístico Brasil.",Não localizado,Não identificada,Verso: 50 CENTAVOS || 1978. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1970,Moeda,"2,2",75118,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-135/,Brasil,Metal,Não identificado,MCP0392,Não identificada,"0,2","Moeda de 50 centavos de Cruzeiro, em metal prateado, contendo no verso representação da indústria naval e, no anverso, efígie da República e dístico Brasil.",Não localizado,Não identificada,Verso: 50 CENTAVOS || 1970. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1999,Moeda,"2,5",75114,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-134/,Chile,Metal,Não identificado,MCP0391,Não identificada,"0,2","Moeda de 50 pesos, em metal dourado escurecido, com bordo sextavado, contendo no verso inscriçõe e decorações em motivos fitomórficos. No anverso, inscrições e efígie de B. O. Higgins.",Não localizado,Não identificada,Verso: 50 PESOS || 1999. Anverso: REPUBLICA DE CHILE || LIBERTADOR B. O. HIGGINS.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,2.8,75110,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-133/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0390,Não identificada,0.03,"Moeda de metal com miolo prateado, rodeado de metal dourado com a inscrição ¨LIBERTE, EGALITE, FRATERNITE¨ no anverso e figura humana alada com tocha e a inscrição RF no verso",Não localizado,Não identificada,"LIBERTE, EGALITE, FRATERNITE; RF",10 francos,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,"2,3",75106,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-132/,Brasil,Metal,Não identificado,MCP0389,Não identificada,"0,1","Moeda de 50 Cruzeiros, em metal prateado, com bordo liso, contendo no verso inscrições e detalhe da Bandeira Nacional. No anverso, inscrições e figura da baiana.",Não localizado,Não identificada,Verso: 50 CRUZEIROS || BRASIL. Anverso: 1991.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,"2,3",75102,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-131/,Brasil,Metal,Não identificado,MCP0388,Não identificada,"0,1","Moeda de 50 Cruzeiros, em metal prateado, com bordo liso, contendo no verso inscrições e detalhe da Bandeira Nacional. No anverso, inscrições e figura da baiana.",Não localizado,Não identificada,Verso: 50 CRUZEIROS || BRASIL. Anverso: 1991.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.2,75098,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-130/,Não identificado,Metal,Não identificado,MCP0387,Não identificada,0.2,"Peça circular metálica na cor prata, anverso: brasão de armas da república do Brasil, ao redor escrita ""REPUBLICA DOS ESTADOS UNIDOS DO BRASIL"" PORÉM ALGUMAS LETRAS ILEGÍVEIS, borda cerrilhada, verso: ""1 CRUZEIRO"" e abaixo uma data (1959).",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1975,Moeda,2.8,75092,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-129/,Brasil,Metal,Não identificado,MCP0386,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1975 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1975,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1974,Moeda,,75088,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-128/,Brasil,Metal,Não identificado,MCP0385,Não identificada,,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1976 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1976,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1970,Moeda,2.8,75084,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-127/,Brasil,Metal,Não identificado,MCP0384,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1970 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1970,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1976,Moeda,2.8,75080,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-126/,Brasil,Metal,Não identificado,MCP0382,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1976 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1976,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1970,Moeda,2.8,75076,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-125/,Brasil,Metal,Não identificado,MCP0381,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL, desgastado. Reverso: com inscrições 1 CRUZEIRO 1970 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1970,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1976,Moeda,2.8,75072,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-124/,Brasil,Metal,Não identificado,MCP0380,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1976 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1976,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1975,Moeda,2.8,75068,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-123/,Brasil,Metal,Não identificado,MCP0379,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1975 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1975,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1976,Moeda,2.8,75064,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-122/,Brasil,Metal,Não identificado,MCP0378,Não identificada,0.2,"Moeda circular, de metal. Anverso desgatado: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1976 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1976,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1970,Moeda,2.8,75060,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-121/,Brasil,Metal,Não identificado,MCP0377,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1970 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1970,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1974,Moeda,2.8,78832,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-108/,Brasil,Metal,Não identificado,MCP0200,Não identificada,0.2,"Moeda circular, de metal, oxidada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1974 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1974,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1976,Moeda,2.8,75052,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-107/,Brasil,Metal,Não identificado,MCP0199,Não identificada,0.2,"Moeda circular, de metal. Anverso: Figura humana de perfil, bastante oxidado, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1976 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1976,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1975,Moeda,2.8,75048,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-106/,Brasil,Metal,Não identificado,MCP0198,Não identificada,0.2,"Moeda circular, de metal. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1975 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1975,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1976,Moeda,2.8,75044,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-105/,Brasil,Metal,Não identificado,MCP0197,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1976 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1976,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.3,75038,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-104/,Não identificado,Metal,Não identificado,MCP0196,Não identificada,0.2,"Peça circular metálica na prata enferrujada, anverso: efígie de Tobias Barreto, com inscrição do nome nas laterais, 1839 e 1939 e ideograma; bordo cerrilhado; verso com inscrição ""Brasil 1.000 RÉIS 1939"" e elementos irregulares geométricos circundando a área central.",Não localizado,Técnica em Metal > >Cunhagem,"verso: inscrição ""BRASIL 1.000 RÉIS 1939""",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1983,Moeda,2.7,75034,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-103/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0195,Não identificada,,moeda em metal prateado. Verso: inscrições e simbolos . Valor sobreposto a desenho geométrico. Anverso: desenho do plano piloto de brasília orlado por inscrição.,Não localizado,Não identificada,Verso: 50 cruzeiros. Entre simbolos 1983. Anverso: Brasil.,50 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1983,Moeda,2.7,75030,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-102/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0194,Não identificada,,moeda em metal prateado. Verso: inscrições e simbolos . Valor sobreposto a desenho geométrico. Anverso: desenho do plano piloto de brasília orlado por inscrição.,Não localizado,Não identificada,Verso: 50 cruzeiros. Entre simbolos 1983. Anverso: Brasil.,50 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1984,Moeda,2.7,75026,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-101/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0193,Não identificada,,moeda em metal prateado. Verso: inscrições e simbolos . Valor sobreposto a desenho geométrico. Anverso: desenho do plano piloto de brasília orlado por inscrição.,Não localizado,Não identificada,Verso: 50 cruzeiros. Entre simbolos 1984. Anverso: Brasil.,50 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1991,Moeda,"2,3",75022,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-100/,Brasil,Metal,Não identificado,MCP0192,Não identificada,"0,1","Moeda de 50 Cruzeiros, em metal prateado, com bordo liso, contendo no verso inscrições e detalhe da Bandeira Nacional. No anverso, inscrições e figura da baiana.",Não localizado,Não identificada,Verso: 50 CRUZEIROS || BRASIL. Anverso: 1991.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1984,Moeda,2.7,75018,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-99/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0191,Não identificada,,moeda em metal prateado. Verso: inscrições e simbolos . Valor sobreposto a desenho geométrico. Anverso: desenho do plano piloto de brasília orlado por inscrição.,Não localizado,Não identificada,Verso: 50 cruzeiros. Entre simbolos 1984. Anverso: Brasil.,50 cruzeiros,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.8,75014,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-98/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0190,Não identificada,0.02,Moeda de metal prateado com as efígies de D. Pedro I e Presidente Médici e símbolo do Sesquicentenário da Independência no anverso e no reverso mapa do Brasil com raios partindo do Distrito Federal para as outras regiões.,Não localizado,Não identificada,1 cruzeiro; Brasil 1972,1 cruzeiro,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1975,Moeda,2.8,75010,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-97/,Brasil,Metal,Não identificado,MCP0189,Não identificada,0.2,"Moeda circular, de metal. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Com riscos e resquício de pigmento de tonalidade vermelha. Reverso: com inscrições 1 CRUZEIRO 1975 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1975,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1974,Moeda,2.8,75006,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-96/,Brasil,Metal,Não identificado,MCP0188,Não identificada,0.2,"Moeda circular, de metal, prateada. Anverso: Figura humana de perfil, com a inscrição: BRASIL. Reverso: com inscrições 1 CRUZEIRO 1976 e, ao lado, elementos fitomorfos. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: BRASIL || Reverso: 1 CRUZEIRO 1970,,Figura humana no averso possivelmente figura feminina representando a República.
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.4,75002,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-95/,Não identificado,Metal,Não identificado,MCP0187,Não identificada,0.2,"Peça circular metálica na cor prata, anverso: brasão de armas da república do Brasil, ao redor escrita ""REPUBLICA DOS ESTADOS UNIDOS DO BRASIL"" PORÉM ALGUMAS LETRAS ILEGÍVEIS, borda cerrilhada, verso: ""2 CRUZEIROS"" e abaixo uma data (1964? Ou 1961?).",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1927,Moeda,2.55,74998,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-94/,Brasil,Metal,Não identificado,MCP0186,Não identificada,0.2,"Peça circular, metálica, com predominância na cobre/bronze, com anverso no centro figura feminina ajoelhada segurando objeto não identificado ao redor várias estrelas; borda cerrilhada; verso: ao centro valor nominal de ""1.000 RÉIS"" em volta dele desenho de ramos, acima a inscriçaoBRASIL e abaixo o ano de 1927",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.3,74994,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-93/,Não identificado,Metal,Não identificado,MCP0185,Não identificada,0.2,"Peça circular metálica na prata enferrujada, anverso: efígie de Tobias Barreto, com inscrição do nome nas laterais, 1839 e 1939 e ideograma; bordo cerrilhado; verso com inscrição ""Brasil 1.000 RÉIS 1939"" e elementos irregulares geométricos circundando a área central.",Não localizado,Técnica em Metal > >Cunhagem,"verso: inscrição ""BRASIL 1.000 RÉIS 1939""",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1990,Moeda,1.7,74990,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-92/,Espanha,Metal > Metal Cunhado,Não identificado,MCP0184,Não identificada,,moeda metal dourado. Verso: ao centro valor ladeado por inscrição e simbolo abaixo sobreposto figura geométrica. Anverso: Figura geométrica com inscrição e data.,Não localizado,Não identificada,Verso: 5 ptas Anverso: espana 1990.,5 ptas,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1989,Moeda,2.2,74986,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-91/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0183,Não identificada,0.03,"Moeda com miolo de metal prateado, circundado por metal dourado com a inscrição ¨LIBERTE, EGALITE, FRATERNITE¨ no anverso e figura humana alada com tocha com as iniciais RF no verso",Não localizado,Não identificada,"LIBERTE, EGALITE, FRATERNITE; RF",10 francos,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1980,Moeda,"2,4",74982,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-90/,Estados Unidos da América,Metal,Não identificado,MCP0182,Não identificada,"0,1","Moeda de 25 centavos de Dólar, em metal prateado, contendo no verso inscrições e efície de águia. No anverso, inscrições e efície de George Washington.",Não localizado,Não identificada,Verso: UNITED STATES OF AMERICA || EPLURIBUS NUMUM ||QUARTER DOLLAR. Anverso: LIBERTY || IN GOD WE TRUST || 1980.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1938,Moeda,2.3,74978,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-89/,Brasil,Metal > Metal Cunhado,Não identificado,MCP0181,Não identificada,,"moeda metal avermelhado. Verso: Ao centro locomotiva sobre trilho , orlado na parte superior por inscrições e abaixo valor . Anverso: efígie figura masculina ladeada por inscrições.",Não localizado,Não identificada,Verso: Brasil 1938 200 Rs. Anverso: Maua.,200 RS,
