Cidade de produção,Classificação,Data de aquisição,Data de produção/datação,Dimensões,Document,Estado de conservação,Estado de produção,Informações sobre o autor,Link do Item,Marcas/Inscrições,Material/Técnica,Modo de aquisição,Número de registro,País de produção,Procedência,Título,Data do 1º registro,Exposições,Catalogador,Notas sobre o estado de conservação,Denominação,Outros números,Estilos/Temas,Descrição de conteúdo,Resumo descritivo,Duração,Bibliografia
Florianópolis,02 Artes Visuais/Cinematográfica > 02.2 Desenho,agosto de 2003,,"Obra: 32,5 x 45,0 cm",39299,Bom,Santa Catarina,Aldo João Nunes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-47/,,Grafite sobre papel,Doação,MVM0100,Brasil,Aldo Nunes,Sem título,,,,,Desenho,"""Inv.100-mvm"" (atribuído pelo MVM). Ficha do Autor n° 005.",,,,,
Florianópolis,10 Comunicação > 10.1 Documento,04 de fevereiro de 200,2003,"Obra: 29,0 x 20,5 x 1,5 cm",39294,Bom,Santa Catarina,Roberto Freitas,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/neblina-2/,,"Livro capa dura, impressão a laser e desenho a nanquim sobre papel manteiga",Doação,MVM0099,Brasil,Roberto Freitas,“Neblina”,,"Neblina - livro de artista, de Roberto Freitas | A cada peça um universo: a construção de uma coleção de arte | Artistas catarinenses no acervo do Museu Victor Meirelles",,,Livro de artista,"""Inv.099-mvm"" (atribuído pelo MVM).",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.2 Desenho,1999,12/06/1999,"Obra: 44,0 x 32,0 cm",39293,Regular,Santa Catarina,Sérgio Luís de Castro Bonson,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/r-sal-marinho-2/,"“FPÓLIS” (cie, em lápis carvão) “R. Sal. Marinho” (ebc, em lápis carvão) “12/6/99 BONSON” (cid, em lápis carvão)",Lápis carvão sobre papel,Doação,MVM0098,Brasil,Sérgio Bonson,“R. Sal. Marinho”,,"Desenhos | A cada peça um universo: a construção de uma coleção de arte | Artistas catarinenses no acervo do Museu Victor Meirelles | Você que faz versos, de Walmor Corrêa",,,Desenho,"""Inv.098-mvm"" (atribuído pelo MVM).",,"Desenho em preto e branco da Rua Saldanha Marinho, no centro da cidade de Florianópolis. É possível observar os fundos do Museu Victor Meirelles no centro à direita do desenho.",,,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,dezembro de 200,2000,"Obra: 36,2 x 47,0 cm",39292,Bom,,Carlos Alberto Carneiro Asp,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/superficie-saturada-2/,“SUPERFÍCIE SATURADA” (ebc) “C. ASP 2000” (cid),Aguada de nanquim sobre papel kraft reciclado,Doação,MVM0097,,Carlos Asp,“Superfície saturada”,,"Carlos Asp | Artistas catarinenses no acervo do Museu Victor Meirelles | in ÚTIL PAISAGEM, de Carlos Asp",,Manchas em azul e preto no verso. Resquício de dobra do papel à direita,Pintura,"""Inv.097-mvm"" (atribuído pelo MVM).",,,"Doze círculos preenchidos por aguadas de nanquim em tons de preto, alinhados de quatro em quatro horizontalmente e de três em três verticalmente. Embaixo de cada círculo, número.",,
Blumenau,02 Artes Visuais/Cinematográfica > 02.6 Pintura,1999,1993,"Obra: 17,0 x 12,0 cm",39291,Bom,Santa Catarina,Elke Hering Bell,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-46/,"“Rafaela” (vebc, em grafite) “22” (vebc, em grafite) “93” (cid, em nanquim) “Elke Hering” (cid, em nanquim)",Nanquim e aguada sobre papel,Doação,MVM0096,Brasil,Rafaela Hering Bell,Sem título,,Desenhos | A cada peça um universo: a construção de uma coleção de arte | Museu Victor Meirelles: Entrelaços | Artistas catarinenses no acervo do Museu Victor Meirelles,,,Pintura,"""Inv.096-mvm"" (atribuído pelo MVM).",,,Rosto de figura humana composto por manchas negras. Olho esquerdo escondido pelo cabelo.,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.2 Desenho,1994,1990 (circa),"Obra: 16,0 x 23,0 cm Imagem: 6,0 x 12,0 cm",39290,Bom,Santa Catarina,Aldo João Nunes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/a-ultima-olaria-da-rua-dos-atual-av-mauro-ramos-2/,,"Grafite, lápis de cor e aquarela sobre papel",Doação,MVM0095,Brasil,Aldo Nunes,“A última olaria da rua dos ... (Atual Av. Mauro Ramos)”,,"Arquitetura Perdida, de Aldo Nunes | Artistas catarinenses no acervo do Museu Victor Meirelles",,,Desenho,"""Inv.095-mvm"" (atribuído pelo MVM). Ficha do Autor n° 005.",,,Desenho de casa na cor laranja (c).,,
,10 Comunicação > 10.1 Documento,,2003,"Obra: 20,5 x 23,5 x 2,5 cm",39289,Bom,,Mariana Silva da Silva,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/encaixe-2/,,Fotografia colorida sobre pôster,Doação,MVM0094,,Mariana Silva da Silv,“Encaixe”,,"Litoral, de Mariana Silva da Silva",,,Fotografia,"""Inv.094-mvm"" (atribuído pelo MVM).",,,"Fotografia das costas de duas mãos fechadas que se encontram sobre um fundo branco, no centro da obra.",,
Florianópolis,10 Comunicação > 10.1 Documento,,1999,"Obra: 21,0 x 13,0 cm",39288,Bom,Santa Catarina,Maria Raquel da Silva Stolf,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/invisivel-a-ovo-nu-2/,,Fotografia p/b,Doação,MVM0093,Brasil,Raquel Stolf,“Invisível a ovo nu”,,"Espaços em Branco, de Raquel Stolf | Museu Victor Meirelles: Entrelaços",,,Fotografia,"""Inv.093-mvm"" (atribuído pelo MVM).",,,Fotografia de um homem que tem sua cabeça substituída por um ovo.,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,agosto de 1996,1995,"Obra (suporte): 23,0 x 37,0 cm Somente imagem: 10,0 x 15,0 cm",39287,Bom,Santa Catarina,Jandira Lorenz Bieszczad Neves,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-45/,,"Gravura em metal p/b (buril, ponta seca e água forte) sobre papel",Doação,MVM0092,Brasil,Jandira Lorenz,Sem título,,Atual Gravura Catarinense | Artistas catarinenses no acervo do Museu Victor Meirelles,,,Gravura,"""Inv.092-mvm"" (atribuído pelo MVM). Ficha do Autor n° 018.",,,"Obra figurativa, com menina no canto direito árvore ao centro e gato no centro do canto esquerdo da obra.",,
,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Dezembro de 2004,1998,"Obra: 39,0 x 47,0 cm",39286,Bom,,Rafael Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/amo-a-regra-que-corrige-2/,“Amo a regra que corrige” (ebc) “4.3.98” (cid) “Dudi Maia Rosa” (cid),Gravura em metal sobre papel,Doação,MVM0091,,Dudi Maia Rosa,“Amo a regra que corrige”,,Dudi Maia Rosa,,,Gravura,"""Inv.091-mvm"" (atribuído pelo MVM). Ficha do Autor n° 028.",,,"Quadrado formado por linhas negras na vertical e na horizontal que se entrecruzam. Deste encontro, surgem linhas vazadas resultantes de manchas chapadas. Na parte inferior do quadrado, área em que não prevalecem linhas de cor, com inscrições.",,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.2 Desenho,1995,1991,"Obra: 48,0 x 33,0 cm",39285,Bom,Santa Catarina,Hiedy de Assis Corrêa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-44/,“Hassis/91” (cid),Nanquim sobre papel,Doação,MVM0090,Brasil,Hassis,Sem título,,"Desenhos | Artistas catarinenses no acervo do Museu Victor Meirelles | Você que faz versos, de Walmor Corrêa",,,Desenho,"""Inv.090-mvm"" (atribuído pelo MVM). Ficha do Autor n° 027.",,,Desenho de barco à vela ocupando toda a extensão do suporte.,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.6 Pintura,1997,1997,"Obra: 24,5 x 28,5 cm",39284,Regular,Santa Catarina,Aldo Beck,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-43/,“Aldo Beck” (cid),Aquarela sobre papel,Doação,MVM0089,Brasil,Aldo Beck,Sem título,,"Desenhos aquarelas | Artistas catarinenses no acervo do Museu Victor Meirelles | Você que faz versos, de Walmor Corrêa",,,Pintura,"""Inv.089-mvm"" (atribuído pelo MVM). Ficha do Autor n° 026.",,Casario e igreja do bairro de Santo Antônio de Lisboa em Florianópolis.,"Casario com paredes em tons de branco e rosa, janelas e portas em tons de azul e marrom e igreja. Ao centro, rua por onde circulam pessoas em direção à igreja. Céu com nuvens.",,
Florianópolis,10 Comunicação > 10.1 Documento,2001,1997,"Obra: 30,0 x 21,0 cm",39283,Bom,Santa Catarina,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/atelie-de-cleber-teixeira-ed-noa-noa-fpolis-2/,,Fotografia p/b,Doação,MVM0088,Brasil,Helô Spada,"“Ateliê de Cléber Teixeira, Ed. Noa Noa, Fpolis”",,Artistas e ateliês | Artistas catarinenses no acervo do Museu Victor Meirelles,,,Fotografia,"""Inv.088-mvm"" (atribuído pelo MVM). Ficha do Autor n° 025.",,,,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.3 Escultura,dezembro de 2004,2002/2003,"Obra: 30,0 x 25,0 x 10,0 cm",39282,Bom,Rio de Janeiro,Alexandre Monteiro Gomes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-da-serie-amilcares-2/,,Apropriação e intervenção em publicação de arte,Doação,MVM0087,Brasil,Alexandre Monteiro,"Sem título, da série “Amílcares”",,Amilcares,,,"Escultura, livro","""Inv.087-mvm"" (atribuído pelo MVM).",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,maio de 1995,1994,"Obra: 26,0 x 19,5 cm",39281,Bom,Santa Catarina,Maria Flávia Gonçalves Fernandes Falci,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/fiat-lux-2/,,Gravura em metal sobre papel,Doação,MVM0086,Brasil,Flávia Fernandes,“Fiat Lux”,,"Floresta, de Flávia Fernandes | Desenhos e gravuras | Artistas catarinenses no acervo do Museu Victor Meirelles",,,Gravura,"""Inv.086-mvm"" (atribuído pelo MVM).",,,,,
São Paulo,02 Artes Visuais/Cinematográfica > 02.2 Desenho,2002,1991,"Obra: 25,5 x 35,5 cm",39280,Bom,São Paulo,Gilda Vogt Maia Rosa,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/pescador-de-camarao-debaixo-da-ponte-lagoa-2/,“gilda 2.91” (cie),Aquarela sobre papel,Doação,MVM0085,Brasil,Gilda Vogt Maia Rosa,“Pescador de camarão debaixo da Ponte (Lagoa)”,,"Gilda Maia Rosa | A cada peça um universo: a construção de uma coleção de arte | Museu Victor Meirelles: Entrelaços | Você que faz versos, de Walmor Corrêa",,,,"""Inv.085-mvm"" (atribuído pelo MVM).",,,"Paisagem retratada por mancha colorida em diagonal da parte superior esquerda à inferior direita, mancha colorida retangular no canto à esquerda da obra e mancha colorida por toda parte inferior da obra. Figura humana ao centro.",,
,02 Artes Visuais/Cinematográfica > 02.4 Estampa,,1979,"Obra: 23,0 x 37,0 cm Somente imagem: 9,5 x 28,0 cm",39279,Bom,,Yara Rondon Guasque Araújo,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/os-primeiros-raios-deste-amanhecer-2/,“[P/A]” (cie) “Os primeiros raios deste amanhecer” (ebc) “Yara Guasque” (cid) “79” (cid),Xilogravura sobre papel,Doação,MVM0084,,Yara Guasque,“Os primeiros raios deste amanhecer”,,"Glauco Rodrigues - Gravuras | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Artistas catarinenses no acervo do Museu Victor Meirelles | O Jardim Colaborativo de Fritz Müller, de Yara Guasque",,,Gravura,"""Inv.084-mvm"" (atribuído pelo MVM).",,,,,
,02 Artes Visuais/Cinematográfica > 02.4 Estampa,2002,1996,"Obra:21,5 x 31,5 cm",39278,Bom,,Antônio Diogo da Silva Parreiras,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/homens-de-papel-23-2/,“César A. Rossi” (cid) “Homens de Papel (23)” (cie) “Gravura de César Rossi” (vcd),Gravura em metal sobre papel,Doação,MVM0083,,Gerson Tavares,“Homens de Papel (23)”,,Glauco Rodrigues - Gravuras | A cada peça um universo: a construção de uma coleção de arte,,,,"""Inv.083-mvm"" (atribuído pelo MVM). Ficha do Autor n° 020.",,,"Formas que remetem a figuras humanas de diferentes tamanhos. À direita, a maior delas com o braço esticado. Na parte inferior da obra, forma que puxa veículo de tração. À esquerda, emaranhado de linhas negras.",,
Cabo Frio,02 Artes Visuais/Cinematográfica > 02.2 Desenho,1995,,"Obra: 35,0 x 50,0 cm",39277,Bom,Rio de Janeiro,Gerson Tavares,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-42/,“n° 406” (v) “50x35” (v) “Gerson Tavares” (ebc),Aquarela sobre papel cartão,Doação,MVM0082,Brasil,Gerson Tavares,Sem título,,"Paisagens Fantásticas, de Gerson Tavares | A cada peça um universo: a construção de uma coleção de arte",,,,"""Inv.082-mvm"" (atribuído pelo MVM). Ficha do Autor n° 019.",,,"Aproximadamente em dois terços da obra, mancha em tons de azul, branco e rosa, e, na parte inferior, mancha em tons de verde e marrom. Assinatura do autor (ebc), por onde se estende mancha clara.",,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,fevereiro de 199,1998,"Obra: 73,0 x 54,5 cm Somente imagem: 62,5 x 46,0 cm",39274,Bom,Santa Catarina,Jandira Lorenz Bieszczad Neves,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-41/,,Gravura sobre papel,Doação,MVM0081,Brasil,Jandira Lorenz,Sem título,,Jandira Lorenz | A cada peça um universo: a construção de uma coleção de arte,,,Gravura,"""Inv.081-mvm"" (atribuído pelo MVM). Ficha do Autor n° 018.",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,outubro de 199,1997,"Obra: 47,0 x 74,5 cm",39273,Bom,Santa Catarina,Maria de Lurdes Pires,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/los-caminos-se-aglomeran-en-vano-despertar-es-somar-los-caminos-2/,,"Gravura em metal sobre papel (ponta seca, buril, água-tinta, água-forte)",Doação,MVM0080,Brasil,Lú Pires,“...Los caminos se aglomeran en vano: despertar es somar los caminos...”,,"Caminhos, de Lú Pires | A cada peça um universo: a construção de uma coleção de arte | Artistas catarinenses no acervo do Museu Victor Meirelles",,,Gravura,"""Inv.080-mvm"" (atribuído pelo MVM). Ficha do Autor n° 017.",,,,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.4 Estampa,1997,1990,"Obra: 61,5 x 56,0 cm",39271,Bom,Rio de Janeiro,Alex Gama,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-40/,“Alex Gama” (cid) “1990” (cid) “p/a” (cid),Xilogravura colorida sobre papel,Doação,MVM0079,Brasil,Alex Gama,Sem título,,Xilogravuras | Glauco Rodrigues - Gravuras,,,Gravura,"""Inv.079-mvm"" (atribuído pelo MVM). Ficha do Autor n° 016.",Abstrato,,"Sobre fundo em tom grafite, quadrilátero preenchido por linhas negras de diferentes espessuras que convergem para distintas direções.  Compondo com as linhas negras, 3 faixas em tons de terra em posições diagonais. No canto inferior à direita ao quadrado, assinatura e data e, à esquerda, “P/A”.",,"Catálogo da Exposição “Gravuras” no Museu Victor Meirelles. De 04 de março a 17 de abril de 2009. Florianópolis: IBRAM/Museu Victor Meirelles, 2009. p. 7."
São Leopoldo,02 Artes Visuais/Cinematográfica > 02.4 Estampa,2001,2000,"Obra: 54,9 x 53,5 cm Passe-partout: 64,5 x 64,5 cm",39270,Bom,Rio Grande do Sul,Lurdi Blauth,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/entrar-no-azul-e-passar-para-o-outro-lado-do-espelho-iii-2/,“Lurdi Blauth” (cid) “1/1 entrar no azul é passar para o outro lado do espelho III...” (cie),"Mista (monotipia, xilogravura, chine colle, colagem sobre papel)",Doação,MVM0078,Brasil,Lurdi Blauth,“Entrar no Azul é Passar para o Outro Lado do Espelho III”,,"Concentrações, de Lurdi Blauth",,,Gravura,"""Inv.078-mvm"" (atribuído pelo MVM). Ficha do Autor n° 015.",,,"Sobre fundo em tons de azul, na parte inferior ao centro, em TNT, forma triangular em tons de magenta /rosa/vermelho inserido em polígono da mesma cor.",,
Kassel,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,junho de 1999,11/1998 - 02/1999,"Obra: 49,6 x 69,5 cm",39269,Regular,Hessen,José de Quadros,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/memoria-insular-mercado-2/,"“Kassel nov 98/fev 99 – 50x69,5 cm” “Memória insular – mercado”","Mista (óleo, acrílica, carvão e giz industrial sobre papel).",Doação,MVM0077,Alemanha,José de Quadros,“Memória insular – mercado”,,Memória insular | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Viagem em torno do museu,,,,"""Inv.077-mvm"" (atribuído pelo MVM).",,,Corredor do Mercado Público de Florianópolis retratado ao centro do papel sobre quadrado em tons de laranja com textura.,,
Belo Horizonte,02 Artes Visuais/Cinematográfica > 02.4 Estampa,1997,1992,"Obra: 50,5 x 70,0 cm",39268,Bom,Minas Gerais,Alexandre Sequeira,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-39/,“Amilcar de Castro 92” (cid),Litografia sobre papel,Doação,MVM0076,Brasil,Amílcar de Castro,Sem título,,Amílcar de Castro no Museu Victor Meirelles | A cada peça um universo: a construção de uma coleção de arte,,,Gravura,"""Inv.076-mvm"" (atribuído pelo MVM). Ficha do Autor n° 013.",,,,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,junho de 1996,1996,"Obra: 60,6 x 42,5 cm",39266,Bom,Santa Catarina,Julia Nobu Iguti da Silva,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/verao-2/,“Julia Iguti/96” (cid) Carimbo (cid),Monotipia sobre papel,Doação,MVM0075,Brasil,Julia Iguti,“Verão”,,"Muito Perto, de Fernando Lindote | Artistas catarinenses no acervo do Museu Victor Meirelles",,,Gravura,"""Inv.075-mvm"" (atribuído pelo MVM). Ficha do Autor n° 012.",,,A obra de formas abstratas possui duas “bolas” pretas e uma faixa central na cor vermelha. No canto inferior esquerdo há uma mancha na cor cinza.,,
Dresden,02 Artes Visuais/Cinematográfica > 02.2 Desenho,2010,1995,"Obra: 50,0 x 69,5 cm",39265,Bom,Saxónia,Paulo Renato Gaiad,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/paisagem-a-caminho-de-dresden-2/,“Paulo Gaiad” (cid) “Paulo Gaiad” (vcid),Grafite e guache sobre papel,Doação,MVM0074,Alemanha,Paulo Gaiad,“Paisagem a caminho de Dresden”,,"Passagens, de Paulo Gaiad | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Artistas catarinenses no acervo do Museu Victor Meirelles",,,Desenho,"""Inv.074-mvm"" (atribuído pelo MVM). Ficha do Autor n° 011.",,,"Figuras retas e em forma de cones, cobertos por coloração cinza, azul e verde.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.1 Construção Artística,2001,2001,"Obra: 45,0 x 60,0 cm",39264,Bom,Rio de Janeiro,Nádia Ribeiro,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-38/,“Naná Ribeiro – 2001” (csd) “Naná Ribeiro/2001/BR” (v),Colagem sobre papel,Doação,MVM0073,Brasil,Naná Ribeiro,Sem título,,Colagem,,,Colagem,"""Inv.073-mvm"" (atribuído pelo MVM). Ficha do Autor n° 010.",,,"Sobre fundo branco, três quadriláteros grandes, sendo 1 negro e 2 em tons de cinza. Sobre quadrilátero à esquerda em tons de cinza, 3 quadrados pequenos pretos e 2 quadros brancos na parte superior. Sobre quadrilátero à direita, negro, o quadrilátero em tons de cinza e sobre este 3 retângulos brancos e 2 retângulos em tons de laranja. Ao longo da obra, 3 linhas sinuosas em tons de laranja.",,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,2010,2000,"Obra: 65,9 x 47,9 cm",39263,Bom,,Pedro Augusto Simões Pires,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/cyber-2/,“2.000” (cid) “Pedro Pires” (cid) “5” (vcid),"Técnica mista (aquarela, pastel, grafite, crayon, tinta de impressão e lápis de cor)",Doação,MVM0072,,Pedro Pires,“Cyber”,,Aquarelas | Museu Victor Meirelles: Entrelaços,,,Desenho,"""Inv.072-mvm"" (atribuído pelo MVM).",,,"No primeiro plano, busto de figura humana de perfil e forma vazada branca. No segundo plano, fundo com laterais em tons de marrom e centro em tons de azul. No verso, marcas de tinta, sujidades e, na parte inferior à direita, “5”.",,
Grenoble,02 Artes Visuais/Cinematográfica > 02.2 Desenho,setembro de 1995,1995 (circa),"Obra: 61,0 x 46,0 cm",39262,Bom,Delfinado,Sérgio Ferro Pereira,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-37/,“S. Ferro” (ebc),Grafite com aguada de tinta acrílica e colagem com papel alumínio,Doação,MVM0071,França,Sérgio Ferro,Sem título,,Desenhos e gravuras | Artistas catarinenses no acervo do Museu Victor Meirelles,,,Desenho,"""Inv.071-mvm"" (atribuído pelo MVM). Ficha do Autor n° 008.",,,Desenho de manto e pés de forma retorcida com um dos pés sobre uma base. Asa desenhada no canto superior esquerdo da obra.,,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,,,"Obra: 49,0 x 70,0 cm",39261,Bom,,Fernando Otávio Fuentes Lindote,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-36/,,Nanquim sobre papel,,MVM0070,,,Sem título,,"Muito Perto, de Fernando Lindote | A cada peça um universo: a construção de uma coleção de arte | Artistas catarinenses no acervo do Museu Victor Meirelles",,,,"""Inv.070-mvm"" (atribuído pelo MVM). Ficha do Autor n° 007.",,Utilização da língua do artista para confecção das manchas.,Manchas negras que formam arestas de quadrilátero de traços não contínuos.,,
Curitiba,02 Artes Visuais/Cinematográfica > 02.4 Estampa,22 de agosto de 2003,2002,"Obra: 50,7 x 47,6 cm",39259,Bom,Paraná,Paulo Roberto Carapunarlo,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-35/,"“k” (c, envolvida por círculo) “1/4” (cie) “litografia” (ebc) “Paulo Carapunarlo” (vcid)",Litografia,Doação,MVM0069,Brasil,Paulo Carapunarlo,Sem título,,"Litografias, de Paulo Carapunarlo",,,Gravura,"""Inv.069-mvm"" (atribuído pelo MVM).",,,"Duas manchas (cse, ebc) formadas por linhas negras de distintas espessuras.",,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.4 Estampa,1994,1994,"Obra: 55,0 x 48,0 cm",39258,Bom,Santa Catarina,Aldo João Nunes,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/florianopolis-perfis-2/,“FLORIANÓPOLIS” (ecc) “PERFIS” (ecc) “Origem” (ece) “1866” (ce) “1966” (ce) “1974” (ebe) “1986” (cie) “DESENHOS ORIGINAIS ALDO NUNES” (cie) “FLORIANÓPOLIS SC BRASIL” (cid),Mista. Serigrafia pintada com lápis de cor e grafite.,Doação,MVM0068,Brasil,Aldo Nunes,“Florianópolis – perfis”,,"Arquitetura Perdida, de Aldo Nunes | A cada peça um universo: a construção de uma coleção de arte | Você que faz versos, de Walmor Corrêa",,,Cartaz,"""Inv.068-mvm"" (atribuído pelo MVM).",,Modificações no panorama da cidade de Florianópolis vista a partir de um mesmo ângulo em diferentes tempos. É retratada a ocupação da cidade.,Cinco panoramas da cidade de Florianópolis em diferentes tempos alinhados verticalmente.,,
Florianópolis,10 Comunicação > 10.1 Documento,2010,__/01/2004,"Obra: 40,5 x 30,5 cm",39257,Bom,Santa Catarina,Álvaro de Azevedo Diaz,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-34/,,Fotografia p/b sobre papel de gelatina de prata,Doação,MVM0067,Brasil,Álvaro Diaz,Sem título,,"Noturnas - Alváro Diaz | Artistas catarinenses no acervo do Museu Victor Meirelles | Você que faz versos, de Walmor Corrêa",,,Fotografia,"""Inv.067-mvm"" (atribuído pelo MVM). Ficha do Autor n° 004.",,"Visto do interior do túnel ‘Deputada Maria Antonieta de Barros’, Florianópolis, SC",Trecho curvilíneo de túnel. Iluminação desigual vinda do lado esquerdo.,,
Ilha Ischia,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,1854,"Obra: 14,0 x 11,0 cm",39256,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-57/,“Victor” (ebc),Aquarela sobre papel,Compra,MVM0066,Itália,11ª Superintendência do IPHAN – SC. Transferência da Associação de Amigos do Museu Victor Meirelles em 2004,Estudo de traje,,Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Viagem em torno do museu,,,Pintura,"""Inv.066-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura religiosa masculina em pé, em ambiente externo, com vestes vermelha e branca, touca vermelha, segurando uma folha de papel na mão esquerda. Cabelos e barbas castanho-claro.",,
Ilha Ischia,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,1854,Obra: 13 cm (diâmetro),39255,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-56/,,Aquarela sobre papel,Compra,MVM0065,Itália,11ª Superintendência do IPHAN – SC. Transferência da Associação de Amigos do Museu Victor Meirelles em 2004,Estudo de traje,,Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Viagem em torno do museu,,,Pintura,"""Inv.065-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura feminina sentada em ambiente externo, com uma construção com torre ao fundo, voltada para esquerda com braço esquerdo apoiado nas pernas e braço direito apoiado em uma possível almofada. Blusa branca, saia azul. Pele e toucado brancos, colar marrom.",,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,2004,1859/1860 (circa),"Obra: 18,6 x 12,1 cm",39254,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-para-primeira-missa-no-brasil-maos-2/,"“Estudo de mãos que mi servio para o [ilegível]” (ebc), grafite",Grafite sobre papel,Transferência,MVM0064,,Associação de Amigos do Museu Victor Meirelles (AAMVM),Estudo para “Primeira missa no Brasil” (mãos),,Museu Victor Meirelles: Entrelaços | Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica | ,,,Desenho,"""Inv.064-mvm"" (atribuído pelo MVM).",,"Este é um estudo para a obra “A Primeira Missa do Brasil”, que retrata a segunda cerimônia aqui realizada e simbolizava a conquista da terra e sua cristianização.","Duas mãos, direita acima da esquerda, segurando objeto em forma de bastão.",,
