Autor,Classificação,Data de produção,Denominação,Document,Estado de conservação,Link do Item,Local de produção,Modo de aquisição,Número de registro,Resumo descritivo,Título,Material/Técnica
Não identificado,10 Comunicação > 10.1 Documento,15/06/1956,Fotografia,14398,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-na-sede-da-unesco/,França > Paris,Doação,1977.16.151,"Datilografado no verso “14.056 - Maison de l´Unesco, Paris. 15 juin 1956 - Visite de M. VillaLobos à l´Unesco. Le célèbre compositeur brésilien est pour l´Unesco.PHOTO UNESco - M. Weissmann”.",Villa-Lobos na sede da Unesco,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,12/06/1956,Fotografia,14400,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-o-compositor-walter-burle-marx-estreia-mundial-de-the-emperor-jones-no-empire-state-music-festival/,EUA > Nova York,Doação,1977.16.158,"A data informada no verso da foto “Em 12-6-1956, no intervalo do concerto com a Orquestra Symphony of the Air, por ocasião da primeira audição mundial do bailado “Emperor Jones”. Junto o maestro Burle Marx. New York” está equivocada, a estreia foi em julho.","Villa-Lobos, Arminda e o compositor Walter Burle Marx. Estreia mundial de “The Emperor Jones”, no Empire State Music Festival",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,12/06/1956,Fotografia,14402,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-estreia-mundial-de-the-emperor-jones-no-empire-state-music-festival/,EUA > Nova York,Doação,1977.16.157,"A data informada no verso da foto “Coleção Marcos Romero. Estreia de “Emperor Jones”. Ellenville, N. Y. june 1956” está equivocada, a estreia foi em julho.","Villa-Lobos. Estreia mundial de “The Emperor Jones”, no Empire State Music Festival",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,12/06/1956,Fotografia,14404,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-estreia-mundial-de-the-emperor-jones-no-empire-state-music-festival/,EUA > Nova York,Doação,1977.16.156,"A data informada no verso da foto “Coleção Marcos Romero. Estreia de “Emperor Jones”. Ellenville, N. Y. june 1956” está equivocada, a estreia foi em julho.","Villa-Lobos e Arminda. Estreia mundial de “The Emperor Jones”, no Empire State Music Festival",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,03/06/1956,Fotografia,14406,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-entre-arminda-a-pianista-felicja-blumental-e-sua-filha-annette-celine-de-pe/,,Doação,1982.16.251,"No verso, manuscrito “Paris, 3/6/1956 aniversaire d’Annette”.","Villa-Lobos entre Arminda, a pianista Felicja Blumental e sua filha Annette Celine (de pé)",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,03/06/1956,Fotografia,14408,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/a-pianista-felicja-blumental-de-pe-nao-identificada-arminda-villa-lobos-e-annette-celine-filha-da-pianista/,,Doação,1982.16.227,"No verso, manuscrito “Paris, 3/6/1956 aniversaire d’Annette”.","A pianista Felicja Blumental, de pé, não identificada, Arminda, Villa-Lobos e Annette Celine, filha da pianista",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,03/06/1956,Fotografia,14410,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-a-pianista-felicja-blumental-villa-lobos-e-annette-celine-filha-da-pianista/,,Doação,1982.16.226,"No verso, manuscrito “Paris, 3/6/1956 aniversaire d’Annette”.","Arminda, a pianista Felicja Blumental, Villa-Lobos e Annette Celine, filha da pianista",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,03/02/1956,Fotografia,14412,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-entre-arminda-e-felicja-blumental-e-de-pe-annette-celine-filha-de-felicja/,,Doação,1977.16.159,"No verso, manuscrito “Paris, 3/6/1956. aniverssaire d´Annette Cèline Mizne”","Villa-Lobos entre Arminda e Felicja Blumental e, de pé Annette Celine, filha de Felicja",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Junho de 1956,Fotografia,14414,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-o-coreografo-e-bailarino-jose-limon-durante-ensaio-geral-do-bailado-the-emperor-jones/,,Doação,1981.16.001,,"Villa-Lobos, Arminda e o coreografo e bailarino José Limón durante ensaio geral do bailado “The Emperor Jones”",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,14/04/1956,Fotografia,14416,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-fumando-charuto-2/,,Doação,1982.16.030,"Com a dedicatória “Mindinha querida, como estás vendo continuo teu eterno “cliente” e namorado manhoso. Teu benzinho. Paris, 14/4/56”.",Villa-Lobos fumando charuto,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,11/03/1956,Fotografia,14418,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-com-frank-r-la-briola-essex-house/,EUA > Nova York,Doação,1977.16.163,,Villa-Lobos com Frank R. La Briola. Essex House,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,08/03/1956,Fotografia,14420,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-frank-la-briola-essex-house-2/,,Doação,1980.16.178,"Com a dedicatória: “Para o prezado amigo Frank R La Briola, uma recordação do inesquecível Villa-Lobos. A sempre Mindinha do Villa-Lobos”. ",Villa-Lobos e Frank La Briola. Essex House,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,08/03/1956,Fotografia,14422,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-frank-la-briola-essex-house/,,Doação,1980.16.174,,Villa-Lobos e Frank La Briola. Essex House,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1956,Fotografia,14424,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-o-compositor-walter-burle-marx/,,Doação,1977.16.277,,Villa-Lobos e o compositor Walter Burle Marx,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1956,Fotografia,14426,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-o-compositor-walter-burle-marx-e-arminda/,,Doação,1977.16.276,,"Villa-Lobos, o compositor Walter Burle Marx e Arminda",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,03/02/1956,Fotografia,14428,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/hermenegilda-arailda-e-adelina-mae-e-tias-de-arminda/,,Doação,1977.16.282,,"Hermenegilda, Arailda e Adelina, mãe e tias de Arminda",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,03/02/1956,Fotografia,14430,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/hermenegilda-neves-dalmeida-mae-de-arminda/,,Doação,1977.16.281,,"Hermenegilda Neves d’Almeida, mãe de Arminda",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,03/02/1956,Fotografia,14432,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/hermenegilda-neves-dalmeida-e-julieta-strutt-mae-e-ima-de-arminda/,,Doação,1977.16.280,,"Hermenegilda Neves d’Almeida e Julieta Strutt, mãe e imã de Arminda",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,09/01/1956,Fotografia,14434,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/almoco-oferecido-pela-pan-american-society-em-homenagem-ao-presidente-brasileiro-eleito-juscelino-kubitschek-no-hotel-waldorf-astoria/,,Doação,1983.16.049,"Villa-Lobos entre o cônsul Marcos Romero (à esquerda), a cônsul-geral do Brasil em Nova York Dora Vasconcellos e Nansen Rosa, delegado do tesouro brasileiro em Nova York (à direita)","Almoço oferecido pela Pan American Society em homenagem ao presidente brasileiro eleito, Juscelino Kubitschek, no Hotel Waldorf Astoria",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14442,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/homenagem-ao-compositor-e-a-arminda-na-residencia-da-pianista-felicja-blumental/,,Doação,2003.16.147,"Informação em folha anexa: “Villa-Lobos, Mindinha, Helena Lorenzo Fernandez, Márcia (?) Viggiane, Alda Caminha, Ivy Improta, Julieta Strutt, Alcina Navarro, Alvaro Moreira, Oscar Adler, Mauricio...(?), Leonide Massine, Iberê Gomes Grosso, C.P. Brandão, Sula Jaffé, C.L. Leitão, Eurico Nogueira França, José Vieira Brandão, Felicja Blumental, Chistina Maristany, Annette Celine, Arnaldo Rabello”.","Homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14444,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-dir-para-esq-sentados-rodrigo-octavio-filho-alvaro-moreira-e-villa-lobos-de-pe-felicja-blumental-cristina-maristany-julieta-strutt-irma-de-arminda-e-oscar-adler-por-ocasiao-da-homen-2/,,Doação,2003.16.146,"Manuscrito no verso: “24 November 1955. Rio de Janeiro. Casa nossa Figueiredo Magalhaes 26. Villa-Lobos, Alvaro Moreira, Oscar Rodrigues, Felicja Blumental, Oscar Adler, Chistina Maristany”.","Da dir. para esq., sentados: Rodrigo Octavio Filho, [Álvaro Moreira] e Villa-Lobos; de pé: Felicja Blumental, Cristina Maristany, Julieta Strutt (irmã de Arminda) e [Oscar Adler], por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14446,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-dir-para-esq-de-pe-markus-mizne-villa-lobos-felicja-blumental-rodrigo-octavio-filho-arminda-fructuoso-viana-sentadas-alda-caminha-e-sula-jaffe-por-ocasiao-da-homenagem-ao-compositor-e/,,Doação,2003.16.145,,"Da dir. para esq. de pé: Markus Mizne, Villa-Lobos, Felicja Blumental, Rodrigo Octavio Filho, Arminda, Fructuoso Viana; sentadas: Alda Caminha e [Sula Jaffe], por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14448,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-abracado-por-rodrigo-octavio-filho-apos-um-discurso-saudacao-por-ocasiao-da-homenagem-ao-compositor-e-a-arminda-na-residencia-da-pianista-felicja-blumental-a-direita-markus-mizne-fruc/,,Doação,2003.16.143,,"Villa-Lobos abraçado por Rodrigo Octavio Filho após um discurso-saudação, por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental. À direita, Markus Mizne, Fructuoso Viana (de perfil) e Felicja Blumental e, sentado ao fundo à esq. José Vieira Brandão (batento palmas)",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14450,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-dir-para-esq-sentados-rodrigo-octavio-filho-alvaro-moreira-e-villa-lobos-de-pe-felicja-blumental-cristina-maristany-julieta-strutt-irma-de-arminda-e-oscar-adler-por-ocasiao-da-homen/,,Doação,2003.16.137,,"Da dir. para esq., sentados: Rodrigo Octavio Filho, [Álvaro Moreira] e Villa-Lobos; de pé: Felicja Blumental, Cristina Maristany, Julieta Strutt (irmã de Arminda) e [Oscar Adler], por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14452,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-a-pianista-felicja-blumental-mizne-seu-marido-markus-mizne-de-perfil-e-nao-identificado-por-ocasiao-de-homenagem-a-villa-lobos-e-arminda-na-residencia-da-pianista-em-copacabana/,,Doação,2003.16.133,,"Villa-Lobos e a pianista Felicja Blumental Mizne, seu marido Markus Mizne (de perfil) e não identificado, por ocasião de homenagem a Villa-Lobos e Arminda na residência da pianista, em Copacabana",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14454,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-markus-mizne-a-esquerda-e-sua-esposa-a-pianista-felicja-blumental-entre-nao-identificados-por-ocasiao-de-homenagem-a-villa-lobos-e-arminda-na-residencia-da-pianista-em-copacabana/,,Doação,2003.16.081,,"Villa-Lobos, Markus Mizne (à esquerda) e sua esposa a pianista Felicja Blumental entre não identificados por ocasião de homenagem a Villa-Lobos e Arminda na residência da pianista, em Copacabana",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14456,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-abracado-por-rodrigo-octavio-filho-apos-um-discurso-saudacao-por-ocasiao-da-homenagem-ao-compositor-e-a-arminda-na-residencia-da-pianista-felicja-blumental/,,Doação,1977.16.275,,"Villa-Lobos abraçado por Rodrigo Octavio Filho após um discurso-saudação, por ocasião da homenagem ao compositor e a Arminda, na residência da pianista Felicja Blumental",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,24/11/1955,Fotografia,14458,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/homenagem-a-villa-lobos-e-arminda-na-residencia-da-pianista-felicja-blumental/,,Doação,1977.16.148,"Da dir. para esq., de pé: Rodrigo Octavio Filho (1º), Eurico Nogueira França (4º), José Vieira Brandão (6º), irmã de Arminda (10º), Helena Lorenzo Fernandez (18ª). Sentados: Julieta Strutt (irmã de Arminda) (1ª), Villa-Lobos (2º), Arminda (3ª), Felicja Blumental Mizne, (6ª), Cristina Maristany (7ª) Annette Celine Mizne (filha de Felicja) (8ª). Atrás de Arminda, de óculos, Fructuoso Viana. À frente, sentado no chão, Marcus Mizne (marido de Felicja) .Manuscrito no verso: “Homenagem ao Maestro Villa-Lobos e Senhora na residência da pianista Felicja Blumental. Rio, Copacabana, 24 de novembro 1955”.",Homenagem a Villa-Lobos e Arminda na residência da pianista Felicja Blumental,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,07/09/1955,Fotografia,14460,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-ary-barroso-ao-receberem-do-governo-federal-a-ordem-do-merito-villa-lobos-no-grau-de-comendador-e-ary-barroso-no-grau-de-oficial/,,Doação,1991.16.002,,"Villa-Lobos e Ary Barroso ao receberem, do Governo Federal, a Ordem do Mérito, Villa-Lobos no grau de Comendador, e Ary Barroso no grau de Oficial",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,20/07/1955,Fotografia,14462,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/noemia-mae-de-villa-lobos/,,Doação,1982.16.023,"Com a dedicatória “Aos queridos irmãos Minda e Tuhú. Uma lembrança expressiva da saudade infinita. Da irmã amiga mui grata, Bilita. 20-VII-955. Rio”.","Noêmia, mãe de Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14464,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-6/,,Doação,2003.16.150,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14466,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-5/,,Doação,2003.16.149,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14468,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-4/,,Doação,2003.16.141,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14470,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-3/,,Doação,2003.16.140,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14472,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-apos-reger-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-2/,,Doação,2003.16.139,,"Villa-Lobos após reger o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14474,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-apos-reger-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal/,,Doação,2003.16.138,,"Villa-Lobos após reger o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14476,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-tendo-como-solista-felicja-blumental-a-frente-da-orquestra-sinfonica-de-viena-wiener-symphoniker/,,Doação,1983.16.028,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra”, tendo como solista Felicja Blumental, à frente da Orquestra Sinfônica de Viena (Wiener Symphoniker)",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14478,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-2/,,Doação,1982.16.205,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14480,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-felicja-blumental-no-concerto-com-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosser-musikvereins-saal-2/,Áustria > Viena,Doação,1982.16.099,,Villa-Lobos e Felicja Blumental no concerto com a Orquestra Sinfônica de Viena (Wiener Symphoniker) na Grosser Musikvereins-Saal,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14482,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-felicja-blumental-no-concerto-com-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosser-musikvereins-saal/,Áustria > Viena,Doação,1982.16.098,,Villa-Lobos e Felicja Blumental no concerto com a Orquestra Sinfônica de Viena (Wiener Symphoniker) na Grosser Musikvereins-Saal,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14484,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/felicja-blumenthal-no-concerto-com-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-regida-por-villa-lobos/,,Doação,1982.16.037,,"Felicja Blumenthal no concerto com a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal, regida por Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14486,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-com-a-pianista-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-quando-apresentaram-o-concerto-no-5-para-piano-e-orquestra/,Áustria > Viena,Doação,1977.16.325,,"Villa-Lobos com a pianista Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal quando apresentaram o “Concerto Nº 5 para Piano e Orquestra”",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14488,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-ao-piano-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal/,Áustria > Viena,Doação,1977.16.143,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental ao piano e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,25/05/1955,Fotografia,14490,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal/,Áustria > Viena,Doação,1977.16.142,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,04/04/1955,Fotografia,14492,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-a-orquestra-sinfonica-de-viena-wiener-symphoniker-2/,Áustria > Viena,Doação,1977.16.141,"Com a dedicatória “A D. Hermenegilda saudosos pensamentos do Villa-Lobos e Arminda. Paris, 4/4/55”.",Villa-Lobos regendo a Orquestra Sinfônica de Viena (Wiener Symphoniker),Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,04/04/1955,Fotografia,14494,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-a-orquestra-sinfonica-de-viena-wiener-symphoniker/,Áustria > Viena,Doação,1977.16.140,"Com a dedicatória “A nossa mãezinha querida, lembranças saudosas do Villa-Lobos e Arminda. Paris, 4/4/55”.",Villa-Lobos regendo a Orquestra Sinfônica de Viena (Wiener Symphoniker),Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14496,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-a-orchestra-de-la-societe-des-concerts-du-conservatoire/,,Doação,1983.16.020,,Villa-Lobos regendo a Orchestra de La Societé des Concerts du Conservatoire,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14498,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-ensaio-da-orquestra-da-sociedade-de-concertos-do-conservatorio-de-paris/,França > Paris,Doação,1977.16.135,,Villa-Lobos regendo ensaio da Orquestra da Sociedade de Concertos do Conservatório de Paris,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14500,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ensaiando-a-orquestra-sinfonica-de-viena-no-grosser-musikvereinssaal/,,Doação,2002.16.081,,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena, no Grosser Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14502,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ensaiando-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-8/,,Doação,2002.16.079,,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14504,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ensaiando-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-7/,,Doação,2002.16.066,,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14506,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ensaiando-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-6/,,Doação,1984.16.084,,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14508,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ensaiando-a-orquestra-sinfonica-de-viena-wiener-symphoniker/,,Doação,1984.16.083,,Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker),Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14510,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-no-ensaio-com-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal/,,Doação,1984.16.082,,"Villa-Lobos no ensaio com a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Março de 1955,Fotografia,14512,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-ensaiando-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-5/,Áustria > Viena,Doação,1982.16.057,,"Villa-Lobos ensaiando a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
